,season,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases
896,2007/2008,13,2007-07-23,5,10,20,0,6,1,42
897,2007/2008,14,2007-07-30,0,3,23,0,7,3,36
898,2007/2008,15,2007-08-06,2,9,35,0,23,3,72
899,2007/2008,16,2007-08-13,8,14,28,2,21,2,75
900,2007/2008,17,2007-08-20,5,14,34,3,19,1,76
901,2007/2008,18,2007-08-27,7,6,53,5,16,5,92
902,2007/2008,19,2007-09-03,6,14,34,1,12,4,71
903,2007/2008,20,2007-09-10,10,13,58,1,26,4,112
904,2007/2008,21,2007-09-17,9,6,52,0,37,2,106
905,2007/2008,22,2007-09-24,6,15,48,1,27,4,101
906,2007/2008,23,2007-10-01,13,23,74,3,45,12,170
907,2007/2008,24,2007-10-08,7,19,59,0,45,5,135
908,2007/2008,25,2007-10-15,10,13,41,0,37,5,106
909,2007/2008,26,2007-10-22,7,6,25,3,20,7,68
910,2007/2008,27,2007-10-29,2,4,8,0,29,5,48
911,2007/2008,28,2007-11-05,2,5,27,0,12,2,48
912,2007/2008,29,2007-11-12,0,0,9,0,15,2,26
913,2007/2008,30,2007-11-19,1,2,8,0,17,5,33
914,2007/2008,31,2007-11-26,3,0,10,0,16,0,29
915,2007/2008,32,2007-12-03,1,1,4,0,11,0,17
916,2007/2008,33,2007-12-10,0,0,1,0,10,1,12
917,2007/2008,34,2007-12-17,2,0,1,1,9,0,13
918,2007/2008,35,2007-12-24,1,0,1,1,12,2,17
919,2007/2008,36,2008-01-01,0,2,2,0,11,0,15
920,2007/2008,37,2008-01-08,1,1,6,0,6,0,14
921,2007/2008,38,2008-01-15,2,0,5,0,8,0,15
922,2007/2008,39,2008-01-22,1,0,6,0,3,0,10
923,2007/2008,40,2008-01-29,1,0,2,0,6,0,9
924,2007/2008,41,2008-02-05,1,0,0,0,1,0,2
925,2007/2008,42,2008-02-12,1,0,1,0,4,0,6
926,2007/2008,43,2008-02-19,1,0,1,0,6,0,8
927,2007/2008,44,2008-02-26,1,0,1,0,3,0,5
928,2007/2008,45,2008-03-04,1,0,0,0,0,0,1
929,2007/2008,46,2008-03-11,1,0,0,0,1,0,2
930,2007/2008,47,2008-03-18,0,0,2,0,1,0,3
931,2007/2008,48,2008-03-25,0,1,1,0,2,0,4
932,2007/2008,49,2008-04-01,0,0,0,0,2,1,3
933,2007/2008,50,2008-04-08,0,0,0,0,1,0,1
934,2007/2008,51,2008-04-15,0,1,2,0,0,0,3
935,2007/2008,52,2008-04-22,2,0,1,0,2,0,5
936,2008/2009,1,2008-04-29,0,0,1,0,1,0,2
937,2008/2009,2,2008-05-06,1,0,0,0,2,0,3
938,2008/2009,3,2008-05-13,0,0,0,0,2,0,2
939,2008/2009,4,2008-05-20,1,0,0,0,2,0,3
940,2008/2009,5,2008-05-27,1,0,0,0,1,0,2
941,2008/2009,6,2008-06-03,0,0,0,0,2,0,2
942,2008/2009,7,2008-06-10,0,1,1,0,1,0,3
943,2008/2009,8,2008-06-17,0,0,2,0,2,0,4
944,2008/2009,9,2008-06-24,0,0,0,0,3,0,3
945,2008/2009,10,2008-07-01,2,0,1,0,1,0,4
946,2008/2009,11,2008-07-08,0,0,1,0,3,0,4
947,2008/2009,12,2008-07-15,3,0,1,0,0,0,4
948,2008/2009,13,2008-07-22,2,0,0,0,5,0,7
949,2008/2009,14,2008-07-29,1,1,1,0,3,0,6
950,2008/2009,15,2008-08-05,3,0,2,0,10,0,15
951,2008/2009,16,2008-08-12,3,1,0,0,7,0,11
952,2008/2009,17,2008-08-19,1,1,0,1,6,0,9
953,2008/2009,18,2008-08-26,1,0,1,0,7,0,9
954,2008/2009,19,2008-09-02,3,0,2,0,7,0,12
955,2008/2009,20,2008-09-09,3,0,4,0,6,0,13
956,2008/2009,21,2008-09-16,1,0,1,0,11,0,13
957,2008/2009,22,2008-09-23,1,0,1,0,11,0,13
958,2008/2009,23,2008-09-30,3,1,3,0,12,1,20
959,2008/2009,24,2008-10-07,9,2,1,0,16,0,28
960,2008/2009,25,2008-10-14,17,2,2,0,24,0,45
961,2008/2009,26,2008-10-21,9,5,2,0,12,0,28
962,2008/2009,27,2008-10-28,9,1,4,1,19,0,34
963,2008/2009,28,2008-11-04,11,2,4,0,24,0,41
964,2008/2009,29,2008-11-11,19,1,1,0,13,2,36
965,2008/2009,30,2008-11-18,19,5,2,0,12,0,38
966,2008/2009,31,2008-11-25,26,1,2,0,19,0,48
967,2008/2009,32,2008-12-02,13,1,1,1,11,0,27
968,2008/2009,33,2008-12-09,14,1,1,0,6,1,23
969,2008/2009,34,2008-12-16,13,3,2,0,10,0,28
970,2008/2009,35,2008-12-23,20,3,0,0,19,0,42
971,2008/2009,36,2009-01-01,15,0,2,0,13,0,30
972,2008/2009,37,2009-01-08,10,0,0,0,8,0,18
973,2008/2009,38,2009-01-15,25,1,0,0,12,0,38
974,2008/2009,39,2009-01-22,16,1,1,0,10,0,28
975,2008/2009,40,2009-01-29,21,1,1,0,13,0,36
976,2008/2009,41,2009-02-05,27,2,0,0,15,0,44
977,2008/2009,42,2009-02-12,27,1,0,0,13,0,41
978,2008/2009,43,2009-02-19,21,1,0,1,12,0,35
979,2008/2009,44,2009-02-26,13,0,0,0,15,0,28
980,2008/2009,45,2009-03-05,16,1,0,0,11,0,28
981,2008/2009,46,2009-03-12,12,0,0,0,10,0,22
982,2008/2009,47,2009-03-19,14,0,0,0,12,0,26
983,2008/2009,48,2009-03-26,11,0,0,0,13,0,24
984,2008/2009,49,2009-04-02,4,0,0,1,4,0,9
985,2008/2009,50,2009-04-09,13,0,0,1,7,0,21
986,2008/2009,51,2009-04-16,7,0,0,0,3,0,10
987,2008/2009,52,2009-04-23,11,0,0,1,3,0,15
