,iquitos, 4S, 73W, air_temperature, dew_point_temperature,relative_humidity, specific_humidity,Unnamed: 7
6671,1997,4,6,297.43,296.23,93.35,17.83, 
6672,1997,4,7,297.88,295.33,88.2,16.8, 
6673,1997,4,8,296.89,295.95,94.95,17.49, 
6674,1997,4,9,297,295.08,90.33,16.53, 
6675,1997,4,10,297.02,294.6,88.25,16.09, 
6676,1997,4,11,295.49,295.08,97.8,16.61, 
6677,1997,4,12,295.68,295.45,99.02,16.98, 
6678,1997,4,13,296.22,295.68,96.85,17.25, 
6679,1997,4,14,296.9,296.75,99.05,18.31, 
6680,1997,4,15,297.6,295.25,89.15,16.73, 
6681,1997,4,16,297.69,296.23,92,17.86, 
6682,1997,4,17,298.37,296.95,92.78,18.57, 
6683,1997,4,18,297.05,296.08,94.53,17.54, 
6684,1997,4,19,296.15,295.98,98.98,17.5, 
6685,1997,4,20,297.83,295.83,90.5,17.33, 
6686,1997,4,21,297.12,296.8,98.23,18.41, 
6687,1997,4,22,297.44,295.58,91,17.06, 
6688,1997,4,23,295.57,295.1,97.33,16.59, 
6689,1997,4,24,296.42,295.28,94.05,16.75, 
6690,1997,4,25,296.09,294.73,92.9,16.24, 
6691,1997,4,26,296.02,294.95,94.32,16.43, 
6692,1997,4,27,296.69,294.75,90.5,16.16, 
6693,1997,4,28,297.18,295.31,89.72,16.83, 
6694,1997,4,29,297.3,296.88,97.78,18.51, 
6695,1997,4,30,297.49,297.02,97.53,18.63, 
6696,1997,5,1,297.19,296.22,94.85,17.74, 
6697,1997,5,2,297.84,297.18,96.3,18.79, 
6698,1997,5,3,297.4,296.9,97.2,18.49, 
6699,1997,5,4,297.15,296.95,99.07,18.53, 
6700,1997,5,5,296.46,296.25,99.15,17.79, 
6701,1997,5,6,297.45,295.62,91.17,17.1, 
6702,1997,5,7,295.33,295.17,99.27,16.62, 
6703,1997,5,8,295.22,295.12,99.65,16.56, 
6704,1997,5,9,295.71,295.65,99.7,17.06, 
6705,1997,5,10,296.26,295.5,96.12,16.97, 
6706,1997,5,11,295.68,295.42,98.78,16.89, 
6707,1997,5,12,295.44,295.08,98,16.65, 
6708,1997,5,13,296.17,296,99.25,17.51, 
6709,1997,5,14,296.43,296.2,98.75,17.76, 
6710,1997,5,15,297.02,296.7,98.25,18.3, 
6711,1997,5,16,296.78,296.55,98.65,18.12, 
6712,1997,5,17,296.89,296.52,97.9,18.11, 
6713,1997,5,18,297.15,294.65,88.65,16.13, 
6714,1997,5,19,296.8,296.52,98.5,18.13, 
6715,1997,5,20,297.21,296.35,95.42,17.89, 
6716,1997,5,21,297.69,296.47,93.65,18.03, 
6717,1997,5,22,297.93,297,94.97,18.65, 
6718,1997,5,23,297.35,296.95,97.68,18.53, 
6719,1997,5,24,296.6,296.2,97.72,17.7, 
6720,1997,5,25,295.56,293.9,91.12,15.36, 
6721,1997,5,26,295.33,295.12,98.95,16.66, 
6722,1997,5,27,296.3,294.52,91.35,15.99, 
6723,1997,5,28,296.71,294.5,88.03,15.98, 
6724,1997,5,29,296.65,296.02,96.43,17.55, 
6725,1997,5,30,296.37,295.85,97,17.47, 
6726,1997,5,31,297.57,297.12,97.6,18.76, 
6727,1997,6,1,297.46,296.75,96.08,18.29, 
6728,1997,6,2,296.74,296.42,98.4,18.01, 
6729,1997,6,3,297.17,296.15,94.68,17.67, 
6730,1997,6,4,296.55,295.77,95.85,17.45, 
6731,1997,6,5,298.38,296.4,90.1,18.01, 
6732,1997,6,6,298.49,297.07,92.52,18.84, 
6733,1997,6,7,298.01,297.67,98.25,19.45, 
6734,1997,6,8,296.73,296.58,99.23,18.15, 
6735,1997,6,9,295.72,294.55,93.8,16.01, 
6736,1997,6,10,295.26,293.45,89.82,14.92, 
6737,1997,6,11,295.71,294.23,91.68,15.7, 
6738,1997,6,12,295.95,294.35,91.58,15.86, 
6739,1997,6,13,296.4,295.77,96.65,17.44, 
6740,1997,6,14,297.63,296.52,94.12,18.07, 
6741,1997,6,15,296.7,295.85,95.57,17.4, 
6742,1997,6,16,296.65,296.23,97.62,17.82, 
6743,1997,6,17,295.39,295.12,98.6,16.61, 
6744,1997,6,18,296.43,294.27,89.85,15.72, 
6745,1997,6,19,296.33,295.88,97.55,17.39, 
6746,1997,6,20,297.48,294.1,85.82,15.59, 
6747,1997,6,21,297.97,292.6,76.5,14.23, 
6748,1997,6,22,298.33,291.73,71.4,13.46, 
6749,1997,6,23,298.15,292.12,70.15,13.82, 
6750,1997,6,24,296.09,293.58,86.25,15.09, 
6751,1997,6,25,297.4,295.3,88.55,16.86, 
6752,1997,6,26,296.82,295.95,95.1,17.55, 
6753,1997,6,27,296.25,295.27,94.45,16.75, 
6754,1997,6,28,297.24,292.78,81.4,14.41, 
6755,1997,6,29,299.06,294.3,76.93,15.78, 
6756,1997,6,30,297.17,293.58,80.55,15.1, 
6757,1997,7,1,295.81,295.1,96,16.54, 
6758,1997,7,2,295.18,294.33,95.3,15.77, 
6759,1997,7,3,296.8,291.88,79.07,13.58, 
6760,1997,7,4,297.38,291.5,72.12,13.21, 
6761,1997,7,5,296.14,292.95,84.62,14.5, 
6762,1997,7,6,296.79,292.9,80.15,14.43, 
6763,1997,7,7,295.94,293.85,88.72,15.32, 
6764,1997,7,8,297.93,292.6,75.65,14.2, 
6765,1997,7,9,297.44,293.88,83.43,15.38, 
6766,1997,7,10,296.77,293.9,85.47,15.34, 
6767,1997,7,11,296.35,294.95,92.17,16.36, 
6768,1997,7,12,297.09,294.12,86.62,15.54, 
6769,1997,7,13,296.74,293.28,84.97,14.81, 
6770,1997,7,14,295.98,291.62,78.27,13.33, 
6771,1997,7,15,297.89,292.9,79.3,14.46, 
6772,1997,7,16,297.93,293.03,76.98,14.57, 
6773,1997,7,17,297.56,293.73,83.35,15.22, 
6774,1997,7,18,298.5,292.8,72.75,14.37, 
6775,1997,7,19,297.76,295.5,88.35,16.94, 
6776,1997,7,20,296.91,294.9,89.52,16.31, 
6777,1997,7,21,296.74,294.48,88.18,15.94, 
6778,1997,7,22,297.53,294.75,86,16.18, 
6779,1997,7,23,297.43,295.17,89.12,16.59, 
6780,1997,7,24,296.9,294.32,87.8,15.75, 
6781,1997,7,25,296.3,294.1,89.2,15.5, 
6782,1997,7,26,295.35,293.17,88.7,14.69, 
6783,1997,7,27,296.88,292.8,78.43,14.33, 
6784,1997,7,28,296.18,293.8,87.57,15.25, 
6785,1997,7,29,298.65,293.12,75.05,14.65, 
6786,1997,7,30,298.89,293.1,71.05,14.63, 
6787,1997,7,31,298.24,295.35,86.45,16.83, 
6788,1997,8,1,297.3,296.2,94.23,17.69, 
6789,1997,8,2,297.45,296.17,93.4,17.66, 
6790,1997,8,3,298.29,295.15,85.5,16.6, 
6791,1997,8,4,298.55,293.4,74.15,14.88, 
6792,1997,8,5,296.66,295.48,93.35,17.03, 
6793,1997,8,6,297.61,294.9,86.05,16.33, 
6794,1997,8,7,296.53,293.47,83.75,14.96, 
6795,1997,8,8,296.59,292.3,78.57,13.87, 
6796,1997,8,9,296.42,291.05,74.25,12.84, 
6797,1997,8,10,295.75,289.27,70.53,11.45, 
6798,1997,8,11,298.62,290.15,60.92,12.1, 
6799,1997,8,12,298.12,291.75,69.78,13.42, 
6800,1997,8,13,298.61,292.7,71.25,14.22, 
6801,1997,8,14,298.82,293.72,74.72,15.19, 
6802,1997,8,15,298.8,294.72,78.62,16.31, 
6803,1997,8,16,297.72,296.25,92.3,17.75, 
6804,1997,8,17,297.53,293.88,84.12,15.39, 
6805,1997,8,18,299.99,294.53,72.97,16.05, 
6806,1997,8,19,297.87,296.02,90.68,17.59, 
6807,1997,8,20,297.63,296.8,95.45,18.38, 
6808,1997,8,21,298.33,294.83,84.88,16.29, 
6809,1997,8,22,299.06,293.8,79.85,15.36, 
6810,1997,8,23,300.67,292.7,62.7,14.28, 
6811,1997,8,24,300.65,291.72,62.22,13.47, 
6812,1997,8,25,299.13,293.35,71.9,14.85, 
6813,1997,8,26,299.8,293.85,71,15.3, 
6814,1997,8,27,298.06,294.85,82.93,16.33, 
6815,1997,8,28,298.54,295.8,87.4,17.28, 
6816,1997,8,29,298.4,293.9,79.93,15.38, 
6817,1997,8,30,299.14,292.77,70.5,14.37, 
6818,1997,8,31,299.68,291.5,64.2,13.29, 
6819,1997,9,1,300.48,292.5,63.5,14.14, 
6820,1997,9,2,299.46,294.23,74.9,15.73, 
6821,1997,9,3,298.6,294.88,80.7,16.39, 
6822,1997,9,4,298.28,294.03,78.5,15.55, 
6823,1997,9,5,299.27,293.2,72.6,14.77, 
6824,1997,9,6,297.53,294.17,82.68,15.73, 
6825,1997,9,7,298.7,293,72.58,14.59, 
6826,1997,9,8,300.19,294.92,77.95,16.44, 
6827,1997,9,9,300.69,293.62,67.02,15.18, 
6828,1997,9,10,299.87,295.45,77.53,17.18, 
6829,1997,9,11,298.68,297.4,92.9,19.11, 
6830,1997,9,12,298.29,296.38,90.2,17.94, 
6831,1997,9,13,297.61,295.75,90.7,17.3, 
6832,1997,9,14,299.15,295.85,82.9,17.36, 
6833,1997,9,15,298.94,296.8,88.6,18.36, 
6834,1997,9,16,297.2,294.33,86.3,15.79, 
6835,1997,9,17,299.02,294.4,81.65,15.95, 
6836,1997,9,18,300.51,293.85,68.93,15.38, 
6837,1997,9,19,301.6,290.98,56.08,12.89, 
6838,1997,9,20,303.09,290.98,51.15,12.81, 
6839,1997,9,21,302.9,292,53.23,13.8, 
6840,1997,9,22,298.49,294.95,81.7,16.48, 
6841,1997,9,23,298.69,294.73,83.68,16.25, 
6842,1997,9,24,298.67,296.45,88.15,18.05, 
6843,1997,9,25,296.77,295.55,93.25,17.07, 
6844,1997,9,26,298.83,293.95,77.57,15.42, 
6845,1997,9,27,296.43,296.1,98.02,17.55, 
6846,1997,9,28,297.96,294.15,84.38,15.59, 
6847,1997,9,29,299.28,294.18,79.65,15.7, 
6848,1997,9,30,300.91,292.38,63.6,14.02, 
6849,1997,10,1,302.25,292.15,58.15,13.86, 
6850,1997,10,2,300.38,293.65,68.82,15.17, 
6851,1997,10,3,298.65,295,82.18,16.47, 
6852,1997,10,4,301.12,293.14,65.95,14.76, 
6853,1997,10,5,301.56,291.93,57.42,13.62, 
6854,1997,10,6,300.48,293.12,64.55,14.72, 
6855,1997,10,7,298.53,295.3,83.5,16.82, 
6856,1997,10,8,298.84,295.08,81.88,16.58, 
6857,1997,10,9,300.99,294.16,72.23,15.7, 
6858,1997,10,10,302.13,294.45,67.2,16.03, 
6859,1997,10,11,303.82,293.11,55.17,14.75, 
6860,1997,10,12,301.92,294.61,69.03,16.21, 
6861,1997,10,13,300.55,294.34,71.07,15.88, 
6862,1997,10,14,301.68,293.47,62.17,15.02, 
6863,1997,10,15,302.85,292.15,57.33,13.95, 
6864,1997,10,16,303.99,293.85,55.33,15.65, 
6865,1997,10,17,301.62,293.85,63.2,15.43, 
6866,1997,10,18,298.89,295.28,80.7,16.79, 
6867,1997,10,19,300.53,293.98,71.18,15.56, 
6868,1997,10,20,302.25,293.24,59.88,14.82, 
6869,1997,10,21,300.83,295.17,72.32,16.7, 
6870,1997,10,22,301.25,294.62,71.72,16.18, 
6871,1997,10,23,301.89,292.62,60.52,14.29, 
6872,1997,10,24,300.15,295.26,78.8,16.82, 
6873,1997,10,25,302.19,293.8,61.2,15.38, 
6874,1997,10,26,301.59,295.05,68.25,16.58, 
6875,1997,10,27,301.3,295.78,74.93,17.4, 
6876,1997,10,28,300.99,296.61,79.02,18.27, 
6877,1997,10,29,297.82,296.88,94.65,18.53, 
6878,1997,10,30,300.9,295.92,77.8,17.55, 
6879,1997,10,31,300.59,295.45,74.72,17.02, 
6880,1997,11,1,300.85,295.75,78.18,17.29, 
6881,1997,11,2,298.09,296.9,93.4,18.56, 
6882,1997,11,3,300.91,295.15,75,16.65, 
6883,1997,11,4,298.33,297.32,94.5,19.04, 
6884,1997,11,5,299.19,295.3,83.4,16.82, 
6885,1997,11,6,299.69,294.48,75.28,15.97, 
6886,1997,11,7,299.45,295.88,81.55,17.48, 
6887,1997,11,8,300.63,295.03,74.5,16.54, 
6888,1997,11,9,301.09,295,70.5,16.48, 
6889,1997,11,10,300.34,295.39,79.1,16.95, 
6890,1997,11,11,301.72,292.8,60.65,14.39, 
6891,1997,11,12,298.57,294.22,77.9,15.75, 
6892,1997,11,13,300.97,294.02,72.45,15.63, 
6893,1997,11,14,301,295.4,72.35,17.12, 
6894,1997,11,15,300.19,295.76,82.65,17.4, 
6895,1997,11,16,298.13,295.66,87.35,17.22, 
6896,1997,11,17,298.67,293.49,77.15,15.03, 
6897,1997,11,18,298.22,297.08,93.57,18.79, 
6898,1997,11,19,298.75,296.42,87.68,18.01, 
6899,1997,11,20,300.38,294.73,74.57,16.27, 
6900,1997,11,21,298.77,296.74,90.15,18.4, 
6901,1997,11,22,299.16,296.75,87.18,18.45, 
6902,1997,11,23,300.26,297.15,84.62,18.83, 
6903,1997,11,24,299.69,295.82,83.07,17.44, 
6904,1997,11,25,298.25,297.45,95.75,19.28, 
6905,1997,11,26,298.67,294.88,82.2,16.44, 
6906,1997,11,27,298.37,297.88,97.32,19.71, 
6907,1997,11,28,297.36,296.98,98.23,18.69, 
6908,1997,11,29,298.43,296.34,89.02,17.97, 
6909,1997,11,30,298.91,296.38,88.22,18.02, 
6910,1997,12,1,300.16,293.97,72.18,15.59, 
6911,1997,12,2,298.6,297.3,92.85,19.14, 
6912,1997,12,3,298.16,296.99,94.05,18.67, 
6913,1997,12,4,297.79,295.88,90.68,17.42, 
6914,1997,12,5,298.15,296.7,92.13,18.34, 
6915,1997,12,6,298.57,297.3,93.45,18.99, 
6916,1997,12,7,298.29,297.84,97.47,19.59, 
6917,1997,12,8,298.29,296.68,91.78,18.24, 
6918,1997,12,9,299.96,294.1,74.9,15.6, 
6919,1997,12,10,299.16,296.41,87.07,17.95, 
6920,1997,12,11,299.43,294.59,78.48,16.1, 
6921,1997,12,12,300.01,296.01,80.78,17.57, 
6922,1997,12,13,299.12,296.74,88.27,18.37, 
6923,1997,12,14,299.12,295.5,83.6,17.04, 
6924,1997,12,15,299.63,294.1,71.95,15.67, 
6925,1997,12,16,298.78,296.95,90.65,18.6, 
6926,1997,12,17,298.56,297.32,93.35,19.03, 
6927,1997,12,18,299.15,296.43,87.05,18.02, 
6928,1997,12,19,298.59,297.61,94.55,19.42, 
6929,1997,12,20,299.14,297.24,90.7,18.88, 
6930,1997,12,21,298.4,296.66,91.03,18.24, 
6931,1997,12,22,298.54,297.31,93.6,18.99, 
6932,1997,12,23,299.22,295.61,85.3,17.15, 
6933,1997,12,24,298.62,297.09,92,18.75, 
6934,1997,12,25,297.83,297.21,96.65,18.88, 
6935,1997,12,26,297.47,296.57,94.98,18.2, 
6936,1997,12,27,298.09,297.46,96.62,19.21, 
6937,1997,12,28,298.56,297.47,94.15,19.23, 
6938,1997,12,29,298.02,296.93,94.18,18.61, 
6939,1997,12,30,298.19,297.22,94.93,18.91, 
6940,1997,12,31,297.49,295.82,91.65,17.31, 
6941,1998,1,1,298.34,296.18,89,17.74, 
6942,1998,1,2,298.43,296.45,90.28,18.01, 
6943,1998,1,3,298.07,297.31,95.73,19.03, 
6944,1998,1,4,296.63,296.53,99.5,18.1, 
6945,1998,1,5,296.91,296.15,95.67,17.8, 
6946,1998,1,6,297.84,294.65,86.38,16.18, 
6947,1998,1,7,299.84,296.62,82.72,18.27, 
6948,1998,1,8,297.54,295.77,90.73,17.31, 
6949,1998,1,9,300.23,294.94,77.82,16.47, 
6950,1998,1,10,298.82,297,91.05,18.66, 
6951,1998,1,11,298.96,298.05,95.15,19.85, 
6952,1998,1,12,297.94,297.14,95.53,18.83, 
6953,1998,1,13,298.87,298.4,97.42,20.32, 
6954,1998,1,14,298.89,298.5,97.95,20.47, 
6955,1998,1,15,298.69,296.71,90.6,18.35, 
6956,1998,1,16,299.36,296.93,88.43,18.6, 
6957,1998,1,17,299.33,298.7,96.55,20.69, 
6958,1998,1,18,298.23,297.06,94.05,18.74, 
6959,1998,1,19,299.1,296.89,89.85,18.52, 
6960,1998,1,20,298.44,296.95,92.38,18.59, 
6961,1998,1,21,298.91,297.43,92.18,19.18, 
6962,1998,1,22,298.83,298.39,97.68,20.37, 
6963,1998,1,23,298.69,298.29,97.93,20.22, 
6964,1998,1,24,298.82,297.83,94.88,19.64, 
6965,1998,1,25,298.29,297.57,95.98,19.39, 
6966,1998,1,26,298.97,296.53,88.85,18.12, 
6967,1998,1,27,298.96,295.57,84.75,17.09, 
6968,1998,1,28,301.16,295.37,74.9,16.92, 
6969,1998,1,29,300.83,296.54,82.45,18.14, 
6970,1998,1,30,298.66,297.86,95.53,19.68, 
6971,1998,1,31,297.01,296.33,96.17,17.9, 
6972,1998,2,1,296.95,295.7,92.8,17.22, 
6973,1998,2,2,298.85,295.14,82.43,16.64, 
6974,1998,2,3,297.85,296.38,91.9,17.97, 
6975,1998,2,4,297.59,296.77,95.5,18.5, 
6976,1998,2,5,299.74,296.83,86.75,18.5, 
6977,1998,2,6,301.08,296.54,80.15,18.16, 
6978,1998,2,7,300.2,297.56,88.2,19.24, 
6979,1998,2,8,299.81,297.67,88.85,19.4, 
6980,1998,2,9,297.6,295.91,90.38,17.45, 
6981,1998,2,10,299.1,296.02,84.1,17.76, 
6982,1998,2,11,300.05,296.65,85.17,18.25, 
6983,1998,2,12,297.76,297.46,98.38,19.15, 
6984,1998,2,13,295.59,295.44,99.12,16.87, 
6985,1998,2,14,297.01,294.86,89.83,16.31, 
6986,1998,2,15,298.11,295.97,89.9,17.44, 
6987,1998,2,16,299.37,296.17,85.88,17.68, 
6988,1998,2,17,298.55,296.08,87,17.64, 
6989,1998,2,18,300.6,296.09,81.17,17.73, 
6990,1998,2,19,300.24,296.67,83.75,18.34, 
6991,1998,2,20,300.8,295.61,75.82,17.17, 
6992,1998,2,21,300.84,297.37,81.55,19.15, 
6993,1998,2,22,299.89,297.07,86.78,18.82, 
6994,1998,2,23,299.07,296.15,84,17.66, 
6995,1998,2,24,300.44,296.1,80.62,17.67, 
6996,1998,2,25,301.11,295.74,76.58,17.31, 
6997,1998,2,26,302.26,295.64,69.03,17.21, 
6998,1998,2,27,299.86,297.5,88.95,19.28, 
6999,1998,2,28,297.85,297.46,97.97,19.24, 
7000,1998,3,1,299.19,296.1,87,17.7, 
7001,1998,3,2,298.77,296.89,90.5,18.51, 
7002,1998,3,3,298.77,296.27,88.6,17.81, 
7003,1998,3,4,298.97,298.2,95.82,20.05, 
7004,1998,3,5,298.95,297.38,92.12,19.06, 
7005,1998,3,6,298.58,298.05,97.05,19.95, 
7006,1998,3,7,299.61,297.33,89.65,19.06, 
7007,1998,3,8,298.2,297.65,97.05,19.5, 
7008,1998,3,9,298.89,297.52,93.12,19.22, 
7009,1998,3,10,299.17,296.43,87.62,18.01, 
7010,1998,3,11,299.34,296.88,86.4,18.73, 
7011,1998,3,12,301.06,296.85,81.85,18.58, 
7012,1998,3,13,298.7,297.77,94.77,19.54, 
7013,1998,3,14,297.53,297.4,99.43,19.08, 
7014,1998,3,15,296.16,296.12,99.8,17.62, 
7015,1998,3,16,295.56,295.02,97.15,16.59, 
7016,1998,3,17,298.22,295.33,85.53,16.83, 
7017,1998,3,18,298.64,295.98,86.95,17.53, 
7018,1998,3,19,297.89,295.95,89.97,17.48, 
7019,1998,3,20,298.07,297.35,96,19.2, 
7020,1998,3,21,299.21,298.38,95.8,20.34, 
7021,1998,3,22,299.06,298.65,97.75,20.62, 
7022,1998,3,23,297.31,297.2,99.47,18.87, 
7023,1998,3,24,296.27,295.85,97.72,17.37, 
7024,1998,3,25,296.22,295.68,97.1,17.17, 
7025,1998,3,26,299.03,295.12,82,16.59, 
7026,1998,3,27,299.44,297.28,88.45,19.06, 
7027,1998,3,28,298.36,297.62,95.9,19.36, 
7028,1998,3,29,298.02,295.85,88.7,17.41, 
7029,1998,3,30,298.24,297.62,96.45,19.37, 
7030,1998,3,31,299.63,296.33,86.13,17.92, 
7031,1998,4,1,298.08,296.62,92.4,18.19, 
7032,1998,4,2,298.13,297.28,95.18,18.96, 
7033,1998,4,3,297.31,297.08,98.65,18.66, 
7034,1998,4,4,296.17,296.1,99.45,17.56, 
7035,1998,4,5,295.73,295.38,97.98,16.83, 
7036,1998,4,6,295.92,295.55,98.05,17.09, 
7037,1998,4,7,297.43,295.51,90.18,17.01, 
7038,1998,4,8,297.44,296.95,97.4,18.57, 
7039,1998,4,9,297.19,296.98,98.78,18.6, 
7040,1998,4,10,297.33,296.55,95.55,18.08, 
7041,1998,4,11,298.13,294.73,84.88,16.21, 
7042,1998,4,12,298.07,295.55,86.33,17.05, 
7043,1998,4,13,298.86,297.17,91.25,18.92, 
7044,1998,4,14,299.57,297.93,91.98,19.76, 
7045,1998,4,15,298.57,298.08,97.45,19.99, 
7046,1998,4,16,299.29,298.67,96.62,20.66, 
7047,1998,4,17,299.35,298.65,96.18,20.64, 
7048,1998,4,18,298.79,298.35,97.75,20.29, 
7049,1998,4,19,298.19,297.77,97.8,19.54, 
7050,1998,4,20,296.83,296.73,99.75,18.36, 
7051,1998,4,21,296.53,296.25,98.7,17.83, 
7052,1998,4,22,297.16,296.3,95.3,17.94, 
7053,1998,4,23,296.83,296.55,98.55,18.12, 
7054,1998,4,24,297.57,295.3,88.9,16.77, 
7055,1998,4,25,299.15,295.85,84.6,17.34, 
7056,1998,4,26,298.51,296.67,90.65,18.25, 
7057,1998,4,27,300.05,296.12,83.8,17.68, 
7058,1998,4,28,299.61,297.08,86.67,18.83, 
7059,1998,4,29,299.21,298.85,98.1,20.86, 
7060,1998,4,30,298.93,298.58,98.1,20.5, 
7061,1998,5,1,298.8,298.35,97.62,20.25, 
7062,1998,5,2,297.22,297.08,99.48,18.75, 
7063,1998,5,3,296.6,296.33,98.65,17.94, 
7064,1998,5,4,297.93,296.35,92.12,17.89, 
7065,1998,5,5,297.19,295.73,92.3,17.23, 
7066,1998,5,6,296.48,296.42,99.88,17.97, 
7067,1998,5,7,296.68,296.52,99.28,18.1, 
7068,1998,5,8,297.32,296.6,96.08,18.15, 
7069,1998,5,9,297.17,297.05,99.1,18.59, 
7070,1998,5,10,297.45,297.25,99.15,18.89, 
7071,1998,5,11,297.43,297.17,98.62,18.82, 
7072,1998,5,12,297.52,297.3,98.93,18.97, 
7073,1998,5,13,297.88,296.5,93.1,18.06, 
7074,1998,5,14,298.46,298.15,98.38,19.98, 
7075,1998,5,15,297.83,297.33,97.33,19.03, 
7076,1998,5,16,297.3,297.12,99.18,18.76, 
7077,1998,5,17,295.35,292.65,86.5,14.27, 
7078,1998,5,18,295.41,290.17,74.03,12.19, 
7079,1998,5,19,293.89,288.1,73.03,10.6, 
7080,1998,5,20,295.66,288.9,69.82,11.19, 
7081,1998,5,21,297.89,291.08,69.78,12.87, 
7082,1998,5,22,298.8,292.7,72.9,14.27, 
7083,1998,5,23,298.25,295.25,84.05,16.76, 
7084,1998,5,24,298.97,296.15,85.37,17.66, 
7085,1998,5,25,298.32,297.92,97.92,19.73, 
7086,1998,5,26,297.52,296.55,94.93,18.12, 
7087,1998,5,27,296.13,295.35,95.53,16.83, 
7088,1998,5,28,296.44,295.85,96.57,17.29, 
7089,1998,5,29,298.09,295.12,85.53,16.59, 
7090,1998,5,30,296.65,296.52,99.45,18.05, 
7091,1998,5,31,296.62,295.88,96.05,17.4, 
7092,1998,6,1,295.45,294.08,93.1,15.52, 
7093,1998,6,2,295.93,295.55,98.03,17.05, 
7094,1998,6,3,296.85,295.55,93.45,16.97, 
7095,1998,6,4,296.04,295.88,99.32,17.32, 
7096,1998,6,5,295.37,295.23,99.42,16.66, 
7097,1998,6,6,295.27,295,98.78,16.46, 
7098,1998,6,7,295.06,294.77,98.32,16.16, 
7099,1998,6,8,295.8,294.42,92.75,15.84, 
7100,1998,6,9,296.54,295.85,96.07,17.38, 
7101,1998,6,10,297.57,295.25,89.38,16.7, 
7102,1998,6,11,298.21,295.67,88.12,17.15, 
7103,1998,6,12,296.3,295.8,97.45,17.41, 
7104,1998,6,13,297.62,295.28,89.08,16.7, 
7105,1998,6,14,296.74,293.85,85.9,15.27, 
7106,1998,6,15,296.45,294.1,86.9,15.57, 
7107,1998,6,16,297.35,294.25,84.33,15.71, 
7108,1998,6,17,296.16,295.7,97.53,17.22, 
7109,1998,6,18,296.54,295.53,94.62,16.99, 
7110,1998,6,19,296.1,294.97,94.03,16.52, 
7111,1998,6,20,297.05,295.42,91.9,17.02, 
7112,1998,6,21,297.29,296,93.4,17.52, 
7113,1998,6,22,296.61,296.35,98.62,17.86, 
7114,1998,6,23,295.73,294.62,94.2,16.06, 
7115,1998,6,24,295.47,294.2,92.97,15.65, 
7116,1998,6,25,294.64,293.95,96.3,15.42, 
7117,1998,6,26,294.56,292.72,90.75,14.23, 
7118,1998,6,27,295.17,291.17,80.8,12.91, 
7119,1998,6,28,296.54,292.8,80.47,14.31, 
7120,1998,6,29,296.36,294.4,89.1,15.82, 
7121,1998,6,30,296.42,295.1,93.03,16.51, 
7122,1998,7,1,297.75,294.53,85.67,15.98, 
7123,1998,7,2,296.71,294.17,87.12,15.56, 
7124,1998,7,3,296.26,294.45,90.93,15.88, 
7125,1998,7,4,297.6,293.2,80.08,14.73, 
7126,1998,7,5,296.71,294.45,87.4,15.91, 
7127,1998,7,6,295.61,294.9,96.08,16.44, 
7128,1998,7,7,297.65,293.8,83.15,15.32, 
7129,1998,7,8,298.65,292.9,73.3,14.45, 
7130,1998,7,9,297.48,293.67,80.65,15.18, 
7131,1998,7,10,296.71,295.25,92.68,16.7, 
7132,1998,7,11,295.98,294.9,94.23,16.29, 
7133,1998,7,12,296.39,293.75,86.97,15.18, 
7134,1998,7,13,295.1,293.33,90.05,14.77, 
7135,1998,7,14,294.26,291.6,87.45,13.25, 
7136,1998,7,15,292.8,291.27,91.45,13.06, 
7137,1998,7,16,296.06,292.05,79.2,13.71, 
7138,1998,7,17,296.34,293.7,87.43,15.13, 
7139,1998,7,18,296.46,294.25,89.45,15.7, 
7140,1998,7,19,296.09,295.05,94.12,16.58, 
7141,1998,7,20,295.92,295.1,95.75,16.69, 
7142,1998,7,21,297.37,295.9,92.18,17.4, 
7143,1998,7,22,297.18,295.38,91.25,16.86, 
7144,1998,7,23,296.97,296.02,95.08,17.55, 
7145,1998,7,24,296.9,294.83,90.15,16.28, 
7146,1998,7,25,297.51,295.73,90.95,17.18, 
7147,1998,7,26,295.58,295.27,98.45,16.73, 
7148,1998,7,27,296.99,294.38,88.15,15.85, 
7149,1998,7,28,296.5,295.05,92.45,16.52, 
7150,1998,7,29,298.4,293.73,79.93,15.25, 
7151,1998,7,30,297.84,292.92,76.15,14.44, 
7152,1998,7,31,299.86,290.85,60.55,12.71, 
7153,1998,8,1,298.48,292.98,72.8,14.56, 
7154,1998,8,2,296.97,295.15,89.83,16.6, 
7155,1998,8,3,297.23,294.42,86.62,15.88, 
7156,1998,8,4,299.15,293.5,73.25,15.02, 
7157,1998,8,5,298.23,294.38,82.6,15.88, 
7158,1998,8,6,296.92,295.98,94.73,17.54, 
7159,1998,8,7,297.5,296.65,95.4,18.29, 
7160,1998,8,8,296.42,296.18,98.5,17.63, 
7161,1998,8,9,295.99,294.65,92.85,16.08, 
7162,1998,8,10,297.99,291.65,74.6,13.39, 
7163,1998,8,11,299.95,294.08,71.12,15.53, 
7164,1998,8,12,298.24,295.5,85.28,16.95, 
7165,1998,8,13,300.18,294.67,77.02,16.17, 
7166,1998,8,14,298.62,293.12,72.2,14.66, 
7167,1998,8,15,297.7,293.6,79.5,15.07, 
7168,1998,8,16,297.98,294.9,84.6,16.35, 
7169,1998,8,17,298.19,295.2,85.12,16.64, 
7170,1998,8,18,297.92,295.9,89.05,17.49, 
