,san_juan, 18.5N, 66W, air_temperature, dew_point_temperature,relative_humidity, specific_humidity,Unnamed: 7
6905,1997,11,26,298.82,296.56,87.32,18.03, 
6906,1997,11,27,299.84,295.11,75.4,16.5, 
6907,1997,11,28,299.66,294.59,73.78,15.98, 
6908,1997,11,29,299.38,295.43,78.9,16.83, 
6909,1997,11,30,299.03,295.93,83.12,17.38, 
6910,1997,12,1,299.71,295.27,76.68,16.71, 
6911,1997,12,2,300.34,295.67,75.72,17.08, 
6912,1997,12,3,299.96,295.37,76.22,16.77, 
6913,1997,12,4,300.13,295.11,74.05,16.47, 
6914,1997,12,5,300.16,294.79,72.35,16.16, 
6915,1997,12,6,300.16,295.36,75.1,16.75, 
6916,1997,12,7,300.18,295.21,74.25,16.56, 
6917,1997,12,8,300,294.56,72.28,15.92, 
6918,1997,12,9,299.52,294.83,75.52,16.18, 
6919,1997,12,10,299.76,295.07,75.38,16.41, 
6920,1997,12,11,299.97,294.76,73.12,16.1, 
6921,1997,12,12,299.46,294.54,74.28,15.87, 
6922,1997,12,13,299.32,294.56,75.2,15.93, 
6923,1997,12,14,299.55,294.91,75.8,16.27, 
6924,1997,12,15,299.89,294.9,74.27,16.26, 
6925,1997,12,16,300.15,294.52,71.35,15.88, 
6926,1997,12,17,298.88,295.39,81.1,16.75, 
6927,1997,12,18,298.91,295.41,81.12,16.77, 
6928,1997,12,19,299.12,295.52,80.82,16.86, 
6929,1997,12,20,299.49,295.07,76.68,16.4, 
6930,1997,12,21,298.65,295.99,85.27,17.37, 
6931,1997,12,22,299.3,295.56,79.95,16.9, 
6932,1997,12,23,299.09,295.67,81.43,17.02, 
6933,1997,12,24,299.59,295.24,77.2,16.61, 
6934,1997,12,25,299.9,294.75,73.42,16.1, 
6935,1997,12,26,299.78,294.39,72.22,15.73, 
6936,1997,12,27,299.62,294.9,75.3,16.25, 
6937,1997,12,28,299.85,294.86,74.28,16.26, 
6938,1997,12,29,299.91,295.29,75.9,16.67, 
6939,1997,12,30,299.5,294.58,74.38,15.95, 
6940,1997,12,31,299.41,295.15,77.28,16.45, 
6941,1998,1,1,298.89,295.27,80.5,16.59, 
6942,1998,1,2,298.87,294.65,77.47,15.95, 
6943,1998,1,3,298.6,295.09,81.02,16.43, 
6944,1998,1,4,298.84,295.17,80.15,16.51, 
6945,1998,1,5,297.68,295.3,86.62,16.66, 
6946,1998,1,6,297.36,295.09,87.2,16.44, 
6947,1998,1,7,297.29,295.04,87.28,16.4, 
6948,1998,1,8,297.3,294.62,84.97,15.97, 
6949,1998,1,9,297.7,294.1,80.28,15.45, 
6950,1998,1,10,297.74,294.95,84.45,16.29, 
6951,1998,1,11,297.78,295.45,86.9,16.82, 
6952,1998,1,12,298.12,294.72,81.78,16.09, 
6953,1998,1,13,297.97,295.37,85.55,16.72, 
6954,1998,1,14,298.37,293.91,76.45,15.3, 
6955,1998,1,15,298.59,293.75,74.55,15.16, 
6956,1998,1,16,299.16,294.48,75.42,15.85, 
6957,1998,1,17,299.09,294.55,76.18,15.91, 
6958,1998,1,18,298.88,294.78,78.1,16.14, 
6959,1998,1,19,298.22,294.73,81.03,16.09, 
6960,1998,1,20,298.34,294.46,79.18,15.84, 
6961,1998,1,21,298.74,294.47,77.4,15.84, 
6962,1998,1,22,299.04,294.01,73.93,15.42, 
6963,1998,1,23,299.15,293.52,71.05,14.91, 
6964,1998,1,24,298.72,294.16,75.95,15.53, 
6965,1998,1,25,298.1,294.52,80.5,15.86, 
6966,1998,1,26,298.77,294.19,75.82,15.53, 
6967,1998,1,27,298.54,294.22,76.93,15.57, 
6968,1998,1,28,298.5,294.14,76.9,15.51, 
6969,1998,1,29,298.66,293.65,73.8,15.03, 
6970,1998,1,30,298.76,293.35,72.1,14.79, 
6971,1998,1,31,299.22,293.96,72.83,15.39, 
6972,1998,2,1,298.11,294.09,78.73,15.49, 
6973,1998,2,2,298.26,294.39,79.15,15.75, 
6974,1998,2,3,298.45,295.15,82.22,16.56, 
6975,1998,2,4,299.51,295.17,77.12,16.63, 
6976,1998,2,5,298.75,296.68,88.35,18.21, 
6977,1998,2,6,299.19,296.11,83.45,17.56, 
6978,1998,2,7,300.11,296.48,80.88,17.95, 
6979,1998,2,8,299.68,295.79,79.22,17.22, 
6980,1998,2,9,297.72,294.02,80.05,15.49, 
6981,1998,2,10,297.15,290.53,66.65,12.39, 
6982,1998,2,11,297.17,291.15,68.98,12.85, 
6983,1998,2,12,297.04,290.44,66.68,12.29, 
6984,1998,2,13,297.62,290.98,66.38,12.7, 
6985,1998,2,14,297.51,293.14,76.52,14.55, 
6986,1998,2,15,298.01,293.61,76.68,14.97, 
6987,1998,2,16,298.63,293.46,73.02,14.84, 
6988,1998,2,17,298.56,294.48,78.2,15.82, 
6989,1998,2,18,299.18,294.09,73.62,15.46, 
6990,1998,2,19,298.9,294.07,74.75,15.44, 
6991,1998,2,20,298.87,294.45,76.53,15.79, 
6992,1998,2,21,298.8,294.77,78.47,16.1, 
6993,1998,2,22,298.88,293.65,73.07,15.05, 
6994,1998,2,23,299.06,293.29,70.47,14.68, 
6995,1998,2,24,298.17,293.5,75.47,14.93, 
6996,1998,2,25,298.41,292.6,70.38,14.1, 
6997,1998,2,26,297.36,294.01,81.62,15.4, 
6998,1998,2,27,296.72,293.38,81.6,14.82, 
6999,1998,2,28,297.35,293.48,79.12,14.89, 
7000,1998,3,1,297.15,294.22,83.88,15.64, 
7001,1998,3,2,298.43,293.31,73.4,14.77, 
7002,1998,3,3,298.58,294.5,78.07,15.89, 
7003,1998,3,4,299.15,295.3,79.43,16.68, 
7004,1998,3,5,299.39,295.5,79.6,16.93, 
7005,1998,3,6,297.82,295.48,86.8,16.83, 
7006,1998,3,7,296.83,294.7,88.22,16.1, 
7007,1998,3,8,297.87,294.2,80.03,15.55, 
7008,1998,3,9,298.31,293.2,73.3,14.59, 
7009,1998,3,10,297.81,292.05,70.35,13.59, 
7010,1998,3,11,297.47,291.62,69.78,13.23, 
7011,1998,3,12,297.9,292.98,74.23,14.43, 
7012,1998,3,13,297.82,293.05,74.75,14.45, 
7013,1998,3,14,298.68,293.62,73.62,14.99, 
7014,1998,3,15,298.95,293.7,72.8,15.08, 
7015,1998,3,16,298.6,293.33,72.97,14.8, 
7016,1998,3,17,298.71,293.75,74.03,15.14, 
7017,1998,3,18,298.78,293.58,72.72,14.93, 
7018,1998,3,19,297.71,293.5,77.5,14.88, 
7019,1998,3,20,297.84,294,79.35,15.39, 
7020,1998,3,21,298.53,294.38,78.05,15.78, 
7021,1998,3,22,299.03,294.98,78.53,16.38, 
7022,1998,3,23,298.92,294.5,76.55,15.86, 
7023,1998,3,24,299.13,294.85,77.35,16.2, 
7024,1998,3,25,298.47,295.03,81.43,16.38, 
7025,1998,3,26,297.8,294.33,80.97,15.64, 
7026,1998,3,27,297.95,294.4,80.62,15.77, 
7027,1998,3,28,297.08,294.44,85.32,15.85, 
7028,1998,3,29,298.05,294.7,81.68,16.1, 
7029,1998,3,30,297.83,294.65,82.47,16.05, 
7030,1998,3,31,297.62,294.85,84.45,16.26, 
7031,1998,4,1,297.11,294.27,84.23,15.67, 
7032,1998,4,2,297.46,293.88,80.6,15.27, 
7033,1998,4,3,297.67,292.8,74.48,14.28, 
7034,1998,4,4,297.48,293.08,76.22,14.5, 
7035,1998,4,5,298.72,294.85,79,16.22, 
7036,1998,4,6,299.04,295.78,82.35,17.25, 
7037,1998,4,7,298.88,296.27,85.75,17.78, 
7038,1998,4,8,298.63,295.5,82.98,16.87, 
7039,1998,4,9,298.16,294.15,78.45,15.5, 
7040,1998,4,10,298.76,294.75,78.47,16.08, 
7041,1998,4,11,298.45,295.53,83.95,16.96, 
7042,1998,4,12,299.22,295.97,82.4,17.43, 
7043,1998,4,13,297.21,292.62,76.02,14.2, 
7044,1998,4,14,296.95,291.33,70.8,13.02, 
7045,1998,4,15,297.2,291.75,71.52,13.37, 
7046,1998,4,16,296.95,294.52,86.15,15.86, 
7047,1998,4,17,297.76,294.35,81.62,15.73, 
7048,1998,4,18,298.07,293.12,74.3,14.61, 
7049,1998,4,19,298.23,294.5,79.8,15.89, 
7050,1998,4,20,298.99,295.23,79.8,16.62, 
7051,1998,4,21,299.36,295.25,78.33,16.65, 
7052,1998,4,22,299.06,295.95,83.32,17.4, 
7053,1998,4,23,299.81,296.17,80.6,17.6, 
7054,1998,4,24,300,296,78.65,17.37, 
7055,1998,4,25,299.97,295.62,77.18,17.01, 
7056,1998,4,26,299.15,296.28,84.05,17.67, 
7057,1998,4,27,299.61,295.57,78.38,16.92, 
7058,1998,4,28,299.36,295.15,77.78,16.52, 
7059,1998,4,29,299.58,294.47,73.65,15.84, 
7060,1998,4,30,298.29,293.92,76.93,15.32, 
7061,1998,5,1,299.15,293.95,72.97,15.33, 
7062,1998,5,2,299.62,294.85,75.12,16.24, 
7063,1998,5,3,299.04,295.42,80.55,16.84, 
7064,1998,5,4,298.89,296.03,84.32,17.46, 
7065,1998,5,5,299.56,295.58,78.65,16.94, 
7066,1998,5,6,299.49,294.98,76.2,16.37, 
7067,1998,5,7,298.37,295,81.93,16.41, 
7068,1998,5,8,298.49,294.55,78.85,15.96, 
7069,1998,5,9,298.8,294.58,77.4,15.92, 
7070,1998,5,10,299.44,295.23,78.3,16.63, 
7071,1998,5,11,300.25,295.85,77.48,17.29, 
7072,1998,5,12,300.77,296.65,78.47,18.14, 
7073,1998,5,13,300.66,297.55,83.45,19.18, 
7074,1998,5,14,300.81,297.68,83.28,19.32, 
7075,1998,5,15,299.5,296.58,84.18,18.09, 
7076,1998,5,16,299.48,297.2,87.57,18.79, 
7077,1998,5,17,299.52,296.88,85.55,18.39, 
7078,1998,5,18,299.43,296.9,86,18.39, 
7079,1998,5,19,300.17,296.85,82.2,18.34, 
7080,1998,5,20,300.47,297,81.62,18.5, 
7081,1998,5,21,300,297.15,84.48,18.65, 
7082,1998,5,22,299.73,297.18,86.03,18.71, 
7083,1998,5,23,299.35,297.12,87.45,18.6, 
7084,1998,5,24,299.76,297.17,85.72,18.65, 
7085,1998,5,25,299.42,296.67,84.95,18.13, 
7086,1998,5,26,299.48,297.02,86.65,18.54, 
7087,1998,5,27,299.69,296.58,83.18,17.98, 
7088,1998,5,28,299.86,295.75,78.1,17.06, 
7089,1998,5,29,299.25,296.35,84.12,17.74, 
7090,1998,5,30,299.4,296.7,85.3,18.17, 
7091,1998,5,31,299.42,296.33,83.32,17.73, 
7092,1998,6,1,300.23,295.73,76.55,17.14, 
7093,1998,6,2,300.55,296.75,79.8,18.22, 
7094,1998,6,3,301.17,297.48,80.52,19.04, 
7095,1998,6,4,300.87,297.38,81.47,18.93, 
7096,1998,6,5,300.59,297.65,84.07,19.22, 
7097,1998,6,6,300.68,297.7,83.82,19.28, 
7098,1998,6,7,300.92,298.05,84.48,19.65, 
7099,1998,6,8,300.52,297.15,81.98,18.6, 
7100,1998,6,9,300.06,296.1,78.97,17.46, 
7101,1998,6,10,300.35,295.95,76.9,17.28, 
7102,1998,6,11,300.2,296.05,78.05,17.41, 
7103,1998,6,12,300.16,296.6,81.03,18.07, 
7104,1998,6,13,300.32,297.2,83.03,18.69, 
7105,1998,6,14,301.09,296.6,76.88,18.08, 
7106,1998,6,15,301.44,296.55,74.85,17.99, 
7107,1998,6,16,299.74,297.23,86.22,18.74, 
7108,1998,6,17,299.74,296.98,84.93,18.43, 
7109,1998,6,18,299.31,296.58,84.93,17.99, 
7110,1998,6,19,299.55,296.58,84,18.04, 
7111,1998,6,20,300.13,297.38,85,18.92, 
7112,1998,6,21,300.69,297.22,81.45,18.72, 
7113,1998,6,22,300.45,297,81.65,18.45, 
7114,1998,6,23,301.01,296.8,77.95,18.21, 
7115,1998,6,24,300.42,296.23,78,17.6, 
7116,1998,6,25,300.12,295.97,78.07,17.32, 
7117,1998,6,26,300.83,296.58,77.6,17.96, 
7118,1998,6,27,300.34,297.05,82.18,18.51, 
7119,1998,6,28,300.27,297.22,83.5,18.7, 
7120,1998,6,29,301.18,298.08,83.3,19.65, 
7121,1998,6,30,301.31,297.55,80.35,19.07, 
7122,1998,7,1,301.07,296.97,78.75,18.42, 
7123,1998,7,2,300.56,297.48,83.28,18.97, 
7124,1998,7,3,300.92,296.7,77.88,18.14, 
7125,1998,7,4,299.05,296.62,86.67,18.11, 
7126,1998,7,5,300.09,296.77,82.32,18.25, 
7127,1998,7,6,300.17,296.38,79.78,17.78, 
7128,1998,7,7,299.67,296.38,82.32,17.79, 
7129,1998,7,8,299.81,297.52,87.38,19.06, 
7130,1998,7,9,300.11,297.42,85.43,18.94, 
7131,1998,7,10,299.94,296.35,80.93,17.77, 
7132,1998,7,11,300.62,295.65,74.55,17, 
7133,1998,7,12,301.28,295.2,69.75,16.55, 
7134,1998,7,13,300.93,295.5,72.57,16.9, 
7135,1998,7,14,300.48,295.95,76.4,17.34, 
7136,1998,7,15,299.34,296.03,82.07,17.42, 
7137,1998,7,16,299.97,296.27,80.3,17.69, 
7138,1998,7,17,299.97,296.85,83.07,18.28, 
7139,1998,7,18,299.34,296.23,83.2,17.65, 
7140,1998,7,19,299.99,296.77,82.65,18.24, 
7141,1998,7,20,299.67,297.42,87.8,19, 
7142,1998,7,21,300.21,297.62,86.22,19.22, 
7143,1998,7,22,300.7,296.88,79.6,18.32, 
7144,1998,7,23,299.57,296.45,83.25,17.94, 
7145,1998,7,24,299.66,296.83,84.78,18.34, 
7146,1998,7,25,299.86,297.38,86.25,18.86, 
7147,1998,7,26,300.73,297.53,83,19.1, 
7148,1998,7,27,299.7,296.58,83.1,18.05, 
7149,1998,7,28,299.64,296.15,81.3,17.56, 
7150,1998,7,29,300.81,297.25,81.12,18.78, 
7151,1998,7,30,300.52,297.53,83.85,19.06, 
7152,1998,7,31,300.79,298.23,85.8,19.84, 
7153,1998,8,1,301.23,297.15,78.88,18.67, 
7154,1998,8,2,300.58,296.83,79.95,18.27, 
7155,1998,8,3,301.07,296.75,77.62,18.24, 
7156,1998,8,4,301.3,297.55,80.23,19.13, 
7157,1998,8,5,301.87,297.5,77.4,19.09, 
7158,1998,8,6,300.25,297.77,86.37,19.36, 
7159,1998,8,7,300.46,297.33,83.12,18.86, 
7160,1998,8,8,300.6,297.4,82.6,18.92, 
7161,1998,8,9,299.63,297.55,88.45,19.13, 
7162,1998,8,10,300.57,297.1,81.43,18.62, 
7163,1998,8,11,300.16,297.7,86.32,19.27, 
7164,1998,8,12,300.6,298.25,87,19.9, 
7165,1998,8,13,301.54,298.12,81.75,19.71, 
7166,1998,8,14,300.69,297.35,82.05,18.9, 
7167,1998,8,15,300.09,296.77,81.97,18.23, 
7168,1998,8,16,299.8,297.08,85.1,18.59, 
7169,1998,8,17,299.69,297,85.23,18.47, 
7170,1998,8,18,300.44,296.67,79.92,18.16, 
7171,1998,8,19,299.79,297.17,85.57,18.75, 
7172,1998,8,20,300.39,297.12,82.53,18.66, 
7173,1998,8,21,300.35,297.52,84.8,19.25, 
7174,1998,8,22,300.73,297.5,82.43,19.14, 
7175,1998,8,23,301.54,297.88,80.52,19.55, 
7176,1998,8,24,300.04,297.95,88.38,19.68, 
7177,1998,8,25,299.8,297.22,85.85,18.81, 
7178,1998,8,26,300.97,296.88,78.5,18.36, 
7179,1998,8,27,299.99,297.53,86.5,19.11, 
7180,1998,8,28,300.68,297.27,81.95,18.89, 
7181,1998,8,29,301.33,297.85,81.75,19.52, 
7182,1998,8,30,301.75,297.2,76.57,18.75, 
7183,1998,8,31,300.29,297.35,84.23,18.92, 
7184,1998,9,1,300.44,297.25,83.03,18.82, 
7185,1998,9,2,300.38,297.65,85.12,19.31, 
7186,1998,9,3,299.61,297.33,87.55,18.92, 
7187,1998,9,4,300.55,297.25,82.4,18.8, 
7188,1998,9,5,300.73,296.4,77.57,17.84, 
7189,1998,9,6,299.59,296.97,85.65,18.49, 
7190,1998,9,7,299.73,297.27,86.7,18.89, 
7191,1998,9,8,300.41,297.9,86.5,19.62, 
7192,1998,9,9,300.66,297.67,83.8,19.28, 
7193,1998,9,10,301.25,297.4,79.95,18.96, 
7194,1998,9,11,301.28,297.25,78.98,18.8, 
7195,1998,9,12,300.72,296.88,79.72,18.43, 
7196,1998,9,13,299.83,297.05,84.73,18.59, 
7197,1998,9,14,299.96,296.78,82.65,18.25, 
7198,1998,9,15,300.11,297.2,84.2,18.73, 
7199,1998,9,16,300.42,297.45,83.8,18.97, 
7200,1998,9,17,299.59,296.42,82.6,17.82, 
7201,1998,9,18,299.9,296.73,82.75,18.21, 
7202,1998,9,19,299.83,297.07,84.88,18.59, 
7203,1998,9,20,300.53,297.2,82.07,18.74, 
7204,1998,9,21,300.53,297.35,83.02,19.01, 
7205,1998,9,22,299.48,297.33,87.88,19.02, 
7206,1998,9,23,301.4,297.2,78.2,18.8, 
7207,1998,9,24,301.16,296.67,76.65,18.15, 
7208,1998,9,25,301.03,296.42,76.2,17.89, 
7209,1998,9,26,300.65,296.55,78.45,18.04, 
7210,1998,9,27,299.93,295.9,79.05,17.38, 
7211,1998,9,28,300.53,295.7,75.05,17.15, 
7212,1998,9,29,300.61,296.6,79.1,18.09, 
7213,1998,9,30,300.69,297.5,82.9,19.08, 
7214,1998,10,1,301.02,297.58,81.7,19.14, 
7215,1998,10,2,300.7,296.65,78.77,18.12, 
7216,1998,10,3,300.46,296.95,81.17,18.42, 
7217,1998,10,4,300.91,296.57,77.45,18.01, 
7218,1998,10,5,300.6,296.6,78.9,18.07, 
7219,1998,10,6,300.81,296.42,77.07,17.9, 
7220,1998,10,7,300.55,296.3,77.62,17.77, 
7221,1998,10,8,300.66,296.12,76.62,17.6, 
7222,1998,10,9,300.45,296.75,80.17,18.2, 
7223,1998,10,10,300.88,297.17,80.28,18.67, 
7224,1998,10,11,301.26,296.95,77.7,18.48, 
7225,1998,10,12,300.96,296.58,77.23,18.02, 
7226,1998,10,13,300.12,297.15,83.85,18.71, 
7227,1998,10,14,300.31,297.08,82.68,18.63, 
7228,1998,10,15,300.9,296.9,78.88,18.39, 
7229,1998,10,16,300.25,296.77,81.4,18.25, 
7230,1998,10,17,300.15,296.75,81.68,18.24, 
7231,1998,10,18,300.14,296.66,81.35,18.14, 
7232,1998,10,19,299.86,296.99,84.43,18.51, 
7233,1998,10,20,299.48,297.02,86.4,18.53, 
7234,1998,10,21,299.29,296.83,86.43,18.34, 
7235,1998,10,22,298.96,296.88,88.43,18.39, 
7236,1998,10,23,299.81,296.67,83,18.18, 
7237,1998,10,24,300.3,297.22,83.28,18.73, 
7238,1998,10,25,300.64,297,80.82,18.54, 
7239,1998,10,26,300.46,296.45,78.7,17.92, 
7240,1998,10,27,300.13,297.05,83.18,18.6, 
7241,1998,10,28,299.08,297,88.25,18.56, 
7242,1998,10,29,299.25,297.04,87.7,18.62, 
7243,1998,10,30,299.12,296.85,87.3,18.37, 
7244,1998,10,31,299.84,297.29,85.98,18.88, 
7245,1998,11,1,300.33,296.99,82.03,18.51, 
7246,1998,11,2,299.82,296.38,81.4,17.85, 
7247,1998,11,3,299.55,296.8,84.97,18.31, 
7248,1998,11,4,299.99,296.42,80.9,17.89, 
7249,1998,11,5,299.78,296.33,81.28,17.75, 
7250,1998,11,6,300.73,296.65,78.52,18.13, 
7251,1998,11,7,300.71,296.64,78.55,18.08, 
7252,1998,11,8,300.47,295.85,76.2,17.25, 
7253,1998,11,9,298.79,296.25,85.98,17.67, 
7254,1998,11,10,298.32,296.32,88.73,17.74, 
7255,1998,11,11,298.17,295.98,87.8,17.37, 
7256,1998,11,12,298.18,295.15,83.43,16.53, 
7257,1998,11,13,298.07,296.03,88.57,17.49, 
7258,1998,11,14,299.36,296.53,84.55,18.03, 
7259,1998,11,15,299.5,296.64,84.35,18.14, 
7260,1998,11,16,299.13,296.63,86.07,18.09, 
7261,1998,11,17,299.62,295.92,80.25,17.34, 
7262,1998,11,18,300.51,295.4,73.5,16.74, 
7263,1998,11,19,299.92,295.51,76.8,16.89, 
7264,1998,11,20,299.53,295.33,77.57,16.68, 
7265,1998,11,21,298.22,295.55,85.25,16.94, 
7266,1998,11,22,298.25,295.5,84.9,16.88, 
7267,1998,11,23,298.58,295.24,81.88,16.6, 
7268,1998,11,24,297.87,295.12,84.88,16.54, 
7269,1998,11,25,298.48,294.35,77.93,15.74, 
7270,1998,11,26,299.13,294.69,76.43,16.07, 
7271,1998,11,27,299.28,295.36,79.07,16.76, 
7272,1998,11,28,298.4,295.93,86.23,17.36, 
7273,1998,11,29,297.44,295.26,87.85,16.69, 
7274,1998,11,30,297.51,295.5,88.78,16.95, 
7275,1998,12,1,297.65,295.7,88.95,17.13, 
7276,1998,12,2,297.68,295.23,86.38,16.66, 
7277,1998,12,3,297.94,295.59,86.85,17.03, 
7278,1998,12,4,298.25,296,87.47,17.43, 
7279,1998,12,5,298.46,296.1,86.88,17.54, 
7280,1998,12,6,298.06,295.83,87.38,17.22, 
7281,1998,12,7,298.62,294.33,77.47,15.75, 
7282,1998,12,8,299.14,294.73,76.78,16.15, 
7283,1998,12,9,298.87,296.1,84.7,17.52, 
7284,1998,12,10,299.42,294.98,76.57,16.33, 
7285,1998,12,11,298.82,294.53,77.38,15.89, 
7286,1998,12,12,299.14,294.48,75.5,15.82, 
7287,1998,12,13,298.77,294.34,76.47,15.67, 
7288,1998,12,14,299.14,296.07,83.28,17.48, 
7289,1998,12,15,299.63,295.98,80.65,17.36, 
7290,1998,12,16,299.57,295.8,80.03,17.19, 
7291,1998,12,17,299.24,295.4,79.53,16.77, 
7292,1998,12,18,299.54,295.07,76.53,16.41, 
7293,1998,12,19,298.92,294.86,78.22,16.16, 
7294,1998,12,20,298.97,294.86,78.07,16.16, 
7295,1998,12,21,299.11,294.54,75.9,15.9, 
7296,1998,12,22,297.66,294.23,81.12,15.59, 
7297,1998,12,23,297.7,293.97,79.75,15.33, 
7298,1998,12,24,298.38,293.85,75.95,15.18, 
7299,1998,12,25,298.68,294.11,75.78,15.44, 
7300,1998,12,26,297.9,294.58,81.8,15.93, 
7301,1998,12,27,297.7,295.26,86.32,16.61, 
7302,1998,12,28,297.84,295.41,86.47,16.8, 
7303,1998,12,29,298.6,295.24,82.07,16.64, 
7304,1998,12,30,299.09,295.44,80.27,16.82, 
7305,1998,12,31,298.71,295.69,83.32,17.04, 
7306,1999,1,1,298.6,295.19,81.6,16.54, 
7307,1999,1,2,298.71,294.95,79.6,16.29, 
7308,1999,1,3,298.71,294.88,79.62,16.2, 
7309,1999,1,4,298.48,294.29,77.7,15.64, 
7310,1999,1,5,298.63,294.04,75.72,15.39, 
7311,1999,1,6,298.44,294.8,80.5,16.15, 
7312,1999,1,7,298.94,293.1,70.25,14.53, 
7313,1999,1,8,298.86,294.02,74.8,15.39, 
7314,1999,1,9,298.08,294.41,80.18,15.77, 
7315,1999,1,10,298.24,294.43,79.43,15.79, 
7316,1999,1,11,298.19,294.04,77.8,15.43, 
7317,1999,1,12,298.42,293.66,74.95,15.07, 
7318,1999,1,13,298.1,294.26,79.35,15.65, 
7319,1999,1,14,297.46,294.83,85.2,16.16, 
7320,1999,1,15,297,294.78,87.4,16.13, 
7321,1999,1,16,297.4,295.14,87.25,16.49, 
7322,1999,1,17,298.42,294.16,77.35,15.51, 
7323,1999,1,18,298.23,294.03,77.67,15.37, 
7324,1999,1,19,297.69,293.9,79.52,15.25, 
7325,1999,1,20,297.68,294.23,81.15,15.57, 
7326,1999,1,21,297.83,293.79,78.33,15.17, 
7327,1999,1,22,298.02,293.73,76.9,15.08, 
7328,1999,1,23,297.35,293.93,81.2,15.28, 
7329,1999,1,24,297.06,293.05,78.3,14.48, 
7330,1999,1,25,296.47,293.28,82.3,14.68, 
7331,1999,1,26,297.59,293.3,77.12,14.7, 
7332,1999,1,27,297.71,291.58,69.28,13.27, 
7333,1999,1,28,296.64,291.56,73.43,13.18, 
7334,1999,1,29,296.57,290.07,66.8,11.96, 
7335,1999,1,30,296.6,289.67,65.15,11.71, 
7336,1999,1,31,296.68,290.12,66.88,12.06, 
7337,1999,2,1,295.62,290.39,72.73,12.31, 
7338,1999,2,2,295.74,290.4,71.82,12.24, 
7339,1999,2,3,296.66,290.39,67.78,12.22, 
7340,1999,2,4,296.48,290.82,70.9,12.6, 
7341,1999,2,5,297.04,291.09,69.35,12.78, 
7342,1999,2,6,296.96,289.43,62.67,11.5, 
7343,1999,2,7,296.7,290.35,67.52,12.21, 
7344,1999,2,8,297.1,291.39,70.45,13.01, 
7345,1999,2,9,297.53,290.73,65.85,12.48, 
7346,1999,2,10,297.48,293.01,76.28,14.45, 
7347,1999,2,11,297.85,293.22,75.32,14.64, 
7348,1999,2,12,296.99,293.48,80.97,14.89, 
7349,1999,2,13,296.24,292.38,79,13.9, 
7350,1999,2,14,297.26,292.8,76.33,14.31, 
7351,1999,2,15,297.18,293.49,79.97,14.91, 
7352,1999,2,16,295.73,291.53,77.4,13.22, 
7353,1999,2,17,294.72,288.79,68.97,11.07, 
7354,1999,2,18,295.18,289.35,69.62,11.48, 
7355,1999,2,19,295.47,291.22,77.12,12.94, 
7356,1999,2,20,296.45,290.7,70.5,12.51, 
7357,1999,2,21,296.82,290.48,67.65,12.32, 
7358,1999,2,22,297.2,292.37,74.5,13.91, 
7359,1999,2,23,297.68,293.51,77.75,14.9, 
7360,1999,2,24,297.68,293.23,76.3,14.63, 
7361,1999,2,25,297.34,293.9,81,15.24, 
7362,1999,2,26,297.73,293.84,79.15,15.23, 
7363,1999,2,27,297.76,293.23,75.97,14.64, 
7364,1999,2,28,297.29,293.2,78.27,14.65, 
7365,1999,3,1,297.32,292.27,73.55,13.82, 
7366,1999,3,2,297.72,292.33,71.95,13.86, 
7367,1999,3,3,297.99,292.71,72.6,14.18, 
7368,1999,3,4,298.18,292.46,70.55,13.97, 
7369,1999,3,5,298.32,292.88,71.77,14.32, 
7370,1999,3,6,297.67,292.12,71.22,13.67, 
7371,1999,3,7,297.81,292.12,70.8,13.69, 
7372,1999,3,8,297.49,292.33,72.95,13.86, 
7373,1999,3,9,296.73,292.58,77.45,14.07, 
7374,1999,3,10,297.11,292.39,74.88,13.92, 
7375,1999,3,11,297.71,292.52,73.05,14.04, 
7376,1999,3,12,297.81,292.78,73.72,14.26, 
7377,1999,3,13,297.86,292.98,74.38,14.42, 
7378,1999,3,14,297.65,292.98,75.4,14.45, 
7379,1999,3,15,297.93,293.12,74.75,14.55, 
7380,1999,3,16,298.3,293.6,75.38,15.01, 
7381,1999,3,17,298.05,293.17,74.6,14.62, 
7382,1999,3,18,298.14,293.22,74.07,14.62, 
7383,1999,3,19,298.29,293.42,74.33,14.83, 
7384,1999,3,20,298.33,293.08,72.85,14.54, 
7385,1999,3,21,298.2,293.02,73.12,14.51, 
7386,1999,3,22,298.25,293.1,73.23,14.57, 
7387,1999,3,23,297.66,293.88,79.43,15.24, 
7388,1999,3,24,297.71,294.25,81.07,15.6, 
7389,1999,3,25,298.11,294.73,81.6,16.09, 
7390,1999,3,26,298.52,294.5,78.62,15.85, 
7391,1999,3,27,298.88,294.25,75.67,15.62, 
7392,1999,3,28,298.27,294.48,79.45,15.82, 
7393,1999,3,29,299.01,294.55,76.53,15.91, 
7394,1999,3,30,298.86,294.35,76.38,15.72, 
7395,1999,3,31,298.45,293.65,75.07,15.08, 
7396,1999,4,1,298.27,293.48,74.7,14.88, 
7397,1999,4,2,297.38,294.02,81.57,15.41, 
7398,1999,4,3,297.67,293.48,77.85,14.92, 
7399,1999,4,4,297.87,292.95,74.3,14.44, 
7400,1999,4,5,297.33,290.98,67.85,12.77, 
7401,1999,4,6,296.73,290.1,66.42,12.03, 
7402,1999,4,7,296.62,290.3,67.68,12.17, 
7403,1999,4,8,297.33,292.85,76.1,14.31, 
