,iquitos_persiann, 3.875S, 73.375W, precipitation_amount
5665,1998,7,5,2.27
5666,1998,7,6,28.33
5667,1998,7,7,4.24
5668,1998,7,8,0
5669,1998,7,9,5.55
5670,1998,7,10,11.23
5671,1998,7,11,0
5672,1998,7,12,0
5673,1998,7,13,0
5674,1998,7,14,0
5675,1998,7,15,1.61
5676,1998,7,16,2.34
5677,1998,7,17,28.16
5678,1998,7,18,11.34
5679,1998,7,19,36.26
5680,1998,7,20,6.37
5681,1998,7,21,0
5682,1998,7,22,12.96
5683,1998,7,23,0
5684,1998,7,24,8.17
5685,1998,7,25,7.26
5686,1998,7,26,34.27
5687,1998,7,27,0
5688,1998,7,28,0
5689,1998,7,29,0
5690,1998,7,30,2.16
5691,1998,7,31,0
5692,1998,8,1,0
5693,1998,8,2,0
5694,1998,8,3,14.58
5695,1998,8,4,1.14
5696,1998,8,5,0
5697,1998,8,6,3.46
5698,1998,8,7,2.04
5699,1998,8,8,0.96
5700,1998,8,9,0
5701,1998,8,10,0
5702,1998,8,11,1.05
5703,1998,8,12,0
5704,1998,8,13,0
5705,1998,8,14,0
5706,1998,8,15,4.72
5707,1998,8,16,0
5708,1998,8,17,3.96
5709,1998,8,18,7.75
5710,1998,8,19,0
5711,1998,8,20,1.83
5712,1998,8,21,3.13
5713,1998,8,22,26.06
5714,1998,8,23,3.84
5715,1998,8,24,0
5716,1998,8,25,0
5717,1998,8,26,8.91
5718,1998,8,27,27.62
5719,1998,8,28,17.62
5720,1998,8,29,0.68
5721,1998,8,30,0
5722,1998,8,31,0
5723,1998,9,1,0.36
5724,1998,9,2,0
5725,1998,9,3,0
5726,1998,9,4,10.16
5727,1998,9,5,0
5728,1998,9,6,0
5729,1998,9,7,2.74
5730,1998,9,8,0.93
5731,1998,9,9,1.18
5732,1998,9,10,16.28
5733,1998,9,11,0.92
5734,1998,9,12,0
5735,1998,9,13,0.65
5736,1998,9,14,10.37
5737,1998,9,15,18.48
5738,1998,9,16,3.11
5739,1998,9,17,0
5740,1998,9,18,14.88
5741,1998,9,19,3.5
5742,1998,9,20,19.34
5743,1998,9,21,1.1
5744,1998,9,22,0
5745,1998,9,23,0
5746,1998,9,24,0
5747,1998,9,25,3.91
5748,1998,9,26,3.52
5749,1998,9,27,0
5750,1998,9,28,11.67
5751,1998,9,29,2.7
5752,1998,9,30,13.13
5753,1998,10,1,9.42
5754,1998,10,2,4.02
5755,1998,10,3,1.39
5756,1998,10,4,0
5757,1998,10,5,0
5758,1998,10,6,3.32
5759,1998,10,7,13.43
5760,1998,10,8,19.18
5761,1998,10,9,13.01
5762,1998,10,10,9.96
5763,1998,10,11,0
5764,1998,10,12,0.64
5765,1998,10,13,0
5766,1998,10,14,2.27
5767,1998,10,15,11.56
5768,1998,10,16,7.32
5769,1998,10,17,3.43
5770,1998,10,18,25.54
5771,1998,10,19,26.01
5772,1998,10,20,2.68
5773,1998,10,21,2.28
5774,1998,10,22,0
5775,1998,10,23,11.37
5776,1998,10,24,20.73
5777,1998,10,25,14.61
5778,1998,10,26,2.25
5779,1998,10,27,4.93
5780,1998,10,28,6.59
5781,1998,10,29,38.43
5782,1998,10,30,0
5783,1998,10,31,1.65
5784,1998,11,1,10.28
5785,1998,11,2,6.33
5786,1998,11,3,14.14
5787,1998,11,4,11.7
5788,1998,11,5,12.63
5789,1998,11,6,23.97
5790,1998,11,7,0.38
5791,1998,11,8,6.05
5792,1998,11,9,2.12
5793,1998,11,10,3.57
5794,1998,11,11,4.88
5795,1998,11,12,4.89
5796,1998,11,13,17.74
5797,1998,11,14,0.44
5798,1998,11,15,0.85
5799,1998,11,16,7.99
5800,1998,11,17,0
5801,1998,11,18,8.44
5802,1998,11,19,19.99
5803,1998,11,20,2.68
5804,1998,11,21,3.58
5805,1998,11,22,15.91
5806,1998,11,23,9.09
5807,1998,11,24,13.28
5808,1998,11,25,3.28
5809,1998,11,26,0.81
5810,1998,11,27,34.98
5811,1998,11,28,9.91
5812,1998,11,29,8.26
5813,1998,11,30,6.05
5814,1998,12,1,6.02
5815,1998,12,2,0.7
5816,1998,12,3,0
5817,1998,12,4,5.18
5818,1998,12,5,4.62
5819,1998,12,6,0.61
5820,1998,12,7,12.07
5821,1998,12,8,7.78
5822,1998,12,9,4.34
5823,1998,12,10,2.43
5824,1998,12,11,15.88
5825,1998,12,12,1.33
5826,1998,12,13,16.74
5827,1998,12,14,6.82
5828,1998,12,15,9.63
5829,1998,12,16,3.27
5830,1998,12,17,0
5831,1998,12,18,4.72
5832,1998,12,19,26.4
5833,1998,12,20,9.39
5834,1998,12,21,4.41
5835,1998,12,22,0
5836,1998,12,23,5.77
5837,1998,12,24,0.42
5838,1998,12,25,0
5839,1998,12,26,0.56
5840,1998,12,27,0.38
5841,1998,12,28,0
5842,1998,12,29,0.31
5843,1998,12,30,1.39
5844,1998,12,31,15.3
5845,1999,1,1,14.81
5846,1999,1,2,10.38
5847,1999,1,3,27.92
5848,1999,1,4,15.13
5849,1999,1,5,1.97
5850,1999,1,6,15.6
5851,1999,1,7,12.27
5852,1999,1,8,15.79
5853,1999,1,9,5.1
5854,1999,1,10,7.26
5855,1999,1,11,44.67
5856,1999,1,12,4.76
5857,1999,1,13,35.62
5858,1999,1,14,24.38
5859,1999,1,15,31.01
5860,1999,1,16,14.4
5861,1999,1,17,33.61
5862,1999,1,18,-9999
5863,1999,1,19,-9999
5864,1999,1,20,-9999
5865,1999,1,21,0
5866,1999,1,22,0
5867,1999,1,23,2.31
5868,1999,1,24,12
5869,1999,1,25,2.29
5870,1999,1,26,0.48
5871,1999,1,27,5.35
5872,1999,1,28,9.14
5873,1999,1,29,4.09
5874,1999,1,30,13.42
5875,1999,1,31,27.56
5876,1999,2,1,16.19
5877,1999,2,2,16.83
5878,1999,2,3,34.07
5879,1999,2,4,7.45
5880,1999,2,5,14.16
5881,1999,2,6,3.1
5882,1999,2,7,9.17
5883,1999,2,8,31.22
5884,1999,2,9,1.62
5885,1999,2,10,6.38
5886,1999,2,11,13.29
5887,1999,2,12,1.01
5888,1999,2,13,7.23
5889,1999,2,14,4.19
5890,1999,2,15,10.3
5891,1999,2,16,3.55
5892,1999,2,17,19.09
5893,1999,2,18,6.24
5894,1999,2,19,1.15
5895,1999,2,20,10.74
5896,1999,2,21,4.83
5897,1999,2,22,8.13
5898,1999,2,23,23.6
5899,1999,2,24,10.07
5900,1999,2,25,3.61
5901,1999,2,26,5.45
5902,1999,2,27,24.58
5903,1999,2,28,7.17
5904,1999,3,1,4.4
5905,1999,3,2,1.21
5906,1999,3,3,6.35
5907,1999,3,4,1.57
5908,1999,3,5,3.41
5909,1999,3,6,13.43
5910,1999,3,7,2.69
5911,1999,3,8,0.42
5912,1999,3,9,0.53
5913,1999,3,10,4.89
5914,1999,3,11,1.86
5915,1999,3,12,3.38
5916,1999,3,13,4.55
5917,1999,3,14,7.45
5918,1999,3,15,6.79
5919,1999,3,16,1.91
5920,1999,3,17,8.14
5921,1999,3,18,3.81
5922,1999,3,19,8.82
5923,1999,3,20,10.14
5924,1999,3,21,33.88
5925,1999,3,22,1.54
5926,1999,3,23,1.52
5927,1999,3,24,6.84
5928,1999,3,25,9.11
5929,1999,3,26,24.65
5930,1999,3,27,32.65
5931,1999,3,28,2.03
5932,1999,3,29,0.85
5933,1999,3,30,5.55
5934,1999,3,31,20.22
5935,1999,4,1,38.61
5936,1999,4,2,15.1
5937,1999,4,3,18.72
5938,1999,4,4,5.83
5939,1999,4,5,19.72
5940,1999,4,6,0
5941,1999,4,7,4.64
5942,1999,4,8,6.25
5943,1999,4,9,15.61
5944,1999,4,10,33.53
5945,1999,4,11,16.27
5946,1999,4,12,1.25
5947,1999,4,13,4.59
5948,1999,4,14,9.71
5949,1999,4,15,3.7
5950,1999,4,16,20.16
5951,1999,4,17,0
5952,1999,4,18,13.22
5953,1999,4,19,0
5954,1999,4,20,0
5955,1999,4,21,0
5956,1999,4,22,13.38
5957,1999,4,23,4.47
5958,1999,4,24,28.95
5959,1999,4,25,44.53
5960,1999,4,26,2.73
5961,1999,4,27,12.93
5962,1999,4,28,0.73
5963,1999,4,29,6.47
5964,1999,4,30,18.67
5965,1999,5,1,49
5966,1999,5,2,0
5967,1999,5,3,46.18
5968,1999,5,4,2.47
5969,1999,5,5,11.32
5970,1999,5,6,19.04
5971,1999,5,7,27.79
5972,1999,5,8,3.2
5973,1999,5,9,19.69
5974,1999,5,10,5.12
5975,1999,5,11,13.61
5976,1999,5,12,47.98
5977,1999,5,13,12.35
5978,1999,5,14,6.2
5979,1999,5,15,7.06
5980,1999,5,16,0
5981,1999,5,17,5.65
5982,1999,5,18,0
5983,1999,5,19,13.02
5984,1999,5,20,1.96
5985,1999,5,21,0
5986,1999,5,22,1.25
5987,1999,5,23,1.56
5988,1999,5,24,0
5989,1999,5,25,0
5990,1999,5,26,4.12
5991,1999,5,27,3.65
5992,1999,5,28,14.32
5993,1999,5,29,0
5994,1999,5,30,0
5995,1999,5,31,2.46
5996,1999,6,1,0
5997,1999,6,2,0
5998,1999,6,3,1.63
5999,1999,6,4,17.05
6000,1999,6,5,1.9
6001,1999,6,6,4.99
6002,1999,6,7,1.01
6003,1999,6,8,0
6004,1999,6,9,2.22
6005,1999,6,10,5.07
6006,1999,6,11,15.46
6007,1999,6,12,3.38
6008,1999,6,13,2.14
6009,1999,6,14,1.77
6010,1999,6,15,0
6011,1999,6,16,5.39
6012,1999,6,17,2.75
6013,1999,6,18,15.75
6014,1999,6,19,3.88
6015,1999,6,20,9.21
6016,1999,6,21,12.07
6017,1999,6,22,18.61
6018,1999,6,23,1.43
6019,1999,6,24,0
6020,1999,6,25,25.72
6021,1999,6,26,26.71
6022,1999,6,27,35.44
6023,1999,6,28,1.41
6024,1999,6,29,12.92
6025,1999,6,30,8.68
6026,1999,7,1,20.06
6027,1999,7,2,13.09
6028,1999,7,3,7.76
6029,1999,7,4,6.33
6030,1999,7,5,4.19
6031,1999,7,6,41.8
6032,1999,7,7,0
6033,1999,7,8,0
6034,1999,7,9,0
6035,1999,7,10,0
6036,1999,7,11,0
6037,1999,7,12,0
6038,1999,7,13,0
6039,1999,7,14,12.05
6040,1999,7,15,2.5
6041,1999,7,16,2.08
6042,1999,7,17,5.62
6043,1999,7,18,4.85
6044,1999,7,19,13.1
6045,1999,7,20,4.54
6046,1999,7,21,6.42
6047,1999,7,22,20.56
6048,1999,7,23,21.3
6049,1999,7,24,21.01
6050,1999,7,25,0
6051,1999,7,26,9.96
6052,1999,7,27,6.73
6053,1999,7,28,40.96
6054,1999,7,29,0
6055,1999,7,30,0
6056,1999,7,31,19.73
6057,1999,8,1,0
6058,1999,8,2,0
6059,1999,8,3,0
6060,1999,8,4,0
6061,1999,8,5,0
6062,1999,8,6,0.66
6063,1999,8,7,6.05
6064,1999,8,8,12.09
6065,1999,8,9,4.37
6066,1999,8,10,0
6067,1999,8,11,0.47
6068,1999,8,12,3.73
6069,1999,8,13,1.77
6070,1999,8,14,31.71
6071,1999,8,15,15.83
6072,1999,8,16,0
6073,1999,8,17,0
6074,1999,8,18,0
6075,1999,8,19,0
6076,1999,8,20,0
6077,1999,8,21,0
6078,1999,8,22,0
6079,1999,8,23,14.67
6080,1999,8,24,3.32
6081,1999,8,25,0
6082,1999,8,26,8.44
6083,1999,8,27,10.63
6084,1999,8,28,1.83
6085,1999,8,29,21.53
6086,1999,8,30,3.64
6087,1999,8,31,3.56
6088,1999,9,1,0
6089,1999,9,2,4.17
6090,1999,9,3,9.72
6091,1999,9,4,5.66
6092,1999,9,5,0
6093,1999,9,6,0
6094,1999,9,7,0
6095,1999,9,8,0.34
6096,1999,9,9,4.63
6097,1999,9,10,11.66
6098,1999,9,11,10.53
6099,1999,9,12,0.34
6100,1999,9,13,2.76
6101,1999,9,14,10.08
6102,1999,9,15,4.51
6103,1999,9,16,17.32
6104,1999,9,17,0.33
6105,1999,9,18,1.3
6106,1999,9,19,8.6
6107,1999,9,20,3.08
6108,1999,9,21,16.94
6109,1999,9,22,1.2
6110,1999,9,23,7.09
6111,1999,9,24,9.28
6112,1999,9,25,3.52
6113,1999,9,26,3.98
6114,1999,9,27,18.43
6115,1999,9,28,2.56
6116,1999,9,29,5.25
6117,1999,9,30,10.68
6118,1999,10,1,1.23
6119,1999,10,2,4.2
6120,1999,10,3,7.9
6121,1999,10,4,9.38
6122,1999,10,5,0
6123,1999,10,6,0
6124,1999,10,7,0
6125,1999,10,8,1.7
6126,1999,10,9,8.72
6127,1999,10,10,8.55
6128,1999,10,11,10.8
6129,1999,10,12,10.44
6130,1999,10,13,28.39
6131,1999,10,14,4.89
6132,1999,10,15,3.17
6133,1999,10,16,1.82
6134,1999,10,17,3.38
6135,1999,10,18,5.74
6136,1999,10,19,6.84
6137,1999,10,20,2.65
6138,1999,10,21,5.07
6139,1999,10,22,6.39
6140,1999,10,23,18.99
6141,1999,10,24,2.82
6142,1999,10,25,0.32
6143,1999,10,26,2.05
6144,1999,10,27,8.72
6145,1999,10,28,7.2
6146,1999,10,29,14.58
6147,1999,10,30,39.87
6148,1999,10,31,2.01
6149,1999,11,1,0.34
6150,1999,11,2,0
6151,1999,11,3,0
6152,1999,11,4,5.59
6153,1999,11,5,19.15
6154,1999,11,6,6.5
6155,1999,11,7,0
6156,1999,11,8,0
6157,1999,11,9,31.5
6158,1999,11,10,28.33
6159,1999,11,11,5.42
6160,1999,11,12,0
6161,1999,11,13,0
6162,1999,11,14,0
6163,1999,11,15,0
6164,1999,11,16,23.02
6165,1999,11,17,1.6
6166,1999,11,18,15.35
6167,1999,11,19,0.76
6168,1999,11,20,2.17
6169,1999,11,21,28.73
6170,1999,11,22,11.2
6171,1999,11,23,2.98
6172,1999,11,24,2.01
6173,1999,11,25,26.75
6174,1999,11,26,24.6
6175,1999,11,27,20.33
6176,1999,11,28,2.32
6177,1999,11,29,3.52
6178,1999,11,30,16.09
6179,1999,12,1,4.48
6180,1999,12,2,6.69
6181,1999,12,3,10.6
6182,1999,12,4,10.16
6183,1999,12,5,16.01
6184,1999,12,6,10.49
6185,1999,12,7,11.41
6186,1999,12,8,12.47
6187,1999,12,9,8.53
6188,1999,12,10,1.78
6189,1999,12,11,9.47
6190,1999,12,12,5.94
6191,1999,12,14,33.09
6192,1999,12,15,2.26
6193,1999,12,16,14.24
6194,1999,12,17,12.46
6195,1999,12,18,6.9
6196,1999,12,19,17.7
6197,1999,12,20,29.81
6198,1999,12,21,4.59
6199,1999,12,22,20.38
6200,1999,12,23,2.32
6201,1999,12,24,0
6202,1999,12,25,0
6203,1999,12,26,18.69
6204,1999,12,27,0.78
6205,1999,12,28,0.91
6206,1999,12,29,0
6207,1999,12,30,0
6208,1999,12,31,0.41
6209,2000,1,1,7.23
6210,2000,1,2,5.34
6211,2000,1,3,2.57
6212,2000,1,4,1.19
6213,2000,1,5,0
6214,2000,1,6,7.51
6215,2000,1,7,9.3
6216,2000,1,8,11.6
6217,2000,1,9,0.74
6218,2000,1,10,15.21
6219,2000,1,11,11.42
6220,2000,1,12,4.47
6221,2000,1,13,4.39
6222,2000,1,14,1.56
6223,2000,1,15,0
6224,2000,1,16,0
6225,2000,1,17,0
6226,2000,1,18,8.45
6227,2000,1,19,10.67
6228,2000,1,20,6.44
6229,2000,1,21,2.4
6230,2000,1,22,13
6231,2000,1,23,3.24
6232,2000,1,24,16.42
6233,2000,1,25,5.95
6234,2000,1,26,4.19
6235,2000,1,27,26.83
6236,2000,1,28,2.36
6237,2000,1,29,0
6238,2000,1,30,0
6239,2000,1,31,11.8
6240,2000,2,1,2.44
6241,2000,2,2,23.22
6242,2000,2,3,0.53
6243,2000,2,4,5.05
6244,2000,2,5,9.94
6245,2000,2,6,2.7
6246,2000,2,7,1.68
6247,2000,2,8,2.47
6248,2000,2,9,0
6249,2000,2,10,0.56
6250,2000,2,11,0
6251,2000,2,12,1.73
6252,2000,2,13,0
6253,2000,2,14,0
6254,2000,2,15,4.84
6255,2000,2,16,7.39
6256,2000,2,17,8.07
6257,2000,2,18,0.65
6258,2000,2,19,27.13
6259,2000,2,20,0
6260,2000,2,21,22.12
6261,2000,2,22,15.17
6262,2000,2,23,10.3
6263,2000,2,24,1.41
6264,2000,2,25,3.59
6265,2000,2,26,16.54
6266,2000,2,27,19.72
6267,2000,2,28,29.91
6268,2000,2,29,23.37
6269,2000,3,1,12.39
6270,2000,3,2,12.73
6271,2000,3,3,5.86
6272,2000,3,4,14.57
6273,2000,3,5,17.85
6274,2000,3,6,21.02
6275,2000,3,7,16.41
6276,2000,3,8,5.62
6277,2000,3,9,8.21
6278,2000,3,10,8.15
6279,2000,3,11,2.59
6280,2000,3,12,7.45
6281,2000,3,13,4.78
6282,2000,3,14,23.01
6283,2000,3,15,14.64
6284,2000,3,16,6.26
6285,2000,3,17,5.42
6286,2000,3,18,30.27
6287,2000,3,19,0
6288,2000,3,20,18.22
6289,2000,3,21,1.59
6290,2000,3,22,23.36
6291,2000,3,23,3.23
6292,2000,3,24,2.2
6293,2000,3,25,41.11
6294,2000,3,26,15.44
6295,2000,3,27,10.74
6296,2000,3,28,8.08
6297,2000,3,29,13.96
6298,2000,3,30,6.62
6299,2000,3,31,22.66
6300,2000,4,1,8.4
6301,2000,4,2,9.35
6302,2000,4,3,4.21
6303,2000,4,4,0
6304,2000,4,5,39.61
6305,2000,4,6,41.28
6306,2000,4,7,0
6307,2000,4,8,2.17
6308,2000,4,9,33.19
6309,2000,4,10,0.74
6310,2000,4,11,42.88
6311,2000,4,12,4.02
6312,2000,4,13,0
6313,2000,4,14,0
6314,2000,4,15,10.37
6315,2000,4,16,28.56
6316,2000,4,17,0.56
6317,2000,4,18,0
6318,2000,4,19,14.33
6319,2000,4,20,25.24
6320,2000,4,21,4.15
6321,2000,4,22,1.36
6322,2000,4,23,12
6323,2000,4,24,4.88
6324,2000,4,25,19.05
6325,2000,4,26,2.24
6326,2000,4,27,18.48
6327,2000,4,28,2.86
6328,2000,4,29,18.05
6329,2000,4,30,35.42
6330,2000,5,1,20.21
6331,2000,5,2,10.1
6332,2000,5,3,12.1
6333,2000,5,4,1.5
6334,2000,5,5,47.18
6335,2000,5,6,7.89
6336,2000,5,7,8.19
6337,2000,5,8,0
6338,2000,5,9,44.77
6339,2000,5,10,2.3
6340,2000,5,11,5.04
6341,2000,5,12,18.12
6342,2000,5,13,1.57
6343,2000,5,14,22.7
6344,2000,5,15,8.22
6345,2000,5,16,10.94
6346,2000,5,17,7.04
6347,2000,5,18,31.02
6348,2000,5,19,0
6349,2000,5,20,0
6350,2000,5,21,0
6351,2000,5,22,0
6352,2000,5,23,4.02
6353,2000,5,24,17.77
6354,2000,5,25,8.19
6355,2000,5,26,0
6356,2000,5,27,37.95
6357,2000,5,28,6.65
6358,2000,5,29,0
6359,2000,5,30,4.25
6360,2000,5,31,9.21
6361,2000,6,1,8.01
6362,2000,6,2,8.79
6363,2000,6,3,5.29
6364,2000,6,4,1.78
6365,2000,6,5,12.75
6366,2000,6,6,1.92
6367,2000,6,7,0.99
6368,2000,6,8,15.37
6369,2000,6,9,3.53
6370,2000,6,10,1.33
6371,2000,6,11,1.9
6372,2000,6,12,2.48
6373,2000,6,13,2.7
6374,2000,6,14,3.83
6375,2000,6,15,5.75
6376,2000,6,16,41.53
6377,2000,6,17,18.61
6378,2000,6,18,5.63
6379,2000,6,19,3.82
6380,2000,6,20,1.85
6381,2000,6,21,21.47
6382,2000,6,22,0
6383,2000,6,23,0
6384,2000,6,24,1.22
6385,2000,6,25,0.87
6386,2000,6,26,0
6387,2000,6,27,3.36
6388,2000,6,28,3.59
6389,2000,6,29,10.45
6390,2000,6,30,0
6391,2000,7,1,8.73
6392,2000,7,2,30.21
6393,2000,7,3,4.27
6394,2000,7,4,32.36
6395,2000,7,5,2.49
6396,2000,7,6,8.49
6397,2000,7,7,0.74
6398,2000,7,8,1.02
6399,2000,7,9,0.84
6400,2000,7,10,9.58
6401,2000,7,11,1.22
6402,2000,7,12,0.98
6403,2000,7,13,3.4
6404,2000,7,14,0
6405,2000,7,15,0
6406,2000,7,16,0
6407,2000,7,17,0
6408,2000,7,18,0
6409,2000,7,19,0
6410,2000,7,20,25.89
6411,2000,7,21,11.26
6412,2000,7,22,0
6413,2000,7,23,0
6414,2000,7,24,25.61
6415,2000,7,25,3.84
6416,2000,7,26,0
6417,2000,7,27,0
6418,2000,7,28,1.48
6419,2000,7,29,7.72
6420,2000,7,30,1.43
6421,2000,7,31,1.77
6422,2000,8,1,0
6423,2000,8,2,23.42
6424,2000,8,3,1.03
6425,2000,8,4,51.87
6426,2000,8,5,4.91
6427,2000,8,6,1.34
6428,2000,8,7,6.8
6429,2000,8,8,5.54
6430,2000,8,9,28.33
6431,2000,8,10,4.77
6432,2000,8,11,1.35
6433,2000,8,12,1.01
6434,2000,8,13,0
6435,2000,8,14,1.08
6436,2000,8,15,0
6437,2000,8,16,0.7
6438,2000,8,17,10.24
6439,2000,8,18,12.77
6440,2000,8,19,10.91
6441,2000,8,20,12.67
6442,2000,8,21,1.93
6443,2000,8,22,2.3
6444,2000,8,23,1.34
6445,2000,8,24,3.53
6446,2000,8,25,14.72
6447,2000,8,26,6.79
6448,2000,8,27,4.63
6449,2000,8,28,20.34
6450,2000,8,29,0
6451,2000,8,30,0
6452,2000,8,31,0
6453,2000,9,1,0
6454,2000,9,2,0
6455,2000,9,3,15.3
6456,2000,9,4,7.82
6457,2000,9,5,2.13
6458,2000,9,6,3.21
6459,2000,9,7,0.73
6460,2000,9,8,0
6461,2000,9,9,19.39
6462,2000,9,10,0
6463,2000,9,11,9.16
6464,2000,9,12,7.23
6465,2000,9,13,30.49
6466,2000,9,14,13.38
6467,2000,9,15,13.23
6468,2000,9,16,21.25
6469,2000,9,17,11.97
6470,2000,9,18,0
6471,2000,9,19,0.51
6472,2000,9,20,8.94
6473,2000,9,21,4.4
6474,2000,9,22,2.76
6475,2000,9,23,50.33
6476,2000,9,24,1.97
6477,2000,9,25,26.98
6478,2000,9,26,15.93
6479,2000,9,27,0.58
6480,2000,9,28,0
6481,2000,9,29,14.22
6482,2000,9,30,13.35
6483,2000,10,1,0.85
6484,2000,10,2,1.29
6485,2000,10,3,0.72
6486,2000,10,4,2.49
6487,2000,10,5,9.58
6488,2000,10,6,8.33
6489,2000,10,7,0.37
6490,2000,10,8,5.84
6491,2000,10,9,3.77
6492,2000,10,10,0.42
6493,2000,10,11,0.9
6494,2000,10,12,2.81
6495,2000,10,13,0.36
6496,2000,10,14,20.72
6497,2000,10,15,0
6498,2000,10,16,0
6499,2000,10,17,0.39
6500,2000,10,18,4.33
6501,2000,10,19,5.87
6502,2000,10,20,35.56
6503,2000,10,21,2.72
6504,2000,10,22,0.38
6505,2000,10,23,0
6506,2000,10,24,6.64
6507,2000,10,25,22.68
6508,2000,10,26,11.47
6509,2000,10,27,7.32
6510,2000,10,28,0
6511,2000,10,29,4.17
6512,2000,10,30,15.36
6513,2000,10,31,1.01
6514,2000,11,1,7.98
6515,2000,11,2,13.41
6516,2000,11,3,3.61
6517,2000,11,4,3.99
6518,2000,11,5,15.42
6519,2000,11,6,6.41
6520,2000,11,7,10.38
6521,2000,11,8,16.86
6522,2000,11,9,2.19
6523,2000,11,10,0
6524,2000,11,11,2.05
6525,2000,11,12,7.77
6526,2000,11,13,0
6527,2000,11,14,0
6528,2000,11,15,13.14
6529,2000,11,16,21.23
6530,2000,11,17,19.01
6531,2000,11,18,1.88
6532,2000,11,19,0.26
6533,2000,11,20,0.39
6534,2000,11,21,2.1
6535,2000,11,22,2.48
6536,2000,11,23,3.26
6537,2000,11,24,7.4
6538,2000,11,25,0.31
6539,2000,11,26,2.92
6540,2000,11,27,2.18
6541,2000,11,28,1.39
6542,2000,11,29,5.19
6543,2000,11,30,7.93
6544,2000,12,1,9.2
6545,2000,12,2,0
6546,2000,12,3,0
6547,2000,12,4,0.82
6548,2000,12,5,13.26
6549,2000,12,6,2.9
6550,2000,12,7,58.35
6551,2000,12,8,5.97
6552,2000,12,9,6.77
6553,2000,12,10,11.39
6554,2000,12,11,12.42
6555,2000,12,12,3.19
6556,2000,12,13,0
6557,2000,12,14,0.71
6558,2000,12,15,0
6559,2000,12,16,0
6560,2000,12,17,0
6561,2000,12,18,0
6562,2000,12,19,0
6563,2000,12,20,7.47
6564,2000,12,21,2.19
6565,2000,12,22,0
6566,2000,12,23,0
6567,2000,12,24,21.18
6568,2000,12,25,0
6569,2000,12,26,23.67
6570,2000,12,27,7.49
6571,2000,12,28,40.6
6572,2000,12,29,22.17
6573,2000,12,30,22.91
6574,2000,12,31,2.55
6575,2001,1,1,17
6576,2001,1,2,2.93
6577,2001,1,3,5.31
6578,2001,1,4,1.5
6579,2001,1,5,5.05
6580,2001,1,6,29.65
6581,2001,1,7,13.03
6582,2001,1,8,12.38
6583,2001,1,9,22.13
6584,2001,1,10,9.4
6585,2001,1,11,40
6586,2001,1,12,18.81
6587,2001,1,13,7.23
6588,2001,1,14,30.14
6589,2001,1,15,22
6590,2001,1,16,4.93
6591,2001,1,17,4.64
6592,2001,1,18,17.76
6593,2001,1,19,2.75
6594,2001,1,20,5.24
6595,2001,1,21,9.73
6596,2001,1,22,4.97
6597,2001,1,23,2.02
6598,2001,1,24,24.04
6599,2001,1,25,10.37
6600,2001,1,26,5.15
6601,2001,1,27,34.32
6602,2001,1,28,8.67
6603,2001,1,29,2.61
6604,2001,1,30,13.84
6605,2001,1,31,6.38
6606,2001,2,1,0
6607,2001,2,2,1.8
6608,2001,2,3,4.57
6609,2001,2,4,5.34
6610,2001,2,5,0
6611,2001,2,6,0
6612,2001,2,7,46.65
6613,2001,2,8,1.11
6614,2001,2,9,2.64
6615,2001,2,10,0
6616,2001,2,11,15.45
6617,2001,2,12,0.99
6618,2001,2,13,0
6619,2001,2,14,1.03
6620,2001,2,15,10.11
6621,2001,2,16,1.84
6622,2001,2,17,1.12
6623,2001,2,18,2.07
6624,2001,2,19,0
6625,2001,2,20,2.62
6626,2001,2,21,3.87
6627,2001,2,22,2.9
6628,2001,2,23,23.57
6629,2001,2,24,12.08
6630,2001,2,25,2.1
6631,2001,2,26,0
6632,2001,2,27,0
6633,2001,2,28,17.37
6634,2001,3,1,26.65
6635,2001,3,2,0
6636,2001,3,3,33.96
6637,2001,3,4,40.09
6638,2001,3,5,0
6639,2001,3,6,4.46
6640,2001,3,7,28.2
6641,2001,3,8,21.37
6642,2001,3,9,9.62
6643,2001,3,10,8.43
6644,2001,3,11,1.67
6645,2001,3,12,0.59
6646,2001,3,13,1.48
6647,2001,3,14,22.07
6648,2001,3,15,11.08
6649,2001,3,16,1.35
6650,2001,3,17,42.07
6651,2001,3,18,5.13
6652,2001,3,19,7.17
6653,2001,3,20,4.66
6654,2001,3,21,28.08
6655,2001,3,22,1.95
6656,2001,3,23,3.73
6657,2001,3,24,5.42
6658,2001,3,25,47.97
6659,2001,3,26,2.25
6660,2001,3,27,0
6661,2001,3,28,19.47
6662,2001,3,29,11.86
6663,2001,3,30,13.74
6664,2001,3,31,1.1
6665,2001,4,1,3.42
6666,2001,4,2,36.87
6667,2001,4,3,21.86
6668,2001,4,4,1.55
6669,2001,4,5,3
6670,2001,4,6,12.65
6671,2001,4,7,31.42
6672,2001,4,8,10.34
6673,2001,4,9,0
6674,2001,4,10,0
6675,2001,4,11,2.86
6676,2001,4,12,9.73
6677,2001,4,13,40
6678,2001,4,14,0
6679,2001,4,15,21.19
6680,2001,4,16,3.95
6681,2001,4,17,5.57
6682,2001,4,18,21.02
6683,2001,4,19,0.56
6684,2001,4,20,11.69
6685,2001,4,21,5.35
6686,2001,4,22,30.24
6687,2001,4,23,3.58
6688,2001,4,24,16.7
6689,2001,4,25,20.41
6690,2001,4,26,10.6
