,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,additional_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
480,13,1999-07-23,0,0,2,0,13,0,15,1999,7,23,31.1,25.0,28.0,6.1,9.4,4.98,1999,7,23,299.75,297.57,87.75,19.08,298.9,300.5,10.04,1.6000000000000227,299.7,29,29.0, 2.071143e-01, 1.169000e-01, 1.935286e-01, 4.940000e-02
481,14,1999-07-30,0,5,3,0,22,0,30,1999,7,30,30.0,22.8,26.4,7.2,15.7,10.08,1999,7,30,300.38,296.5,79.43,17.98,298.8,301.4,14.44,2.599999999999966,300.1,30,30.0, 2.987143e-01, 1.010000e-02, 1.783571e-01, 8.900000e-02
482,15,1999-08-06,0,1,5,0,19,0,25,1999,8,6,31.1,23.9,27.5,7.2,13.7,0,1999,8,6,299.68,296.43,82.43,17.85,298.8,300.7,9.7,1.8999999999999773,299.75,31,31.0, 1.632429e-01, -7.305000e-02, 1.692429e-01, 2.022500e-02
483,16,1999-08-13,1,1,2,0,36,0,40,1999,8,13,31.7,25.0,28.4,6.7,2.3,6.35,1999,8,13,300.84,296.58,77.48,18.01,299.6,302.4,2.2,2.7999999999999545,301,32,32.0, 2.125714e-01, NaN, 1.689143e-01, 1.139500e-01
484,17,1999-08-20,1,3,8,1,31,0,44,1999,8,20,31.1,25.0,28.0,6.1,6.1,7.09,1999,8,20,300.22,296.97,82.4,18.41,299.2,301.1,11.4,1.900000000000034,300.15,33,33.0, 1.973000e-01, 1.015000e-02, 1.710857e-01, 6.870000e-02
485,18,1999-08-27,0,0,4,1,20,0,25,1999,8,27,31.7,25.0,28.4,6.7,21.6,3.69,1999,8,27,300.44,296.8,80.6,18.3,299.4,301.4,2.6,2,300.4,34,34.0, 1.689000e-01, -1.465000e-02, 1.532571e-01, 3.655000e-02
486,19,1999-09-03,1,1,1,0,18,0,21,1999,9,3,30.6,25.6,28.1,5.0,7.6,14.28,1999,9,3,300.7,296.4,77.4,17.87,299.1,302.2,3.6,3.099999999999966,300.65,35,35.0, 2.106571e-01, NaN, 1.876000e-01, -3.310000e-02
487,20,1999-09-10,1,4,9,1,33,0,48,1999,9,10,31.7,25.0,28.4,6.7,2.8,0,1999,9,10,301.3,296.65,76,18.2,300.2,303.2,1.6,3,301.7,36,36.0, 8.970000e-02, 8.700000e-02, 9.880000e-02, 6.035000e-02
488,21,1999-09-17,1,7,5,0,43,0,56,1999,9,17,31.7,26.1,28.9,5.6,1.5,0.82,1999,9,17,300.93,296.95,79.03,18.49,300,301.6,3.7,1.6000000000000227,300.8,37,37.0, 1.585833e-01, -1.210000e-02, 1.250857e-01, 6.747500e-02
489,22,1999-09-24,2,1,5,0,52,0,60,1999,9,24,32.8,24.4,28.6,8.4,5.6,7.85,1999,9,24,300.26,296.88,81.93,18.38,299.3,301,16.1,1.6999999999999886,300.15,38,38.0, 1.360286e-01, 8.305000e-02, 1.046286e-01, 6.535000e-02
490,23,1999-10-01,1,1,5,1,37,0,45,1999,10,1,32.2,25.0,28.6,7.2,0.3,0.69,1999,10,1,299.91,297.08,84.6,18.62,299.3,300.2,4.45,0.8999999999999773,299.75,39,39.0, 1.699833e-01, 5.016667e-02, 1.612833e-01, 3.946667e-02
491,24,1999-10-08,1,1,3,1,49,0,55,1999,10,8,29.4,23.9,26.6,5.5,7.6,12.47,1999,10,8,299.13,296.6,86.07,18.07,298.6,299.5,18.7,0.8999999999999773,299.05,40,40.0, 2.102286e-01, 1.322000e-01, 1.405857e-01, 1.383333e-02
492,25,1999-10-15,0,2,2,1,27,0,32,1999,10,15,30.0,24.4,27.2,5.6,0.0,3.78,1999,10,15,300.19,296.53,80.6,18,298.8,301.6,2.6,2.8000000000000114,300.20000000000005,41,41.0, 9.071667e-02, -8.640000e-02, 5.796667e-02, 1.268500e-01
493,26,1999-10-22,1,3,4,0,38,0,46,1999,10,22,32.2,25.0,28.6,7.2,1.3,11.33,1999,10,22,299.6,297.45,88.1,19.22,298.8,301.2,18.8,2.3999999999999773,300,42,42.0, 3.600000e-02, NaN, 3.747500e-02, -3.680000e-02
494,27,1999-10-29,0,6,9,0,46,0,61,1999,10,29,30.6,24.4,27.5,6.2,3.6,0,1999,10,29,299.74,296.27,81.3,17.73,298.8,300.2,5.59,1.3999999999999773,299.5,43,43.0, 1.754833e-01, NaN, 7.245714e-02, 9.325000e-03
495,28,1999-11-05,1,2,6,0,33,0,42,1999,11,5,29.4,23.9,26.6,5.5,17.0,0.91,1999,11,5,298.86,296.25,85.42,17.62,298.2,299.7,29.3,1.5,298.95,44,44.0, 1.734571e-01, 6.275000e-02, 1.658833e-01, 1.034000e-01
496,29,1999-11-12,1,0,0,0,36,0,37,1999,11,12,30.0,23.9,27.0,6.1,14.7,4.14,1999,11,12,298.63,296.15,86.35,17.63,298,300.1,18.9,2.1000000000000227,299.05,45,45.0, 8.925000e-02, 1.235000e-01, 8.956667e-02, 9.557500e-02
497,30,1999-11-19,0,1,6,0,36,0,43,1999,11,19,28.9,25.0,27.0,3.9,4.8,7.74,1999,11,19,298.93,296.2,84.9,17.72,298.3,299.3,18.1,1,298.8,46,46.0, 5.148000e-02, -4.540000e-02, 3.943333e-02, 7.470000e-02
498,31,1999-11-26,1,0,4,0,29,0,34,1999,11,26,29.4,21.1,25.2,8.3,12.4,1.26,1999,11,26,299.1,294.57,76.15,16.02,297.8,300.9,0.9,3.099999999999966,299.35,47,47.0, 1.077000e-01, 5.000000e-04, 8.874000e-02, 7.120000e-02
499,32,1999-12-03,0,3,4,0,33,0,40,1999,12,3,27.8,24.4,26.1,3.4,0.0,0,1999,12,3,296.68,292.98,80.07,14.47,296.3,297.1,5.9,0.8000000000000114,296.70000000000005,48,48.0, 1.132333e-01, 1.536000e-01, 9.898571e-02, 1.047750e-01
500,33,1999-12-10,0,0,1,0,24,0,25,1999,12,10,27.8,22.8,25.3,5.0,0.0,0,1999,12,10,297.35,291.97,71.95,13.52,296.5,298.5,1.4,2,297.5,49,49.0, 2.564667e-01, NaN, 2.146000e-01, 8.810000e-02
501,34,1999-12-17,1,3,2,0,10,0,16,1999,12,17,27.2,21.7,24.5,5.5,2.5,0,1999,12,17,297.41,293.22,77.8,14.67,296.1,299.3,2.7,3.1999999999999886,297.70000000000005,50,50.0, 1.300286e-01, 1.055800e-01, 7.642857e-02, 7.807500e-02
502,35,1999-12-24,0,0,7,0,10,0,17,1999,12,24,27.8,22.8,25.3,5.0,3.6,0,1999,12,24,297.9,293.57,76.8,14.95,296.9,299,1.8,2.1000000000000227,297.95,51,51.0, 1.088714e-01, 1.088000e-01, 9.908571e-02, 1.270500e-01
503,36,2000-01-01,0,0,1,0,16,0,17,2000,1,1,27.8,22.8,25.3,5.0,2.8,0,2000,1,1,298.47,294.04,76.57,15.4,297.6,299.6,0.7,2,298.6,52,52.0, 1.682000e-01, -1.336000e-01, 8.631111e-02, -6.122500e-02
504,37,2000-01-08,0,0,1,0,15,0,16,2000,1,8,27.8,22.8,25.3,5.0,0.5,0,2000,1,8,297.58,292.74,74.35,14.18,296.7,298.7,2.9,2,297.7,1,1.0, 1.398833e-01, 2.063500e-01, 9.583333e-02, 1.613000e-01
505,38,2000-01-15,1,1,3,0,18,0,23,2000,1,15,26.1,21.1,23.6,5.0,6.4,0,2000,1,15,297.18,290.32,65.47,12.17,294.6,298,1.1,3.3999999999999773,296.3,2,2.0, 2.466857e-01, 3.370000e-01, 1.686286e-01, 3.078500e-01
506,39,2000-01-22,0,0,1,0,16,1,18,2000,1,22,27.8,20.6,24.2,7.2,0.0,0,2000,1,22,296.96,292.38,75.57,13.88,295.9,298.6,0.1,2.7000000000000455,297.25,3,3.0, 3.262714e-01, 3.530000e-01, 2.914286e-01, 3.073000e-01
507,40,2000-01-29,1,0,0,0,16,1,18,2000,1,29,27.2,21.7,24.5,5.5,12.2,0,2000,1,29,297.28,291.92,72,13.48,296.6,298.2,0.2,1.599999999999966,297.4,4,4.0, 3.297500e-01, 3.419000e-01, 3.814200e-01, 2.280000e-01
508,41,2000-02-05,0,0,2,0,7,0,9,2000,2,5,30.0,21.7,25.9,8.3,0.0,13.26,2000,2,5,298.14,294.5,80.22,15.8,297.1,299.7,0.5,2.599999999999966,298.4,5,5.0, 2.389333e-01, 2.945500e-01, 1.607000e-01, 2.239000e-01
509,42,2000-02-12,0,0,1,0,6,0,7,2000,2,12,28.9,22.2,25.5,6.7,0.0,0,2000,2,12,298.23,293.48,75.07,14.85,297.4,299.3,0,1.900000000000034,298.35,6,6.0, 2.147429e-01, NaN, 1.499286e-01, 1.061000e-01
510,43,2000-02-19,0,0,1,0,6,0,7,2000,2,19,27.2,21.7,24.5,5.5,0.5,0,2000,2,19,297.16,291.62,71.18,13.2,296.4,298.1,2.01,1.7000000000000455,297.25,7,7.0, 1.632714e-01, 1.931667e-01, 8.688571e-02, 1.731400e-01
511,44,2000-02-26,0,0,0,0,4,0,4,2000,2,26,26.7,21.1,23.9,5.6,3.0,0,2000,2,26,296.56,290.37,68.18,12.25,295.5,297.8,0.2,2.3000000000000114,296.65,8,8.0, 1.507571e-01, NaN, 1.469167e-01, 2.075000e-01
512,45,2000-03-04,0,0,2,0,1,0,3,2000,3,4,29.4,19.4,24.4,10.0,0.0,5.98,2000,3,4,296.38,289.15,63.83,11.34,295.2,298.5,0,3.3000000000000114,296.85,9,9.0, 2.178000e-01, 1.702500e-01, 1.580429e-01, 1.962000e-01
513,46,2000-03-11,0,0,1,0,1,0,2,2000,3,11,27.8,22.8,25.3,5.0,0.0,2.51,2000,3,11,296.79,290.9,69.52,12.62,295.9,298.4,0,2.5,297.15,10,10.0, 1.634800e-01, 3.779000e-01, 1.562286e-01, 2.200000e-01
514,47,2000-03-18,0,0,2,0,6,0,8,2000,3,18,28.9,20.6,24.8,8.3,0.0,0,2000,3,18,296.58,292.38,77.2,13.86,296,297.2,1.5,1.1999999999999886,296.6,11,11.0, 1.591000e-01, 2.311000e-01, 8.730000e-02, 2.308750e-01
515,48,2000-03-25,0,0,0,0,3,0,3,2000,3,25,27.8,21.1,24.5,6.7,0.0,0,2000,3,25,296.96,290.05,65.28,12.01,294.8,299.3,0.1,4.5,297.05,12,12.0, 2.298571e-01, 2.204000e-01, 1.853000e-01, 1.969000e-01
516,49,2000-04-01,0,0,0,0,1,0,1,2000,4,1,28.9,22.2,25.5,6.7,0.0,0,2000,4,1,298.06,292.67,72.23,14.18,296.9,299.8,0,2.900000000000034,298.35,13,13.0, 2.579500e-01, NaN, 2.118429e-01, 1.460667e-01
517,50,2000-04-08,0,0,0,0,1,0,1,2000,4,8,30.0,22.8,26.4,7.2,1.0,0,2000,4,8,298.35,294.28,78.3,15.62,297.2,299.9,0.8,2.6999999999999886,298.54999999999995,14,14.0, 1.806286e-01, 2.050333e-01, 2.042857e-01, 4.636667e-02
518,51,2000-04-15,0,0,0,0,2,0,2,2000,4,15,29.4,22.8,26.1,6.6,0.3,0,2000,4,15,298.03,292.61,71.82,14.04,297.1,299.3,1.5,2.1999999999999886,298.20000000000005,15,15.0, 1.650857e-01, 7.435000e-02, 1.372286e-01, 1.025750e-01
519,52,2000-04-22,0,0,0,0,2,1,3,2000,4,22,32.2,22.8,27.5,9.4,0.5,31.51,2000,4,22,298.48,294.22,77.57,15.63,296.9,300.3,0.6,3.400000000000034,298.6,16,16.0, 8.985000e-02, -2.870000e-01, 7.655714e-02, 7.670000e-02
520,1,2000-04-29,0,0,0,0,2,1,3,2000,4,29,30.0,23.3,26.6,6.7,3.3,0,2000,4,29,297.9,293.83,78.05,15.16,297,298.5,1.7,1.5,297.75,17,17.0, 2.154143e-01, 1.544000e-01, 1.837429e-01, 1.327500e-01
521,2,2000-05-06,0,0,0,0,2,0,2,2000,5,6,30.0,23.9,27.0,6.1,0.0,0,2000,5,6,298.43,294.62,79.35,15.95,297.3,299.9,2.4,2.599999999999966,298.6,18,18.0, 1.250143e-01, 1.302000e-01, 1.334571e-01, 1.127000e-01
522,3,2000-05-13,0,0,0,0,0,0,0,2000,5,13,29.4,23.3,26.3,6.1,0.0,2.17,2000,5,13,298.8,294.55,77.6,15.92,297.1,300.7,0,3.599999999999966,298.9,19,19.0, 1.490857e-01, NaN, 1.343857e-01, 9.815000e-02
523,4,2000-05-20,0,0,0,0,0,0,0,2000,5,20,28.9,23.9,26.4,5.0,0.0,0,2000,5,20,298.71,294.08,75.82,15.47,297.8,300.4,0.3,2.599999999999966,299.1,20,20.0, 1.752833e-01, 8.650000e-02, 1.601286e-01, 8.775000e-02
524,5,2000-05-27,0,0,1,0,1,0,2,2000,5,27,30.0,23.9,27.0,6.1,1.5,0,2000,5,27,299.11,294.9,77.62,16.22,298,300.6,2.4,2.6000000000000227,299.3,21,21.0, 1.839857e-01, 1.882000e-01, 1.126714e-01, 1.144000e-01
525,6,2000-06-03,0,0,0,0,1,1,2,2000,6,3,31.7,23.9,27.8,7.8,0.0,1.05,2000,6,3,299.41,295.1,77.22,16.41,297.7,301.3,0.6,3.6000000000000227,299.5,22,22.0, 2.022600e-01, 8.490000e-02, 1.301571e-01, 1.187600e-01
526,7,2000-06-10,0,0,0,0,0,0,0,2000,6,10,31.1,25.0,28.0,6.1,0.0,13.63,2000,6,10,299.61,295.25,77.1,16.57,298.3,301,0.9,2.6999999999999886,299.65,23,23.0, 1.687286e-01, 1.459000e-01, 1.188429e-01, 1.381750e-01
527,8,2000-06-17,0,0,1,0,3,2,6,2000,6,17,30.6,25.0,27.8,5.6,1.3,0,2000,6,17,299.68,296.97,84.88,18.36,298.4,301,10.01,2.6000000000000227,299.7,24,24.0, 2.046833e-01, 1.097000e-01, 1.521833e-01, 9.020000e-02
528,9,2000-06-24,0,0,0,0,2,1,3,2000,6,24,30.0,23.9,27.0,6.1,2.3,1.39,2000,6,24,299.64,295.15,76.38,16.47,299,300.4,2.02,1.3999999999999773,299.7,25,25.0, 2.898000e-01, 1.431000e-01, 2.421286e-01, 1.623333e-01
529,10,2000-07-01,0,0,1,0,5,0,6,2000,7,1,30.0,24.4,27.2,5.6,9.7,0,2000,7,1,299.92,294.75,73.3,16.08,298.6,301.6,0.2,3,300.1,26,26.0, 1.740429e-01, 1.104500e-01, 1.527333e-01, 1.341000e-01
530,11,2000-07-08,0,0,1,0,1,0,2,2000,7,8,31.7,24.4,28.0,7.3,1.0,0,2000,7,8,299.94,295.6,77.12,16.93,299.1,301.6,5.8,2.5,300.35,27,27.0, 1.071000e-01, 8.120000e-02, 6.248333e-02, 7.275000e-02
531,12,2000-07-15,0,0,0,0,3,0,3,2000,7,15,32.2,26.1,29.2,6.1,0.0,0,2000,7,15,300.81,296.7,78.6,18.12,299.5,302.6,0,3.1000000000000227,301.05,28,28.0, 2.847857e-01, 1.718500e-01, 2.321714e-01, 1.768500e-01
532,13,2000-07-22,0,0,0,0,2,0,2,2000,7,22,31.1,26.7,28.9,4.4,0.0,0,2000,7,22,300.21,295.9,77.53,17.32,299.2,301.6,0,2.400000000000034,300.4,29,29.0, 2.902000e-01, 2.230500e-01, 2.455143e-01, 1.896500e-01
533,14,2000-07-29,0,0,0,0,4,0,4,2000,7,29,28.3,22.8,25.5,5.5,27.4,27.31,2000,7,29,298.91,296.38,86,17.82,298,299.9,12.2,1.8999999999999773,298.95,30,30.0, 2.619143e-01, 1.667000e-01, 2.189714e-01, 3.276000e-01
534,15,2000-08-05,0,0,1,0,3,1,5,2000,8,5,31.7,24.4,28.0,7.3,1.0,23.47,2000,8,5,300.38,296.83,81.15,18.27,299.3,301.8,2.2,2.5,300.55,31,31.0, 1.268400e-01, 1.302500e-01, 1.106000e-01, 1.474000e-01
535,16,2000-08-12,0,0,1,0,1,0,2,2000,8,12,32.8,25.6,29.2,7.2,0.0,0.78,2000,8,12,301.33,296.7,76,18.08,300.2,302.8,0.02,2.6000000000000227,301.5,32,32.0, 2.751571e-01, 1.441500e-01, 2.257571e-01, 1.204667e-01
536,17,2000-08-19,0,2,3,0,4,0,9,2000,8,19,31.7,25.0,28.4,6.7,5.3,1.88,2000,8,19,300.02,296.2,79.78,17.61,298.5,301.8,5.6,3.3000000000000114,300.15,33,33.0, 2.522000e-01, 1.764500e-01, 2.054571e-01, 1.304000e-01
537,18,2000-08-26,0,0,1,0,1,0,2,2000,8,26,30.6,23.3,27.0,7.3,13.2,30.39,2000,8,26,299.51,296.6,84.07,18.06,298.7,300.3,11.2,1.6000000000000227,299.5,34,34.0, 1.988667e-01, 2.156667e-01, 1.828714e-01, 1.542333e-01
538,19,2000-09-02,0,0,1,0,2,1,4,2000,9,2,31.1,24.4,27.8,6.7,0.3,0,2000,9,2,299.95,296.45,81.22,17.94,298.5,300.9,4.7,2.3999999999999773,299.7,35,35.0, 2.776000e-01, NaN, 1.937857e-01, 2.435000e-01
539,20,2000-09-09,0,2,2,0,3,1,8,2000,9,9,33.3,25.0,29.1,8.3,0.0,2.59,2000,9,9,301.12,296.55,76.15,18.04,299.8,302.7,1.8,2.8999999999999773,301.25,36,36.0, 2.533667e-01, 1.591000e-01, 2.112500e-01, 8.360000e-02
540,21,2000-09-16,0,0,2,0,4,0,6,2000,9,16,31.7,24.4,28.0,7.3,1.3,0.57,2000,9,16,300.82,297.16,80.4,18.67,299.6,301.8,4.8,2.1999999999999886,300.70000000000005,37,37.0, 2.971857e-01, 5.770000e-02, 2.543429e-01, 1.507000e-01
541,22,2000-09-23,0,0,3,0,0,0,3,2000,9,23,31.1,25.0,28.0,6.1,0.8,12.64,2000,9,23,300.12,296.38,80,17.85,299.2,300.6,7.9,1.400000000000034,299.9,38,38.0, 1.702800e-01, 1.961000e-01, 2.099500e-01, 1.446667e-01
542,23,2000-09-30,0,0,5,0,6,0,11,2000,9,30,31.7,25.0,28.4,6.7,0.5,19.03,2000,9,30,300.2,296.97,82.6,18.49,299,301.5,3.3,2.5,300.25,39,39.0, 1.035800e-01, NaN, 1.369667e-01, 1.337000e-01
543,24,2000-10-07,0,0,3,0,8,3,14,2000,10,7,31.1,25.0,28.0,6.1,0.5,0,2000,10,7,300.72,295.9,75.03,17.34,298.9,302.4,2.3,3.5,300.65,40,40.0, 3.692714e-01, 2.539750e-01, 2.687429e-01, 1.629500e-01
544,25,2000-10-14,0,0,5,0,5,5,15,2000,10,14,33.3,24.4,28.8,8.9,0.0,0,2000,10,14,300.51,296.45,78.62,17.91,298.5,302.6,1,4.100000000000023,300.55,41,41.0, 3.931286e-01, 3.800000e-01, 2.710500e-01, 2.606500e-01
545,26,2000-10-21,0,0,6,0,10,4,20,2000,10,21,30.6,24.4,27.5,6.2,6.1,0,2000,10,21,299.81,296.2,80.52,17.62,298.3,300.8,4.7,2.5,299.55,42,42.0, 2.096857e-01, 1.003500e-01, 8.204286e-02, 8.950000e-02
546,27,2000-10-28,0,1,3,0,5,0,9,2000,10,28,28.9,25.0,27.0,3.9,4.3,27.86,2000,10,28,300.15,296.71,81.47,18.17,298.6,301,4.2,2.3999999999999773,299.8,43,43.0, 1.488800e-01, 1.535000e-01, 9.152500e-02, 2.298000e-01
547,28,2000-11-04,0,0,7,0,11,2,20,2000,11,4,28.3,22.2,25.2,6.1,0.0,0,2000,11,4,298.55,289.4,57.15,11.6,295.9,300.5,0,4.600000000000023,298.2,44,44.0, 1.864333e-01, 1.901500e-01, 1.104333e-01, 1.680000e-01
548,29,2000-11-11,0,0,16,0,9,3,28,2000,11,11,28.3,22.2,25.2,6.1,0.0,0,2000,11,11,298.48,290.64,61.97,12.52,295.9,300.9,0,5,298.4,45,45.0, 1.561000e-01, 1.105667e-01, 4.188571e-02, 2.670000e-02
549,30,2000-11-18,0,1,9,0,21,7,38,2000,11,18,29.4,23.3,26.3,6.1,4.6,0,2000,11,18,300.15,294.52,71.28,15.87,298.8,301.3,0.3,2.5,300.05,46,46.0, 1.572000e-01, 9.790000e-02, 6.461429e-02, 1.200000e-02
550,31,2000-11-25,0,0,13,0,14,3,30,2000,11,25,29.4,23.3,26.3,6.1,1.5,4.24,2000,11,25,299.73,295.85,79.3,17.23,298.6,301.2,5.2,2.599999999999966,299.9,47,47.0, 2.099000e-01, NaN, 9.903333e-02, 3.230000e-02
551,32,2000-12-02,0,1,11,0,16,2,30,2000,12,2,30.6,23.9,27.2,6.7,0.0,0,2000,12,2,299.97,295.62,77.27,17.02,299,301.2,0,2.1999999999999886,300.1,48,48.0, 1.959000e-01, 1.201500e-01, 1.356667e-01, 1.364800e-01
552,33,2000-12-09,0,0,10,0,12,1,23,2000,12,9,28.9,22.2,25.5,6.7,0.0,0,2000,12,9,299.38,293.87,71.68,15.22,298,300.9,1.1,2.8999999999999773,299.45,49,49.0, 1.176333e-01, 1.187500e-01, 4.611667e-02, 8.060000e-02
553,34,2000-12-16,0,0,4,0,12,0,16,2000,12,16,27.8,22.8,25.3,5.0,23.1,0,2000,12,16,298.67,293.62,73.62,15,297.6,299.2,6.4,1.599999999999966,298.4,50,50.0, 1.021000e-01, 4.400000e-03, -2.248571e-02, 8.713333e-02
554,35,2000-12-23,0,0,4,0,16,2,22,2000,12,23,28.3,22.8,25.5,5.5,0.0,5.26,2000,12,23,298.63,294.25,76.82,15.6,297.6,299.9,0.4,2.2999999999999545,298.75,51,51.0, 4.460000e-02, 6.320000e-02, -6.345714e-02, 4.675000e-02
555,36,2001-01-01,0,0,10,0,16,2,28,2001,1,1,29.4,22.2,25.8,7.2,0.0,0,2001,1,1,298.69,294.1,75.78,15.42,296.7,300.4,0,3.6999999999999886,298.54999999999995,1,1.0, 2.108143e-01, 4.833333e-03, 2.024143e-01, 6.633333e-03
556,37,2001-01-08,0,0,4,0,7,3,14,2001,1,8,28.9,21.7,25.3,7.2,0.0,0,2001,1,8,298.95,293.67,72.62,15.04,298,300.1,0,2.1000000000000227,299.05,2,2.0, 2.041000e-01, 9.436667e-02, 1.646833e-01, 9.580000e-02
557,38,2001-01-15,0,0,7,0,9,1,17,2001,1,15,28.3,20.6,24.5,7.7,0.0,0,2001,1,15,297.46,292.36,73.12,13.87,296.8,298.5,0,1.6999999999999886,297.65,3,3.0, 1.858500e-01, NaN, 1.796857e-01, 2.165000e-02
558,39,2001-01-22,0,0,7,0,12,1,20,2001,1,22,28.3,21.7,25.0,6.6,10.7,0,2001,1,22,298.34,293.49,74.43,14.84,297.6,299.7,1.2,2.099999999999966,298.65,4,4.0, 2.184714e-01, 4.110000e-02, 2.287714e-01, 5.140000e-02
559,40,2001-01-29,0,1,6,0,9,1,17,2001,1,29,25.0,22.2,23.6,2.8,16.3,23.78,2001,1,29,296.56,294.08,86.12,15.4,295.5,297.4,17.56,1.8999999999999773,296.45,5,5.0, 2.434714e-01, 9.150000e-03, 2.032571e-01, 4.122500e-02
560,41,2001-02-05,0,0,6,0,3,1,10,2001,2,5,28.9,22.2,25.5,6.7,0.8,0,2001,2,5,297.63,293.58,78.15,14.94,296.5,299.2,3.6,2.6999999999999886,297.85,6,6.0, 1.645000e-01, NaN, 1.619714e-01, -5.600000e-03
561,42,2001-02-12,0,0,7,0,5,1,13,2001,2,12,28.9,21.7,25.3,7.2,0.5,0,2001,2,12,297.78,293.05,75.1,14.44,296.9,299.4,4.7,2.5,298.15,7,7.0, 1.603000e-01, -4.485000e-02, 1.674286e-01, 5.600000e-03
562,43,2001-02-19,0,0,6,0,10,4,20,2001,2,19,27.8,19.4,23.6,8.4,0.0,0,2001,2,19,298.1,292.41,70.8,13.89,296.9,299.7,0,2.8000000000000114,298.29999999999995,8,8.0, 2.280714e-01, 2.170333e-01, 2.104571e-01, 1.452333e-01
563,44,2001-02-26,0,0,2,0,6,1,9,2001,2,26,26.7,22.8,24.8,3.9,2.0,0,2001,2,26,296.68,291.14,71.4,12.86,295.5,297.6,0.8,2.1000000000000227,296.55,9,9.0, 3.375000e-01, 4.462667e-01, 2.732833e-01, 3.123000e-01
564,45,2001-03-05,0,0,7,0,7,4,18,2001,3,5,31.7,21.7,26.7,10.0,0.0,0,2001,3,5,298.37,294.51,79.35,15.86,296.9,300.7,0,3.8000000000000114,298.79999999999995,10,10.0, 2.764286e-01, 2.485000e-01, 2.567143e-01, 2.544500e-01
565,46,2001-03-12,0,1,3,0,5,0,9,2001,3,12,29.4,22.2,25.8,7.2,0.0,0,2001,3,12,298.63,292.95,70.93,14.35,297.7,300.1,0,2.400000000000034,298.9,11,11.0, 1.950143e-01, 4.229000e-01, 1.967143e-01, 4.229000e-01
566,47,2001-03-19,0,0,1,0,4,3,8,2001,3,19,30.6,21.7,26.2,8.9,0.0,0,2001,3,19,298.28,292.9,72.32,14.4,297.1,300.3,0,3.1999999999999886,298.70000000000005,12,12.0, 1.592286e-01, 1.274333e-01, 1.408857e-01, 5.992500e-02
567,48,2001-03-26,0,0,2,0,14,3,19,2001,3,26,32.2,23.3,27.8,8.9,0.0,0,2001,3,26,298.65,294.6,78.43,15.98,297.3,300.2,0.9,2.8999999999999773,298.75,13,13.0, 2.435714e-01, NaN, 2.178143e-01, 2.705000e-01
568,49,2001-04-02,0,0,5,0,4,2,11,2001,4,2,31.7,22.2,27.0,9.5,0.0,0,2001,4,2,298.84,293.6,72.85,14.96,297.8,300.8,0.1,3,299.3,14,14.0, 1.409000e-01, 2.127000e-01, 1.628857e-01, 1.044000e-01
569,50,2001-04-09,0,0,0,0,3,1,4,2001,4,9,29.4,23.3,26.3,6.1,4.8,0,2001,4,9,297.83,294.08,79.98,15.44,296.3,299.4,2.9,3.099999999999966,297.85,15,15.0, 3.144500e-01, NaN, 2.761833e-01, 3.069500e-01
570,51,2001-04-16,0,0,0,0,5,1,6,2001,4,16,32.2,23.3,27.8,8.9,0.0,0,2001,4,16,298.65,292.88,70.47,14.35,296.1,301.2,0,5.099999999999966,298.65,16,16.0, 2.111714e-01, 7.280000e-02, 2.161286e-01, 7.826667e-02
571,52,2001-04-23,0,0,2,0,4,0,6,2001,4,23,30.0,22.8,26.4,7.2,1.0,3.23,2001,4,23,298.13,293.4,75.12,14.83,297.1,299.4,6.7,2.2999999999999545,298.25,17,17.0, 1.227286e-01, NaN, 1.131857e-01, 5.855000e-02
572,1,2001-04-30,0,0,0,0,7,1,8,2001,4,30,31.1,22.8,27.0,8.3,8.1,9.07,2001,4,30,298.46,294.55,78.85,15.88,297.7,299.4,3.1,1.6999999999999886,298.54999999999995,18,18.0, 1.861714e-01, NaN, 1.770571e-01, -1.055000e-01
573,2,2001-05-07,0,3,3,0,6,1,13,2001,5,7,29.4,22.8,26.1,6.6,12.7,3.18,2001,5,7,299.18,295.38,79.33,16.78,297.9,300.2,10.8,2.3000000000000114,299.04999999999995,19,19.0, 4.781429e-02, 3.710000e-02, 6.374286e-02, 7.050000e-02
574,3,2001-05-14,0,0,2,0,5,1,8,2001,5,14,31.7,24.4,28.0,7.3,0.0,2.05,2001,5,14,299.72,295.65,78.47,17,297.8,301.7,0.1,3.8999999999999773,299.75,20,20.0, 1.984833e-01, 1.031000e-01, 1.765571e-01, 9.410000e-02
575,4,2001-05-21,0,1,1,0,5,1,8,2001,5,21,31.1,25.6,28.4,5.5,0.8,3.73,2001,5,21,299.97,295.52,76.57,16.85,298.7,301.5,0.3,2.8000000000000114,300.1,21,21.0, 1.701429e-01, 8.608000e-02, 1.679429e-01, 7.736000e-02
