,season_week,week_start_date,denv1_cases,denv2_cases,denv3_cases,denv4_cases,other_positive_cases,total_cases,year,month,day,TMAX,TMIN,TAVG,TDTR,PRCP,precipitation_amount,Reanalysis_Year,Reanalysis_Month,Reanalysis_Day,Reanalysis_ air_temperature,Reanalysis_ dew_point_temperature,Reanalysis_relative_humidity,Reanalysis_ specific_humidity,Reanalysis_ minimum_air_temperature,Reanalysis_ maximum_air_temperature,Reanalysis_precipitation_amount,Reanalysis_TDTR,Reanalysis_TAVG,week_number, Week,ndvi_se, ndvi_sw,ndvi_ne,ndvi_nw
188,33,2004-02-12,0,0,1,0,2,3,2004,2,12,-9999.0,22.7,-9999.0,-9999.0,0.0,0,2004,2,12,295.34,294.79,96.9,16.26,294.1,298.4,15.5,4.2999999999999545,296.25,7,7.0, 2.787429e-01, 3.048286e-01, 2.987571e-01, 3.127143e-01
189,34,2004-02-19,0,0,0,0,1,1,2004,2,19,-9999.0,23.6,-9999.0,-9999.0,3.0,8.46,2004,2,19,298.15,297.14,94.55,18.8,296.3,303.3,16.5,7,299.8,8,8.0, 2.366286e-01, 2.225143e-01, 1.670429e-01, 1.970286e-01
190,35,2004-02-26,0,0,5,0,1,6,2004,2,26,34.5,22.3,28.4,12.2,77.0,33.79,2004,2,26,298.2,297.75,97.53,19.48,295.2,301.4,16.1,6.199999999999989,298.29999999999995,9,9.0, 3.190571e-01, 3.000286e-01, 3.352333e-01, 2.176286e-01
191,36,2004-03-04,0,0,3,0,1,4,2004,3,4,-9999.0,-9999.0,-9999.0,-9999.0,0.0,9.03,2004,3,4,296.92,296.64,98.53,18.23,296.1,299.4,33.1,3.2999999999999545,297.75,10,10.0, 2.094714e-01, 1.935714e-01, 2.086571e-01, 1.715000e-01
192,37,2004-03-11,0,0,1,0,0,1,2004,3,11,-9999.0,21.7,-9999.0,-9999.0,90.9,7.51,2004,3,11,298.98,297.07,90.45,18.67,295.9,305.5,26.3,9.600000000000023,300.7,11,11.0, 3.076833e-01, 3.110429e-01, 2.140167e-01, 3.386500e-01
193,38,2004-03-18,0,0,1,0,1,2,2004,3,18,34.0,24.0,29.0,10.0,0.0,2.59,2004,3,18,297.46,296.98,97.35,18.67,295.8,299.9,5.9,4.099999999999966,297.85,12,12.0, 3.859857e-01, 3.465286e-01, 4.247833e-01, 3.514143e-01
194,39,2004-03-25,0,0,2,0,1,3,2004,3,25,33.2,-9999.0,-9999.0,-9999.0,0.0,12.17,2004,3,25,298.23,297.88,98.05,19.69,296.7,301.9,11.9,5.199999999999989,299.29999999999995,13,13.0, 3.062833e-01, 2.901500e-01, 1.987200e-01, 2.988000e-02
195,40,2004-04-01,0,0,0,0,1,1,2004,4,1,33.0,-9999.0,-9999.0,-9999.0,0.0,21.73,2004,4,1,298.1,297.75,97.78,19.46,296.4,301.7,12.3,5.300000000000011,299.04999999999995,14,14.0, 1.360000e-01, 1.294333e-01, 1.380000e-01, 1.862333e-01
196,41,2004-04-08,0,0,5,0,3,8,2004,4,8,33.0,23.7,28.4,9.3,7.9,11.44,2004,4,8,298.82,297.92,95.07,19.77,295.6,303.8,10.9,8.199999999999989,299.70000000000005,15,15.0, 3.592143e-01, 3.612714e-01, 3.348429e-01, 2.791571e-01
197,42,2004-04-15,0,0,2,0,2,4,2004,4,15,33.9,22.9,28.4,11.0,13.0,20.2,2004,4,15,296.96,296.25,96.3,17.82,295.7,300.3,13.9,4.600000000000023,298,16,16.0, 2.441857e-01, 1.882286e-01, 1.958286e-01, 1.747000e-01
198,43,2004-04-22,0,0,4,0,2,6,2004,4,22,31.9,23.5,27.7,8.4,0.5,12.08,2004,4,22,297.85,297.6,98.58,19.35,296,303.5,15.9,7.5,299.75,17,17.0, 3.742857e-01, 2.549429e-01, 3.308000e-01, 2.340333e-01
199,44,2004-04-29,0,0,3,0,4,7,2004,4,29,33.3,22.0,27.6,11.3,0.0,0,2004,4,29,297.53,297.18,98.1,18.86,294.9,301.8,11.9,6.900000000000034,298.35,18,18.0, 2.788400e-01, 3.266286e-01, 1.637667e-01, 1.911833e-01
200,45,2004-05-06,0,0,3,0,2,5,2004,5,6,30.4,-9999.0,-9999.0,-9999.0,2.0,0,2004,5,6,295.99,294.83,93.7,16.27,294.4,297.9,1,3.5,296.15,19,19.0, 1.575667e-01, 1.225333e-01, 1.215429e-01, 1.904143e-01
201,46,2004-05-13,0,0,5,0,3,8,2004,5,13,-9999.0,23.8,-9999.0,-9999.0,0.0,18.03,2004,5,13,298.75,295.55,86.5,17.1,295.5,306.2,0.5,10.699999999999989,300.85,20,20.0, 1.716667e-01, 1.769000e-01, 1.522333e-01, 1.598333e-01
202,47,2004-05-20,0,0,5,0,1,6,2004,5,20,-9999.0,22.3,-9999.0,-9999.0,5.1,6.25,2004,5,20,297.22,297.05,99.15,18.6,295.1,299,13.1,3.8999999999999773,297.05,21,21.0, 2.254667e-01, 2.483167e-01, 1.851500e-01, 1.942000e-01
203,48,2004-05-27,0,0,3,0,2,5,2004,5,27,32.8,-9999.0,-9999.0,-9999.0,55.9,41.57,2004,5,27,296.83,296.27,96.98,17.77,294.5,298.6,3.2,4.100000000000023,296.55,22,22.0, 1.903143e-01, 1.023286e-01, 7.784286e-02, 1.931714e-01
204,49,2004-06-03,0,0,2,0,4,6,2004,6,3,-9999.0,22.5,-9999.0,-9999.0,5.1,15.98,2004,6,3,295.97,295.8,99.27,17.26,294.7,298.2,18.8,3.5,296.45,23,23.0, 1.073000e-01, 1.106143e-01, 1.170667e-01, 1.967857e-01
205,50,2004-06-10,0,0,4,0,2,6,2004,6,10,-9999.0,22.4,-9999.0,-9999.0,15.0,,2004,6,10,296.96,294.83,88.7,16.29,292.4,306,4.5,13.600000000000023,299.2,24,24.0, 2.378429e-01, 2.119714e-01, 2.350833e-01, 1.669571e-01
206,51,2004-06-17,0,0,9,0,4,13,2004,6,17,-9999.0,18.8,-9999.0,-9999.0,0.0,0,2004,6,17,295.71,293.92,90.8,15.35,293.8,300.3,0,6.5,297.05,25,25.0, 3.329571e-01, 3.255143e-01, 1.910000e-01, 2.340429e-01
207,52,2004-06-24,0,0,0,0,2,2,2004,6,24,29.5,-9999.0,-9999.0,-9999.0,-9999.0,2.75,2004,6,24,296.3,295.8,97.48,17.31,293.6,301.5,8.3,7.899999999999977,297.55,26,26.0, 2.392333e-01, 1.970429e-01, 1.535429e-01, 1.328286e-01
208,1,2004-07-01,0,0,6,0,4,10,2004,7,1,-9999.0,-9999.0,-9999.0,-9999.0,0.0,2.41,2004,7,1,297.77,295.22,88.37,16.62,295.4,305.1,2.64,9.700000000000045,300.25,27,27.0, 2.572143e-01, 1.967571e-01, 3.249286e-01, 1.978000e-01
209,2,2004-07-08,0,0,2,0,1,3,2004,7,8,-9999.0,20.5,-9999.0,-9999.0,0.0,1.27,2004,7,8,299.07,293.17,73.05,14.73,293.4,306.3,0,12.900000000000034,299.85,28,28.0, 3.175571e-01, 3.355429e-01, 3.013857e-01, 2.793714e-01
210,3,2004-07-15,0,0,6,0,6,12,2004,7,15,32.1,-9999.0,-9999.0,-9999.0,0.0,3.16,2004,7,15,296.96,295.2,91.05,16.67,292.8,302.2,0.8,9.399999999999977,297.5,29,29.0, 2.328286e-01, 1.532429e-01, 2.737667e-01, 2.338000e-01
211,4,2004-07-22,0,0,5,0,2,7,2004,7,22,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,2004,7,22,297.54,294.57,84.85,16.09,294.2,302.9,5.8,8.699999999999989,298.54999999999995,30,30.0, 2.679429e-01, 2.849857e-01, 2.995000e-01, 2.177000e-01
212,5,2004-07-29,0,0,5,0,1,6,2004,7,29,-9999.0,21.9,-9999.0,-9999.0,0.0,0,2004,7,29,298.46,293.23,78.63,14.82,293.8,307.4,0,13.599999999999966,300.6,31,31.0, 2.089000e-01, 2.542571e-01, 1.555000e-01, 2.203000e-01
213,6,2004-08-05,0,0,3,0,2,5,2004,8,5,-9999.0,20.0,-9999.0,-9999.0,0.0,7.57,2004,8,5,296.85,291.55,74.35,13.25,289.3,307.2,0,17.899999999999977,298.25,32,32.0, 2.489000e-01, 2.375571e-01, 2.659571e-01, 2.185286e-01
214,7,2004-08-12,0,0,4,0,2,6,2004,8,12,,,,,,0,2004,8,12,297.26,291.52,71.2,13.26,290.2,308.1,0,17.900000000000034,299.15,33,33.0, 1.910714e-01, 2.957000e-01, 2.270000e-01, 1.685286e-01
215,8,2004-08-19,0,0,5,0,1,6,2004,8,19,,,,,,0,2004,8,19,298,295.12,87.38,16.54,293.9,305,2.2,11.100000000000023,299.45,34,34.0, 3.931286e-01, 3.885143e-01, 3.286429e-01, 2.767714e-01
216,9,2004-08-26,0,0,4,0,2,6,2004,8,26,-9999.0,21.7,-9999.0,-9999.0,20.1,56.53,2004,8,26,297.77,295.1,87.9,16.53,294.7,305,3.3,10.300000000000011,299.85,35,35.0, 3.113000e-01, 2.997857e-01, 2.609286e-01, 2.330143e-01
217,10,2004-09-02,0,0,7,0,1,8,2004,9,2,34.3,-9999.0,-9999.0,-9999.0,0.0,13.49,2004,9,2,298.9,296.65,88.07,18.32,296,307.7,3.2,11.699999999999989,301.85,36,36.0, 3.343571e-01, 2.845857e-01, 3.720286e-01, 3.420143e-01
218,11,2004-09-09,0,0,4,0,2,6,2004,9,9,32.9,22.8,27.9,10.1,9.9,11.76,2004,9,9,297.84,296.33,92.53,17.92,295.1,305.7,3.2,10.599999999999966,300.4,37,37.0, 1.302667e-01, 1.174857e-01, 1.512800e-01, 1.108143e-01
219,12,2004-09-16,0,0,5,0,4,9,2004,9,16,-9999.0,20.0,-9999.0,-9999.0,0.0,0,2004,9,16,299.93,293.23,69.25,14.76,293.8,309.8,0,16,301.8,38,38.0, 2.680714e-01, 3.251500e-01, 2.102286e-01, 2.273429e-01
220,13,2004-09-23,0,0,7,0,5,12,2004,9,23,35.5,21.8,28.6,13.7,0.0,10.49,2004,9,23,300.75,295.42,73.2,16.92,295.5,307.6,4.3,12.100000000000023,301.55,39,39.0, 3.915333e-01, 3.325286e-01, 3.207286e-01, 1.595857e-01
221,14,2004-09-30,0,0,11,0,8,19,2004,9,30,32.0,21.6,26.8,10.4,0.0,5.19,2004,9,30,296.42,294.12,87.53,15.58,293.6,301.8,1,8.199999999999989,297.70000000000005,40,40.0, 2.754571e-01, 3.283857e-01, 2.193000e-01, 2.612571e-01
222,15,2004-10-07,0,0,4,0,4,8,2004,10,7,31.2,-9999.0,-9999.0,-9999.0,0.0,8.09,2004,10,7,297.29,297.08,98.77,18.67,296.3,299.8,5.2,3.5,298.05,41,41.0, 2.614714e-01, 2.577429e-01, 1.862429e-01, 3.057286e-01
223,16,2004-10-14,0,0,12,0,4,16,2004,10,14,34.1,-9999.0,-9999.0,-9999.0,-9999.0,4.45,2004,10,14,298.08,296.15,90.12,17.73,294.5,303.9,3.1,9.399999999999977,299.2,42,42.0, 3.523286e-01, 3.553429e-01, 2.841714e-01, 3.764143e-01
224,17,2004-10-21,0,0,15,0,6,21,2004,10,21,-9999.0,-9999.0,-9999.0,-9999.0,9.9,7.66,2004,10,21,298.06,296.18,90.48,17.76,293.5,305.6,4.1,12.100000000000023,299.55,43,43.0, 2.538429e-01, 2.235571e-01, 1.996667e-01, 3.036857e-01
225,18,2004-10-28,0,0,5,0,1,6,2004,10,28,34.1,-9999.0,-9999.0,-9999.0,23.1,8.95,2004,10,28,299.05,297.19,90.58,18.84,296.4,304.3,33.4,7.900000000000034,300.35,44,44.0, 2.953286e-01, 3.197714e-01, 2.312286e-01, 2.604000e-01
226,19,2004-11-04,0,0,15,0,7,22,2004,11,4,-9999.0,23.6,-9999.0,-9999.0,0.0,3.96,2004,11,4,297.99,297.46,97.2,19.29,295.8,304.2,9.8,8.399999999999977,300,45,45.0, 4.148857e-01, 3.656714e-01, 3.245571e-01, 2.727429e-01
227,20,2004-11-11,0,0,23,0,14,37,2004,11,11,35.8,-9999.0,-9999.0,-9999.0,0.0,8.74,2004,11,11,300.37,296.06,77.65,17.81,295.5,308.7,4.4,13.199999999999989,302.1,46,46.0, 3.466857e-01, 3.742000e-01, 3.154143e-01, 2.708571e-01
228,21,2004-11-18,0,0,28,0,5,33,2004,11,18,34.0,22.8,28.4,11.2,47.0,35.35,2004,11,18,298.03,297.52,97.25,19.32,294.3,301.8,21.1,7.5,298.05,47,47.0, 2.278714e-01, 2.095571e-01, 1.945000e-01, 1.909143e-01
229,22,2004-11-25,0,0,15,0,3,18,2004,11,25,33.4,22.4,27.9,11.0,5.1,3.1,2004,11,25,298.12,297.62,97.2,19.4,296.3,303.9,13.8,7.599999999999966,300.1,48,48.0, 2.153167e-01, 2.191286e-01, 1.672857e-01, 2.026286e-01
230,23,2004-12-02,0,0,54,0,29,83,2004,12,2,,,,,,1.12,2004,12,2,297.67,296.49,93.38,18.19,294.5,302,8,7.5,298.25,49,49.0, 2.019429e-01, 2.410857e-01, 1.593667e-01, 1.590429e-01
231,24,2004-12-09,0,0,49,0,67,116,2004,12,9,34.0,23.6,28.8,10.4,0.5,11.14,2004,12,9,299.39,297.1,88.65,18.74,296.4,306,5.6,9.600000000000023,301.2,50,50.0, 3.234286e-01, 3.359000e-01, 3.095143e-01, 2.758286e-01
232,25,2004-12-16,0,0,29,0,3,32,2004,12,16,33.3,-9999.0,-9999.0,-9999.0,-9999.0,14.54,2004,12,16,298.03,296.21,90.65,17.78,295.2,303.8,1.4,8.600000000000023,299.5,51,51.0, 2.611429e-01, 2.363571e-01, 2.033143e-01, 2.437429e-01
233,26,2004-12-23,0,0,6,0,1,7,2004,12,23,-9999.0,22.5,-9999.0,-9999.0,0.0,0.65,2004,12,23,298.77,296.15,88.3,17.72,295.8,304.9,8.8,9.099999999999966,300.35,52,52.0, 3.648625e-01, 3.162000e-01, 3.266000e-01, 4.031125e-01
234,27,2005-01-01,0,0,8,0,1,9,2005,1,1,-9999.0,23.0,-9999.0,-9999.0,50.0,17.71,2005,1,1,299.14,297.12,89.75,18.82,295.7,307.9,12.6,12.199999999999989,301.79999999999995,53,,,,,
235,28,2005-01-08,0,0,9,0,1,10,2005,1,8,-9999.0,22.5,-9999.0,-9999.0,52.1,0,2005,1,8,296.7,296.58,99.48,18.15,295.4,298.1,43.4,2.7000000000000455,296.75,1,1.0, 3.148429e-01, 2.704000e-01, 1.866286e-01, 3.033000e-01
236,29,2005-01-15,0,0,2,0,3,5,2005,1,15,-9999.0,23.6,-9999.0,-9999.0,0.0,0,2005,1,15,301.27,296.42,78.68,18.08,296.2,308.3,0,12.100000000000023,302.25,2,2.0, 3.044143e-01, 3.156286e-01, 3.612571e-01, 3.126000e-01
237,30,2005-01-22,0,0,4,0,4,8,2005,1,22,34.8,22.3,28.5,12.5,0.0,3.05,2005,1,22,299.33,296.96,87.18,18.67,295.9,305.1,6.9,9.200000000000045,300.5,3,3.0, 3.459333e-01, 3.379714e-01, 3.118000e-01, 2.910000e-01
238,31,2005-01-29,0,0,6,0,1,7,2005,1,29,-9999.0,-9999.0,-9999.0,-9999.0,0.0,1.23,2005,1,29,299.35,297.77,91.07,19.64,297.4,304.2,10.4,6.800000000000011,300.79999999999995,4,4.0, 3.643667e-01, 2.806857e-01, 2.779143e-01, 2.925571e-01
239,32,2005-02-05,0,0,7,0,1,8,2005,2,5,-9999.0,22.4,-9999.0,-9999.0,0.0,0,2005,2,5,296.68,296.06,96.45,17.62,294.7,300.8,7.7,6.100000000000023,297.75,5,5.0, 1.582286e-01, 1.266000e-01, 1.672500e-01, 1.518143e-01
240,33,2005-02-12,0,0,6,0,5,11,2005,2,12,-9999.0,23.0,-9999.0,-9999.0,87.1,12.69,2005,2,12,297.31,297.16,99.25,18.83,295.9,299.1,73.36,3.2000000000000455,297.5,6,6.0, 2.151857e-01, 2.283571e-01, 1.728143e-01, 2.623000e-01
241,34,2005-02-19,0,0,5,0,1,6,2005,2,19,33.1,-9999.0,-9999.0,-9999.0,7.9,4.53,2005,2,19,298.05,297.9,99.3,19.68,296.9,298.7,3.4,1.8000000000000114,297.79999999999995,7,7.0, 1.995000e-01, 1.806857e-01, 2.024571e-01, 2.189000e-01
242,35,2005-02-26,0,0,5,0,2,7,2005,2,26,31.8,-9999.0,-9999.0,-9999.0,0.0,27.31,2005,2,26,297.96,296.39,92.08,17.93,295.2,302.8,0,7.600000000000023,299,8,8.0, 2.011000e-01, 2.109000e-01, 2.081429e-01, 2.812143e-01
243,36,2005-03-05,0,0,6,0,1,7,2005,3,5,,,,,,4.02,2005,3,5,297.59,297.38,98.85,19.03,296.5,298.7,134.1,2.1999999999999886,297.6,9,9.0, 2.937167e-01, 2.771000e-01, 2.696167e-01, 2.308000e-01
244,37,2005-03-12,0,0,13,0,1,14,2005,3,12,33.4,23.5,28.5,9.9,2.0,42.4,2005,3,12,296.3,294.6,91.05,16.15,291.9,302.9,1.4,11,297.4,10,10.0, 1.558429e-01, 1.464286e-01, 1.370833e-01, 2.418714e-01
245,38,2005-03-19,0,0,6,0,1,7,2005,3,19,33.0,24.0,28.5,9.0,0.0,1.97,2005,3,19,297.95,297.42,97.08,19.1,296.1,303.3,3.5,7.199999999999989,299.70000000000005,11,11.0, 2.515167e-01, 2.099571e-01, 1.817667e-01, 1.545286e-01
246,39,2005-03-26,0,0,4,0,5,9,2005,3,26,-9999.0,23.3,-9999.0,-9999.0,0.0,1.14,2005,3,26,296.73,296.5,98.82,18.13,294.3,299.8,11.5,5.5,297.05,12,12.0, 2.150714e-01, 2.354286e-01, 2.127000e-01, 1.209286e-01
247,40,2005-04-02,0,0,9,0,4,13,2005,4,2,-9999.0,-9999.0,-9999.0,-9999.0,0.0,7.18,2005,4,2,298.23,296.12,88.67,17.89,293.9,305.3,12.8,11.400000000000034,299.6,13,13.0, 3.816857e-01, 3.666571e-01, 3.683143e-01, 3.837714e-01
248,41,2005-04-09,0,0,12,0,4,16,2005,4,9,-9999.0,-9999.0,-9999.0,-9999.0,0.0,4.8,2005,4,9,298.32,297.67,96.45,19.38,295.3,302.8,15.1,7.5,299.05,14,14.0, 3.091143e-01, 2.446571e-01, 2.173571e-01, 3.001000e-01
249,42,2005-04-16,0,0,2,0,5,7,2005,4,16,33.7,23.8,28.8,9.9,27.9,15.02,2005,4,16,296.85,296.83,99.62,18.33,296.1,299.8,101.1,3.6999999999999886,297.95000000000005,15,15.0, 1.869333e-01, 1.824286e-01, 1.447571e-01, 1.957429e-01
250,43,2005-04-23,0,0,4,0,5,9,2005,4,23,-9999.0,23.7,-9999.0,-9999.0,0.0,3.21,2005,4,23,298.15,297.77,98,19.61,295,302,13.9,7,298.5,16,16.0, 2.082833e-01, 1.962667e-01, 1.649167e-01, 2.776667e-01
251,44,2005-04-30,0,0,1,0,1,2,2005,4,30,30.5,22.5,26.5,8.0,0.0,0.58,2005,4,30,298.19,297.9,98.5,19.67,296.7,302.1,8.9,5.400000000000034,299.4,17,17.0, 2.141000e-01, 2.017714e-01, 2.315333e-01, 1.616857e-01
252,45,2005-05-07,0,0,6,0,7,13,2005,5,7,34.6,22.6,28.6,12.0,0.0,6.32,2005,5,7,298.64,296.9,90.5,18.56,294.1,304.9,10.6,10.799999999999955,299.5,18,18.0, 1.465333e-01, 1.880571e-01, 1.345833e-01, 1.343143e-01
253,46,2005-05-14,0,0,4,0,4,8,2005,5,14,32.7,-9999.0,-9999.0,-9999.0,1.0,18.53,2005,5,14,297.75,295.68,89.8,17.2,294.3,303.5,0.5,9.199999999999989,298.9,19,19.0, 2.484333e-01, 1.930667e-01, 2.341000e-01, 2.020667e-01
254,47,2005-05-21,0,0,2,0,1,3,2005,5,21,33.6,-9999.0,-9999.0,-9999.0,0.0,13.16,2005,5,21,300.5,295.55,77.75,17.11,295.9,307.1,1,11.200000000000045,301.5,20,20.0, 2.700857e-01, 2.297429e-01, 1.737571e-01, 2.104571e-01
255,48,2005-05-28,0,0,2,0,3,5,2005,5,28,-9999.0,23.0,-9999.0,-9999.0,50.0,18.84,2005,5,28,298.02,296.35,91.1,17.81,295.6,302.7,2.42,7.099999999999966,299.15,21,21.0, 3.118143e-01, 2.474571e-01, 3.585429e-01, 2.806571e-01
256,49,2005-06-04,0,0,3,0,1,4,2005,6,4,30.6,-9999.0,-9999.0,-9999.0,9.9,5.98,2005,6,4,297.33,296.97,98.15,18.63,295.4,301,11,5.600000000000023,298.2,22,22.0, 3.782857e-01, 3.612429e-01, 3.693714e-01, 3.631857e-01
257,50,2005-06-11,0,0,6,0,2,8,2005,6,11,32.3,-9999.0,-9999.0,-9999.0,0.0,15.68,2005,6,11,296.91,295.95,94.72,17.43,293.8,301.8,1.5,8,297.8,23,23.0, 1.395143e-01, 1.185429e-01, 1.401000e-01, 1.423500e-01
258,51,2005-06-18,0,0,1,0,1,2,2005,6,18,32.3,-9999.0,-9999.0,-9999.0,0.0,4.4,2005,6,18,296.45,293.52,85.7,15.05,291.9,303,0,11.100000000000023,297.45,24,24.0, 2.890857e-01, 2.651286e-01, 2.256429e-01, 2.247143e-01
259,52,2005-06-25,0,0,2,0,1,3,2005,6,25,-9999.0,-9999.0,-9999.0,-9999.0,0.0,0,2005,6,25,295.57,292.83,87.12,14.36,292.6,302.4,0.5,9.799999999999955,297.5,25,25.0, 2.915571e-01, 2.604571e-01, 2.460714e-01, 3.518571e-01
260,1,2005-07-02,0,0,2,0,3,5,2005,7,2,33.0,22.7,27.9,10.3,0.5,9.24,2005,7,2,297.73,295.8,89.7,17.29,295.3,305.1,6.1,9.800000000000011,300.20000000000005,26,26.0, 2.747143e-01, 2.271714e-01, 1.780143e-01, 2.843143e-01
261,2,2005-07-09,0,0,4,0,3,7,2005,7,9,-9999.0,17.6,-9999.0,-9999.0,0.0,0,2005,7,9,294.97,289.5,74.85,11.6,288.3,303.7,0,15.399999999999977,296,27,27.0, 2.008000e-01, 2.214000e-01, 2.010667e-01, 1.622667e-01
262,3,2005-07-16,0,0,2,0,1,3,2005,7,16,33.0,-9999.0,-9999.0,-9999.0,0.0,5.64,2005,7,16,299.55,293.85,71.75,15.37,294.8,304.9,2.6,10.099999999999966,299.85,28,28.0, 3.869286e-01, 4.413429e-01, 3.350571e-01, 3.298429e-01
263,4,2005-07-23,0,0,5,0,0,5,2005,7,23,,,,,,0,2005,7,23,297.67,294.58,82.85,16.11,290.1,306.3,0.6,16.19999999999999,298.20000000000005,29,29.0, 1.680286e-01, 1.472571e-01, 1.343286e-01, 1.865571e-01
264,5,2005-07-30,0,0,2,0,4,6,2005,7,30,,,,,,0,2005,7,30,298.47,292.4,70.57,13.98,292.6,307.8,0,15.199999999999989,300.20000000000005,30,30.0, 3.474857e-01, 3.653143e-01, 2.537000e-01, 2.769571e-01
265,6,2005-08-06,0,0,4,0,1,5,2005,8,6,-9999.0,19.8,-9999.0,-9999.0,1.0,0,2005,8,6,299.28,293.5,71.18,15.03,294.6,309.7,0.1,15.099999999999966,302.15,31,31.0, 3.286857e-01, 2.740143e-01, 3.132571e-01, 2.262143e-01
266,7,2005-08-13,0,0,3,0,2,5,2005,8,13,,,,,,0,2005,8,13,300.5,290.45,56.88,12.38,294.4,310.5,0,16.100000000000023,302.45,32,32.0, 2.826429e-01, 2.390000e-01, 2.270286e-01, 2.825571e-01
267,8,2005-08-20,0,0,1,0,3,4,2005,8,20,-9999.0,-9999.0,-9999.0,-9999.0,39.9,17.41,2005,8,20,297.43,294.88,87.7,16.32,294.7,302.6,2.1,7.900000000000034,298.65,33,33.0, 2.669857e-01, 2.924857e-01, 2.939286e-01, 3.360000e-01
268,9,2005-08-27,0,0,0,0,0,0,2005,8,27,-9999.0,-9999.0,-9999.0,-9999.0,3.0,0.73,2005,8,27,297.57,293.67,83.9,15.2,292.4,306.9,0.4,14.5,299.65,34,34.0, 3.288000e-01, 3.005000e-01, 2.715571e-01, 2.723000e-01
269,10,2005-09-03,0,0,0,0,0,0,2005,9,3,-9999.0,-9999.0,-9999.0,-9999.0,24.9,0.99,2005,9,3,299.22,294.33,76.22,15.77,294.2,307.9,2.3,13.699999999999989,301.04999999999995,35,35.0, 4.568333e-01, 3.801167e-01, 3.595833e-01, 3.594500e-01
270,11,2005-09-10,0,0,0,0,0,0,2005,9,10,-9999.0,-9999.0,-9999.0,-9999.0,0.8,1.45,2005,9,10,298.66,298.02,96.6,19.82,296.7,301.6,16,4.900000000000034,299.15,36,36.0, 3.354286e-01, 3.091429e-01, 2.007143e-01, 3.228857e-01
271,12,2005-09-17,0,0,0,0,0,0,2005,9,17,33.0,20.5,26.8,12.5,-9999.0,0.54,2005,9,17,300.67,293.27,66.48,14.8,293.4,309.1,0.3,15.700000000000045,301.25,37,37.0, 2.394286e-01, 2.276000e-01, 2.148714e-01, 2.390429e-01
272,13,2005-09-24,0,0,0,0,0,0,2005,9,24,-9999.0,22.6,-9999.0,-9999.0,-9999.0,6.33,2005,9,24,300.6,293.05,65.03,14.63,294.8,307.8,0,13,301.3,38,38.0, 1.845667e-01, 2.124833e-01, 1.952571e-01, 1.543857e-01
273,14,2005-10-01,0,0,1,0,1,2,2005,10,1,,,,,,0,2005,10,1,300.18,293.73,68.35,15.27,294.8,308.4,0,13.599999999999966,301.6,39,39.0, 4.054167e-01, 4.210857e-01, 4.287714e-01, 3.706000e-01
274,15,2005-10-08,0,0,2,0,2,4,2005,10,8,33.6,22.6,28.1,11.0,5.1,5.68,2005,10,8,299.74,294.08,73.35,15.5,294.1,312,0,17.899999999999977,303.05,40,40.0, 3.321571e-01, 3.210429e-01, 3.463667e-01, 2.586143e-01
275,16,2005-10-15,0,0,2,0,2,4,2005,10,15,-9999.0,23.0,-9999.0,-9999.0,-9999.0,37.75,2005,10,15,299.18,297.55,91.2,19.31,296.3,305.7,3.4,9.399999999999977,301,41,41.0, 3.734286e-01, 3.522714e-01, 2.774833e-01, 3.742286e-01
276,17,2005-10-22,0,0,0,0,3,3,2005,10,22,-9999.0,22.0,-9999.0,-9999.0,0.0,0.5,2005,10,22,298.76,295.4,82.75,16.97,294.7,307.4,2.6,12.699999999999989,301.04999999999995,42,42.0, 3.072571e-01, 2.869571e-01, 2.782143e-01, 3.548286e-01
277,18,2005-10-29,0,0,1,0,2,3,2005,10,29,34.3,-9999.0,-9999.0,-9999.0,0.0,5.62,2005,10,29,299.8,296.53,86.25,18.14,296.5,308.6,3.39,12.100000000000023,302.55,43,43.0, 3.635571e-01, 3.261429e-01, 3.000429e-01, 2.898286e-01
278,19,2005-11-05,0,0,3,0,2,5,2005,11,5,-9999.0,22.8,-9999.0,-9999.0,0.0,3.08,2005,11,5,299.48,295.09,82.2,16.62,294.6,309.4,1.5,14.799999999999955,302,44,44.0, 1.875714e-01, 1.789571e-01, 2.133714e-01, 1.718571e-01
279,20,2005-11-12,0,0,3,0,3,6,2005,11,12,34.4,-9999.0,-9999.0,-9999.0,-9999.0,0,2005,11,12,298.52,297.6,95.12,19.48,296.2,305.7,4.5,9.5,300.95,45,45.0, 3.938000e-01, 4.103714e-01, 2.986286e-01, 4.019857e-01
280,21,2005-11-19,1,0,8,0,5,14,2005,11,19,32.9,-9999.0,-9999.0,-9999.0,0.0,3.3,2005,11,19,298.43,297.27,94.03,19.03,296.1,303.2,3.4,7.099999999999966,299.65,46,46.0, 4.424286e-01, 4.731429e-01, 3.481714e-01, 3.430714e-01
281,22,2005-11-26,0,0,1,0,2,3,2005,11,26,33.7,-9999.0,-9999.0,-9999.0,0.0,19.15,2005,11,26,298.96,296.58,87.63,18.21,295.3,305.7,3.9,10.399999999999977,300.5,47,47.0, 2.825714e-01, 2.400857e-01, 2.206000e-01, 2.882143e-01
