,san_juan_persiann, 18.375N, 66.125W, precipitation_amount
5969,1999,5,5,1.73
5970,1999,5,6,12.56
5971,1999,5,7,15.01
5972,1999,5,8,10.57
5973,1999,5,9,0
5974,1999,5,10,6.63
5975,1999,5,11,16.4
5976,1999,5,12,9.94
5977,1999,5,13,2.98
5978,1999,5,14,4.5
5979,1999,5,15,0
5980,1999,5,16,0
5981,1999,5,17,0
5982,1999,5,18,7.22
5983,1999,5,19,2.72
5984,1999,5,20,1.66
5985,1999,5,21,0
5986,1999,5,22,2.34
5987,1999,5,23,0
5988,1999,5,24,1.32
5989,1999,5,25,0
5990,1999,5,26,0
5991,1999,5,27,0
5992,1999,5,28,0
5993,1999,5,29,0
5994,1999,5,30,0
5995,1999,5,31,2.16
5996,1999,6,1,13.32
5997,1999,6,2,6.6
5998,1999,6,3,6.41
5999,1999,6,4,27.48
6000,1999,6,5,9.37
6001,1999,6,6,9.5
6002,1999,6,7,27.67
6003,1999,6,8,25.18
6004,1999,6,9,22
6005,1999,6,10,19.38
6006,1999,6,11,12.81
6007,1999,6,12,15.1
6008,1999,6,13,20.16
6009,1999,6,14,0.51
6010,1999,6,15,3.17
6011,1999,6,16,14.24
6012,1999,6,17,42.81
6013,1999,6,18,7.12
6014,1999,6,19,9.26
6015,1999,6,20,17.68
6016,1999,6,21,2.65
6017,1999,6,22,5.06
6018,1999,6,23,0
6019,1999,6,24,0
6020,1999,6,25,0
6021,1999,6,26,0
6022,1999,6,27,9.05
6023,1999,6,28,3.21
6024,1999,6,29,5.52
6025,1999,6,30,1.19
6026,1999,7,1,6.9
6027,1999,7,2,50.14
6028,1999,7,3,1.03
6029,1999,7,4,0
6030,1999,7,5,8.52
6031,1999,7,6,0
6032,1999,7,7,0.54
6033,1999,7,8,8.84
6034,1999,7,9,9.33
6035,1999,7,10,0
6036,1999,7,11,6.13
6037,1999,7,12,4.69
6038,1999,7,13,26.56
6039,1999,7,14,37.88
6040,1999,7,15,15.55
6041,1999,7,16,1.59
6042,1999,7,17,13.6
6043,1999,7,18,1.18
6044,1999,7,19,0
6045,1999,7,20,3.55
6046,1999,7,21,0
6047,1999,7,22,0
6048,1999,7,23,4.98
6049,1999,7,24,0
6050,1999,7,25,0
6051,1999,7,26,0
6052,1999,7,27,0
6053,1999,7,28,0
6054,1999,7,29,1.74
6055,1999,7,30,10.08
6056,1999,7,31,5.35
6057,1999,8,1,4.84
6058,1999,8,2,0
6059,1999,8,3,12.84
6060,1999,8,4,5.17
6061,1999,8,5,26.22
6062,1999,8,6,0
6063,1999,8,7,0
6064,1999,8,8,0
6065,1999,8,9,0
6066,1999,8,10,0
6067,1999,8,11,1.34
6068,1999,8,12,1.01
6069,1999,8,13,6.35
6070,1999,8,14,14.38
6071,1999,8,15,0
6072,1999,8,16,8.7
6073,1999,8,17,6.85
6074,1999,8,18,0
6075,1999,8,19,12.54
6076,1999,8,20,7.09
6077,1999,8,21,0
6078,1999,8,22,43.08
6079,1999,8,23,64.09
6080,1999,8,24,3.57
6081,1999,8,25,0
6082,1999,8,26,0
6083,1999,8,27,3.69
6084,1999,8,28,11.06
6085,1999,8,29,4.72
6086,1999,8,30,7.94
6087,1999,8,31,0
6088,1999,9,1,0
6089,1999,9,2,0
6090,1999,9,3,14.28
6091,1999,9,4,12.66
6092,1999,9,5,19.26
6093,1999,9,6,19.86
6094,1999,9,7,13.69
6095,1999,9,8,12.9
6096,1999,9,9,21.18
6097,1999,9,10,0
6098,1999,9,11,9.98
6099,1999,9,12,12.04
6100,1999,9,13,51.45
6101,1999,9,14,7.53
6102,1999,9,15,12.94
6103,1999,9,16,0
6104,1999,9,17,0.82
6105,1999,9,18,5.14
6106,1999,9,19,5.34
6107,1999,9,20,12.67
6108,1999,9,21,0
6109,1999,9,22,1.37
6110,1999,9,23,1.04
6111,1999,9,24,7.85
6112,1999,9,25,3.18
6113,1999,9,26,25.58
6114,1999,9,27,23.39
6115,1999,9,28,26.88
6116,1999,9,29,10.69
6117,1999,9,30,12.96
6118,1999,10,1,0.69
6119,1999,10,2,1.12
6120,1999,10,3,0
6121,1999,10,4,0
6122,1999,10,5,1.2
6123,1999,10,6,4.31
6124,1999,10,7,14.5
6125,1999,10,8,12.47
6126,1999,10,9,2.87
6127,1999,10,10,1.66
6128,1999,10,11,8.31
6129,1999,10,12,41.13
6130,1999,10,13,65.13
6131,1999,10,14,5.93
6132,1999,10,15,3.78
6133,1999,10,16,3.92
6134,1999,10,17,39.28
6135,1999,10,18,12.42
6136,1999,10,19,0.82
6137,1999,10,20,9.81
6138,1999,10,21,3.26
6139,1999,10,22,11.33
6140,1999,10,23,15.32
6141,1999,10,24,17.98
6142,1999,10,25,9.42
6143,1999,10,26,2.25
6144,1999,10,27,0
6145,1999,10,28,0
6146,1999,10,29,0
6147,1999,10,30,0
6148,1999,10,31,1.48
6149,1999,11,1,1.11
6150,1999,11,2,0.76
6151,1999,11,3,3.14
6152,1999,11,4,2.53
6153,1999,11,5,0.91
6154,1999,11,6,10.1
6155,1999,11,7,2.59
6156,1999,11,8,0
6157,1999,11,9,0
6158,1999,11,10,20.4
6159,1999,11,11,0.72
6160,1999,11,12,4.14
6161,1999,11,13,27.6
6162,1999,11,14,16.73
6163,1999,11,15,14.07
6164,1999,11,16,56.65
6165,1999,11,17,127.7
6166,1999,11,18,30.56
6167,1999,11,19,7.74
6168,1999,11,20,0
6169,1999,11,21,0
6170,1999,11,22,2.25
6171,1999,11,23,0
6172,1999,11,24,0.85
6173,1999,11,25,0
6174,1999,11,26,1.26
6175,1999,11,27,0
6176,1999,11,28,0
6177,1999,11,29,0
6178,1999,11,30,0
6179,1999,12,1,24.88
6180,1999,12,2,34.68
6181,1999,12,3,0
6182,1999,12,4,0
6183,1999,12,5,3.91
6184,1999,12,6,0
6185,1999,12,7,0
6186,1999,12,8,0
6187,1999,12,9,0
6188,1999,12,10,0
6189,1999,12,11,0
6190,1999,12,12,0
6191,1999,12,14,0
6192,1999,12,15,0
6193,1999,12,16,0
6194,1999,12,17,0
6195,1999,12,18,0
6196,1999,12,19,0
6197,1999,12,20,0
6198,1999,12,21,0
6199,1999,12,22,0
6200,1999,12,23,0
6201,1999,12,24,0
6202,1999,12,25,0
6203,1999,12,26,0
6204,1999,12,27,0
6205,1999,12,28,0
6206,1999,12,29,75.01
6207,1999,12,30,0
6208,1999,12,31,0
6209,2000,1,1,0
6210,2000,1,2,0
6211,2000,1,3,6.72
6212,2000,1,4,19.38
6213,2000,1,5,25.81
6214,2000,1,6,0
6215,2000,1,7,0
6216,2000,1,8,0
6217,2000,1,9,0
6218,2000,1,10,0
6219,2000,1,11,0
6220,2000,1,12,0
6221,2000,1,13,0
6222,2000,1,14,0
6223,2000,1,15,0
6224,2000,1,16,0
6225,2000,1,17,0
6226,2000,1,18,0
6227,2000,1,19,0
6228,2000,1,20,0
6229,2000,1,21,0
6230,2000,1,22,0
6231,2000,1,23,0
6232,2000,1,24,0
6233,2000,1,25,0
6234,2000,1,26,0
6235,2000,1,27,0
6236,2000,1,28,0
6237,2000,1,29,0
6238,2000,1,30,0
6239,2000,1,31,0
6240,2000,2,1,0
6241,2000,2,2,0
6242,2000,2,3,6.23
6243,2000,2,4,0
6244,2000,2,5,13.26
6245,2000,2,6,4.7
6246,2000,2,7,0
6247,2000,2,8,0
6248,2000,2,9,0
6249,2000,2,10,0
6250,2000,2,11,0
6251,2000,2,12,0
6252,2000,2,13,0
6253,2000,2,14,0
6254,2000,2,15,0
6255,2000,2,16,0
6256,2000,2,17,0
6257,2000,2,18,0
6258,2000,2,19,0
6259,2000,2,20,0
6260,2000,2,21,7.67
6261,2000,2,22,79.67
6262,2000,2,23,14.5
6263,2000,2,24,4.28
6264,2000,2,25,0
6265,2000,2,26,0
6266,2000,2,27,0
6267,2000,2,28,0
6268,2000,2,29,0
6269,2000,3,1,0
6270,2000,3,2,0
6271,2000,3,3,0
6272,2000,3,4,5.98
6273,2000,3,5,5.5
6274,2000,3,6,0
6275,2000,3,7,0
6276,2000,3,8,0
6277,2000,3,9,1.89
6278,2000,3,10,21.56
6279,2000,3,11,2.51
6280,2000,3,12,0
6281,2000,3,13,0
6282,2000,3,14,0
6283,2000,3,15,0
6284,2000,3,16,0
6285,2000,3,17,0
6286,2000,3,18,0
6287,2000,3,19,0
6288,2000,3,20,0
6289,2000,3,21,0
6290,2000,3,22,0
6291,2000,3,23,0
6292,2000,3,24,0
6293,2000,3,25,0
6294,2000,3,26,0
6295,2000,3,27,2.09
6296,2000,3,28,0
6297,2000,3,29,7.23
6298,2000,3,30,0
6299,2000,3,31,0
6300,2000,4,1,0
6301,2000,4,2,0
6302,2000,4,3,0
6303,2000,4,4,0
6304,2000,4,5,0
6305,2000,4,6,0
6306,2000,4,7,0
6307,2000,4,8,0
6308,2000,4,9,0
6309,2000,4,10,0
6310,2000,4,11,0
6311,2000,4,12,0
6312,2000,4,13,0
6313,2000,4,14,0
6314,2000,4,15,0
6315,2000,4,16,0
6316,2000,4,17,0
6317,2000,4,18,0
6318,2000,4,19,45.08
6319,2000,4,20,0
6320,2000,4,21,5.47
6321,2000,4,22,31.51
6322,2000,4,23,0
6323,2000,4,24,0
6324,2000,4,25,6.13
6325,2000,4,26,0
6326,2000,4,27,0
6327,2000,4,28,0
6328,2000,4,29,0
6329,2000,4,30,0
6330,2000,5,1,0
6331,2000,5,2,0
6332,2000,5,3,4.42
6333,2000,5,4,11.24
6334,2000,5,5,3.33
6335,2000,5,6,0
6336,2000,5,7,0
6337,2000,5,8,2.54
6338,2000,5,9,34.6
6339,2000,5,10,2.33
6340,2000,5,11,18.43
6341,2000,5,12,10.61
6342,2000,5,13,2.17
6343,2000,5,14,0
6344,2000,5,15,0
6345,2000,5,16,0
6346,2000,5,17,27.32
6347,2000,5,18,12.13
6348,2000,5,19,0
6349,2000,5,20,0
6350,2000,5,21,0
6351,2000,5,22,0
6352,2000,5,23,0
6353,2000,5,24,14.32
6354,2000,5,25,0
6355,2000,5,26,6.31
6356,2000,5,27,0
6357,2000,5,28,2.2
6358,2000,5,29,25.68
6359,2000,5,30,40.07
6360,2000,5,31,0
6361,2000,6,1,0
6362,2000,6,2,2.28
6363,2000,6,3,1.05
6364,2000,6,4,0
6365,2000,6,5,2.62
6366,2000,6,6,1
6367,2000,6,7,0
6368,2000,6,8,0
6369,2000,6,9,2.42
6370,2000,6,10,13.63
6371,2000,6,11,4.89
6372,2000,6,12,24.44
6373,2000,6,13,13.84
6374,2000,6,14,1.29
6375,2000,6,15,0
6376,2000,6,16,30.83
6377,2000,6,17,0
6378,2000,6,18,0
6379,2000,6,19,0
6380,2000,6,20,3.66
6381,2000,6,21,0
6382,2000,6,22,0
6383,2000,6,23,0
6384,2000,6,24,1.39
6385,2000,6,25,0
6386,2000,6,26,28.89
6387,2000,6,27,1.2
6388,2000,6,28,0
6389,2000,6,29,0
6390,2000,6,30,0
6391,2000,7,1,0
6392,2000,7,2,2.41
6393,2000,7,3,4.34
6394,2000,7,4,0
6395,2000,7,5,0.55
6396,2000,7,6,0.96
6397,2000,7,7,2.89
6398,2000,7,8,0
6399,2000,7,9,0.58
6400,2000,7,10,0.83
6401,2000,7,11,0
6402,2000,7,12,0
6403,2000,7,13,6.65
6404,2000,7,14,2.88
6405,2000,7,15,0
6406,2000,7,16,0
6407,2000,7,17,0
6408,2000,7,18,0
6409,2000,7,19,0
6410,2000,7,20,0
6411,2000,7,21,0
6412,2000,7,22,0
6413,2000,7,23,0
6414,2000,7,24,0
6415,2000,7,25,0
6416,2000,7,26,0
6417,2000,7,27,0
6418,2000,7,28,0.53
6419,2000,7,29,27.31
6420,2000,7,30,4.83
6421,2000,7,31,0
6422,2000,8,1,7.62
6423,2000,8,2,0
6424,2000,8,3,15.17
6425,2000,8,4,5.55
6426,2000,8,5,23.47
6427,2000,8,6,0
6428,2000,8,7,8.9
6429,2000,8,8,0
6430,2000,8,9,0
6431,2000,8,10,2.95
6432,2000,8,11,3.83
6433,2000,8,12,0.78
6434,2000,8,13,0
6435,2000,8,14,1.06
6436,2000,8,15,6.76
6437,2000,8,16,17.25
6438,2000,8,17,1.51
6439,2000,8,18,0
6440,2000,8,19,1.88
6441,2000,8,20,0
6442,2000,8,21,0
6443,2000,8,22,21.45
6444,2000,8,23,86.99
6445,2000,8,24,14.3
6446,2000,8,25,3.35
6447,2000,8,26,30.39
6448,2000,8,27,2.51
6449,2000,8,28,5.27
6450,2000,8,29,0
6451,2000,8,30,0
6452,2000,8,31,0
6453,2000,9,1,0
6454,2000,9,2,0
6455,2000,9,3,24.89
6456,2000,9,4,2.01
6457,2000,9,5,9.7
6458,2000,9,6,3.9
6459,2000,9,7,0
6460,2000,9,8,0
6461,2000,9,9,2.59
6462,2000,9,10,1.97
6463,2000,9,11,12.36
6464,2000,9,12,4.08
6465,2000,9,13,0.76
6466,2000,9,14,0
6467,2000,9,15,3.67
6468,2000,9,16,0.57
6469,2000,9,17,30.63
6470,2000,9,18,11.17
6471,2000,9,19,0
6472,2000,9,20,0
6473,2000,9,21,1.25
6474,2000,9,22,1.48
6475,2000,9,23,12.64
6476,2000,9,24,15.17
6477,2000,9,25,12.11
6478,2000,9,26,22.74
6479,2000,9,27,47.97
6480,2000,9,28,13.32
6481,2000,9,29,1.13
6482,2000,9,30,19.03
6483,2000,10,1,19.83
6484,2000,10,2,2.65
6485,2000,10,3,0
6486,2000,10,4,0
6487,2000,10,5,0
6488,2000,10,6,0
6489,2000,10,7,0
6490,2000,10,8,8.57
6491,2000,10,9,0
6492,2000,10,10,4.37
6493,2000,10,11,1.74
6494,2000,10,12,0
6495,2000,10,13,0
6496,2000,10,14,0
6497,2000,10,15,4.05
6498,2000,10,16,27.18
6499,2000,10,17,14.65
6500,2000,10,18,0
6501,2000,10,19,14.68
6502,2000,10,20,3.84
6503,2000,10,21,0
6504,2000,10,22,1.39
6505,2000,10,23,28.01
6506,2000,10,24,15.44
6507,2000,10,25,8.44
6508,2000,10,26,1.28
6509,2000,10,27,11.89
6510,2000,10,28,27.86
6511,2000,10,29,6.26
6512,2000,10,30,9.44
6513,2000,10,31,18.38
6514,2000,11,1,46.21
6515,2000,11,2,13.31
6516,2000,11,3,0
6517,2000,11,4,0
6518,2000,11,5,0
6519,2000,11,6,0
6520,2000,11,7,0
6521,2000,11,8,0
6522,2000,11,9,0
6523,2000,11,10,0
6524,2000,11,11,0
6525,2000,11,12,6.3
6526,2000,11,13,0
6527,2000,11,14,0
6528,2000,11,15,0
6529,2000,11,16,0
6530,2000,11,17,0
6531,2000,11,18,0
6532,2000,11,19,0
6533,2000,11,20,0
6534,2000,11,21,0
6535,2000,11,22,0
6536,2000,11,23,2.77
6537,2000,11,24,4.06
6538,2000,11,25,4.24
6539,2000,11,26,0
6540,2000,11,27,0
6541,2000,11,28,2.52
6542,2000,11,29,0
6543,2000,11,30,17.17
6544,2000,12,1,0
6545,2000,12,2,0
6546,2000,12,3,0
6547,2000,12,4,0
6548,2000,12,5,0
6549,2000,12,6,0
6550,2000,12,7,0
6551,2000,12,8,0
6552,2000,12,9,0
6553,2000,12,10,0
6554,2000,12,11,0
6555,2000,12,12,0
6556,2000,12,13,0
6557,2000,12,14,0
6558,2000,12,15,0
6559,2000,12,16,0
6560,2000,12,17,0
6561,2000,12,18,0
6562,2000,12,19,0
6563,2000,12,20,0
6564,2000,12,21,0
6565,2000,12,22,0
6566,2000,12,23,5.26
6567,2000,12,24,35.09
6568,2000,12,25,0
6569,2000,12,26,0
6570,2000,12,27,0
6571,2000,12,28,0
6572,2000,12,29,0
6573,2000,12,30,0
6574,2000,12,31,0
6575,2001,1,1,0
6576,2001,1,2,0
6577,2001,1,3,0
6578,2001,1,4,15.26
6579,2001,1,5,34.55
6580,2001,1,6,0
6581,2001,1,7,0
6582,2001,1,8,0
6583,2001,1,9,0
6584,2001,1,10,0
6585,2001,1,11,0
6586,2001,1,12,0
6587,2001,1,13,0
6588,2001,1,14,0
6589,2001,1,15,0
6590,2001,1,16,0
6591,2001,1,17,0
6592,2001,1,18,0
6593,2001,1,19,0
6594,2001,1,20,0
6595,2001,1,21,0
6596,2001,1,22,0
6597,2001,1,23,0
6598,2001,1,24,0
6599,2001,1,25,0
6600,2001,1,26,0
6601,2001,1,27,0
6602,2001,1,28,0
6603,2001,1,29,23.78
6604,2001,1,30,10.73
6605,2001,1,31,0
6606,2001,2,1,0
6607,2001,2,2,0
6608,2001,2,3,0
6609,2001,2,4,0
6610,2001,2,5,0
6611,2001,2,6,0
6612,2001,2,7,0
6613,2001,2,8,0
6614,2001,2,9,0
6615,2001,2,10,0
6616,2001,2,11,0
6617,2001,2,12,0
6618,2001,2,13,0
6619,2001,2,14,0
6620,2001,2,15,0
6621,2001,2,16,0
6622,2001,2,17,0
6623,2001,2,18,0
6624,2001,2,19,0
6625,2001,2,20,0
6626,2001,2,21,0
6627,2001,2,22,0
6628,2001,2,23,0
6629,2001,2,24,0
6630,2001,2,25,0
6631,2001,2,26,0
6632,2001,2,27,6.84
6633,2001,2,28,0
6634,2001,3,1,0
6635,2001,3,2,0
6636,2001,3,3,0
6637,2001,3,4,0
6638,2001,3,5,0
6639,2001,3,6,0
6640,2001,3,7,0
6641,2001,3,8,0
6642,2001,3,9,0
6643,2001,3,10,0
6644,2001,3,11,0
6645,2001,3,12,0
6646,2001,3,13,0
6647,2001,3,14,0
6648,2001,3,15,0
6649,2001,3,16,0
6650,2001,3,17,0
6651,2001,3,18,0
6652,2001,3,19,0
6653,2001,3,20,0
6654,2001,3,21,0
6655,2001,3,22,0
6656,2001,3,23,0
6657,2001,3,24,6.11
6658,2001,3,25,0
6659,2001,3,26,0
6660,2001,3,27,0
6661,2001,3,28,0
6662,2001,3,29,0
6663,2001,3,30,0
6664,2001,3,31,0
6665,2001,4,1,0
6666,2001,4,2,0
6667,2001,4,3,0
6668,2001,4,4,0
6669,2001,4,5,5.2
6670,2001,4,6,0
6671,2001,4,7,0
6672,2001,4,8,0
6673,2001,4,9,0
6674,2001,4,10,0
6675,2001,4,11,0
6676,2001,4,12,11.84
6677,2001,4,13,0
6678,2001,4,14,0
6679,2001,4,15,0
6680,2001,4,16,0
6681,2001,4,17,0
6682,2001,4,18,0
6683,2001,4,19,0
6684,2001,4,20,6.89
6685,2001,4,21,25.57
6686,2001,4,22,0
6687,2001,4,23,3.23
6688,2001,4,24,0
6689,2001,4,25,0
6690,2001,4,26,0
6691,2001,4,27,0
6692,2001,4,28,0
6693,2001,4,29,10.91
6694,2001,4,30,9.07
6695,2001,5,1,0
6696,2001,5,2,0
6697,2001,5,3,4.19
6698,2001,5,4,9.89
6699,2001,5,5,1.98
6700,2001,5,6,40.65
6701,2001,5,7,3.18
6702,2001,5,8,2.93
6703,2001,5,9,30.87
6704,2001,5,10,39.21
6705,2001,5,11,2.3
6706,2001,5,12,0
6707,2001,5,13,0
6708,2001,5,14,2.05
6709,2001,5,15,3.71
6710,2001,5,16,5.3
6711,2001,5,17,1.94
6712,2001,5,18,16.16
6713,2001,5,19,4.7
6714,2001,5,20,0
6715,2001,5,21,3.73
6716,2001,5,22,9.34
6717,2001,5,23,1.46
6718,2001,5,24,0
6719,2001,5,25,0
6720,2001,5,26,0
6721,2001,5,27,0
6722,2001,5,28,0
6723,2001,5,29,0
6724,2001,5,30,0
6725,2001,5,31,0
6726,2001,6,1,3.49
6727,2001,6,2,17.08
6728,2001,6,3,10.46
6729,2001,6,4,30.3
6730,2001,6,5,18.52
6731,2001,6,6,0
6732,2001,6,7,3.41
6733,2001,6,8,0
6734,2001,6,9,0
6735,2001,6,10,0
6736,2001,6,11,0
6737,2001,6,12,0
6738,2001,6,13,0
6739,2001,6,14,0
6740,2001,6,15,4.58
6741,2001,6,16,3.76
6742,2001,6,17,40.27
6743,2001,6,18,14.74
6744,2001,6,19,0
6745,2001,6,20,0
6746,2001,6,21,1.08
6747,2001,6,22,1.62
6748,2001,6,23,11.13
6749,2001,6,24,1.25
6750,2001,6,25,22.64
6751,2001,6,26,3.49
6752,2001,6,27,12.06
6753,2001,6,28,16.65
6754,2001,6,29,20.49
6755,2001,6,30,20.06
6756,2001,7,1,10.18
6757,2001,7,2,2.49
6758,2001,7,3,2.2
6759,2001,7,4,5.91
6760,2001,7,5,1.68
6761,2001,7,6,1.51
6762,2001,7,7,10.59
6763,2001,7,8,0
6764,2001,7,9,0
6765,2001,7,10,10.18
6766,2001,7,11,4.4
6767,2001,7,12,18.81
6768,2001,7,13,3.69
6769,2001,7,14,0
6770,2001,7,15,1.36
6771,2001,7,16,10.94
6772,2001,7,17,4.75
6773,2001,7,18,0
6774,2001,7,19,5.22
6775,2001,7,20,2.87
6776,2001,7,21,0
6777,2001,7,22,20.56
6778,2001,7,23,2.45
6779,2001,7,24,0
6780,2001,7,25,4.97
6781,2001,7,26,0.92
6782,2001,7,27,0
6783,2001,7,28,0
6784,2001,7,29,30.72
6785,2001,7,30,36.59
6786,2001,7,31,3.87
6787,2001,8,1,1
6788,2001,8,2,8.46
6789,2001,8,3,5.34
6790,2001,8,4,2.69
6791,2001,8,5,1.64
6792,2001,8,6,17.4
6793,2001,8,7,1.87
6794,2001,8,8,0
6795,2001,8,9,0
6796,2001,8,10,23.35
6797,2001,8,11,3.78
6798,2001,8,12,0
6799,2001,8,13,0
6800,2001,8,14,0
6801,2001,8,15,0
6802,2001,8,16,10.53
6803,2001,8,17,18.45
6804,2001,8,18,8.5
6805,2001,8,19,0
6806,2001,8,20,2.82
6807,2001,8,21,9.86
6808,2001,8,22,19.65
6809,2001,8,23,103.02
6810,2001,8,24,0
6811,2001,8,25,0
6812,2001,8,26,0
6813,2001,8,27,0
6814,2001,8,28,14.48
6815,2001,8,29,0
6816,2001,8,30,0
6817,2001,8,31,3.56
6818,2001,9,1,28.48
6819,2001,9,2,8.54
6820,2001,9,3,13.79
6821,2001,9,4,0
6822,2001,9,5,0
6823,2001,9,6,5.29
6824,2001,9,7,0
6825,2001,9,8,3.5
6826,2001,9,9,0.94
6827,2001,9,10,0
6828,2001,9,11,5.67
6829,2001,9,12,0
6830,2001,9,13,1.47
6831,2001,9,14,0
6832,2001,9,15,0
6833,2001,9,16,0
6834,2001,9,17,2.87
6835,2001,9,18,14.84
6836,2001,9,19,21.47
6837,2001,9,20,8.62
6838,2001,9,21,15.52
6839,2001,9,22,13.19
6840,2001,9,23,10.22
6841,2001,9,24,0.9
6842,2001,9,25,0
6843,2001,9,26,2.15
6844,2001,9,27,10.43
6845,2001,9,28,8.22
6846,2001,9,29,0
6847,2001,9,30,0
6848,2001,10,1,0
6849,2001,10,2,1.09
6850,2001,10,3,3.9
6851,2001,10,4,6.08
6852,2001,10,5,4.72
6853,2001,10,6,8.15
6854,2001,10,7,0
6855,2001,10,8,3.88
6856,2001,10,9,1.14
6857,2001,10,10,21.22
6858,2001,10,11,13.14
6859,2001,10,12,0.56
6860,2001,10,13,5.16
6861,2001,10,14,21.61
6862,2001,10,15,29
6863,2001,10,16,21.16
6864,2001,10,17,15.77
6865,2001,10,18,1.68
6866,2001,10,19,1.09
6867,2001,10,20,0
6868,2001,10,21,0
6869,2001,10,22,0
6870,2001,10,23,0
6871,2001,10,24,0.49
6872,2001,10,25,0
6873,2001,10,26,0
6874,2001,10,27,0
6875,2001,10,28,0
6876,2001,10,29,0
6877,2001,10,30,0
6878,2001,10,31,0
6879,2001,11,1,0
6880,2001,11,2,0
6881,2001,11,3,25.49
6882,2001,11,4,2.54
6883,2001,11,5,0
6884,2001,11,6,0
6885,2001,11,7,67.59
6886,2001,11,8,190.95
6887,2001,11,9,26.38
6888,2001,11,10,0
6889,2001,11,11,0
6890,2001,11,12,2.63
6891,2001,11,13,7.34
6892,2001,11,14,28.14
6893,2001,11,15,10.32
6894,2001,11,16,0
6895,2001,11,17,0
6896,2001,11,18,0
6897,2001,11,19,0
6898,2001,11,20,6.51
6899,2001,11,21,2.92
6900,2001,11,22,0
6901,2001,11,23,0
6902,2001,11,24,0
6903,2001,11,25,0
6904,2001,11,26,0
6905,2001,11,27,0
6906,2001,11,28,0
6907,2001,11,29,0
6908,2001,11,30,0
6909,2001,12,1,0
6910,2001,12,2,30.56
6911,2001,12,3,13.35
6912,2001,12,4,6.21
6913,2001,12,5,24.8
6914,2001,12,6,0
6915,2001,12,7,0
6916,2001,12,8,0
6917,2001,12,9,0
6918,2001,12,10,0
6919,2001,12,11,0
6920,2001,12,12,5.42
6921,2001,12,13,2.23
6922,2001,12,14,2.96
6923,2001,12,15,34.7
6924,2001,12,16,26.49
6925,2001,12,17,19.86
6926,2001,12,18,20
6927,2001,12,19,6.88
6928,2001,12,20,2.77
6929,2001,12,21,15.13
6930,2001,12,22,25.41
6931,2001,12,23,1.99
6932,2001,12,24,0
6933,2001,12,25,0
6934,2001,12,26,0
6935,2001,12,27,0
6936,2001,12,28,0
6937,2001,12,29,0
6938,2001,12,30,0
6939,2001,12,31,0
6940,2002,1,1,0
6941,2002,1,2,0
6942,2002,1,3,0
6943,2002,1,4,0
6944,2002,1,5,0
6945,2002,1,6,0
6946,2002,1,7,0
6947,2002,1,8,0
6948,2002,1,9,0
6949,2002,1,10,0
6950,2002,1,11,0
6951,2002,1,12,0
6952,2002,1,13,0
6953,2002,1,14,0
6954,2002,1,15,0
6955,2002,1,16,0
6956,2002,1,17,0
6957,2002,1,18,0
6958,2002,1,19,0
6959,2002,1,20,0
6960,2002,1,21,0
6961,2002,1,22,0
6962,2002,1,23,0
6963,2002,1,24,0
6964,2002,1,25,0
6965,2002,1,26,0
6966,2002,1,27,0
6967,2002,1,28,0
6968,2002,1,29,0
6969,2002,1,30,0
6970,2002,1,31,0
6971,2002,2,1,0
6972,2002,2,2,0
6973,2002,2,3,0
6974,2002,2,4,0
6975,2002,2,5,0
6976,2002,2,6,0
6977,2002,2,7,0
6978,2002,2,8,0
6979,2002,2,9,0
6980,2002,2,10,0
6981,2002,2,11,0
6982,2002,2,12,0
6983,2002,2,13,0
6984,2002,2,14,0
6985,2002,2,15,0
6986,2002,2,16,0
6987,2002,2,17,0
6988,2002,2,18,0
6989,2002,2,19,0
6990,2002,2,20,0
6991,2002,2,21,0
6992,2002,2,22,0
6993,2002,2,23,0
6994,2002,2,24,0
6995,2002,2,25,0
6996,2002,2,26,0
6997,2002,2,27,0
6998,2002,2,28,0
6999,2002,3,1,0
7000,2002,3,2,0
7001,2002,3,3,0
7002,2002,3,4,0
7003,2002,3,5,0
7004,2002,3,6,0
7005,2002,3,7,0
7006,2002,3,8,0
7007,2002,3,9,20.19
7008,2002,3,10,20.08
7009,2002,3,11,0
7010,2002,3,12,0
7011,2002,3,13,0
7012,2002,3,14,0
7013,2002,3,15,0
7014,2002,3,16,0
7015,2002,3,17,0
7016,2002,3,18,0
7017,2002,3,19,0
7018,2002,3,20,0
7019,2002,3,21,0
7020,2002,3,22,0
7021,2002,3,23,0
7022,2002,3,24,0
7023,2002,3,25,0
7024,2002,3,26,0
7025,2002,3,27,7.44
7026,2002,3,28,15.39
7027,2002,3,29,26.91
7028,2002,3,30,0
7029,2002,3,31,0
7030,2002,4,1,0
7031,2002,4,2,0
7032,2002,4,3,0
7033,2002,4,4,0
7034,2002,4,5,17
7035,2002,4,6,33.67
7036,2002,4,7,0
7037,2002,4,8,0
7038,2002,4,9,0
7039,2002,4,10,0
7040,2002,4,11,0
7041,2002,4,12,0
7042,2002,4,13,0
7043,2002,4,14,0
7044,2002,4,15,0
7045,2002,4,16,3.8
7046,2002,4,17,0
7047,2002,4,18,9.08
7048,2002,4,19,31.7
7049,2002,4,20,119.06
7050,2002,4,21,34.58
7051,2002,4,22,16.54
7052,2002,4,23,3.43
7053,2002,4,24,3.74
7054,2002,4,25,0
7055,2002,4,26,58.27
